transcript_stable_ID,Count...1,Count...2,Count...3,Count...4,Count...5
R03E1.2,859,2195,1671,699,1075
R03E1.3,7,37,19,8,20
R03E1.4,3,3,6,2,0
R03E9.1,707,2584,2069,1544,1108
R03E9.2,41,133,59,36,45
R03E9.3,162,457,379,209,168
R03E9.4,5,18,24,5,3
R03G5.1,1087,6581,5028,1251,1683
R03G5.2,120,559,653,230,176
R03G5.3,2,5,15,5,3
R03G5.5,90,35,44,40,76
R03G5.6,47,109,93,52,68
R03G8.1,0,0,6,3,1
R03G8.3,33,63,70,32,33
R03G8.4,2,3,5,14,1
R03G8.5,0,0,0,3,0
R03G8.6,171,63,20,25,82
R03H10.1,49,62,104,110,113
R03H10.2,13,35,20,16,4
R03H10.4,0,7,8,4,0
R03H10.5,0,0,9,3,0
R03H10.6,9,371,953,172,21
R03H10.7,6,58,92,48,14
R03H4.1,0,13,4,2,0
R03H4.2,3,5,10,12,5
R03H4.3,0,0,4,5,0
R03H4.4,0,1,3,0,0
R03H4.5,0,0,3,4,0
R03H4.6,3,7,8,13,3
R03H4.9,0,5,0,6,0
R04A9.1,1,4,15,9,0
R04A9.2,447,1259,489,131,577
R04A9.3,61,195,152,84,73
R04A9.4,376,736,524,319,643
R04A9.5,67,159,105,60,127
R04A9.6,12,53,19,24,20
R04A9.7,18,49,20,1,26
R04A9.9,64,30,30,31,39
R04B3.1,0,5,2,1,1
R04B3.2,121,392,385,487,349
R04B3.3,27,27,41,16,7
R04B5.1,4,2,0,2,0
R04B5.11,0,0,0,0,0
R04B5.3,12,43,38,40,35
R04B5.4,46,44,36,20,40
R04B5.5,98,152,160,79,182
R04B5.6,1,14,14,2,17
R04B5.7,0,0,6,0,0
R04B5.8,0,2,1,9,1
R04B5.9,131,136,224,174,200
R04D3.1,1,2,1,1,1
R04D3.10,0,0,0,2,0
R04D3.12,0,0,0,0,0
R04D3.2,234,188,125,109,284
R04D3.3,1211,538,345,267,986
R04D3.4,222,159,104,174,247
R04D3.6,0,6,7,6,0
R04D3.7,0,0,0,0,1
R04D3.8,0,0,0,1,0
R04D3.9,0,1,2,10,0
R04E5.10,37,57,38,21,32
R04E5.2,53,96,114,92,92
R04E5.7,5,9,7,7,10
R04E5.8,318,734,637,381,415
R04E5.9,47,280,138,53,83
R04F11.1,7,17,30,39,16
R04F11.2,1046,1103,895,885,1275
R04F11.3,1337,1474,1064,788,2253
R04F11.4,14,24,32,20,8
R04F11.5,603,751,584,558,905
R05A10.1,2,21,19,16,5
R05A10.2,63,84,215,398,88
R05A10.3,19,2,15,49,16
R05A10.4,4,15,8,37,5
R05A10.5,0,0,0,2,0
R05A10.6,0,0,0,6,0
R05A10.7,0,2,3,3,0
R05A10.8,0,0,0,1,0
R05C11.1,20,38,49,31,34
R05C11.2,0,16,21,5,0
R05C11.3,409,1350,884,1451,588
R05C11.4,19,65,65,20,30
R05D11.1,20,46,61,45,17
R05D11.3,465,444,366,277,707
R05D11.4,187,352,292,153,231
R05D11.5,557,1060,884,696,892
R05D11.6,574,816,725,549,844
R05D11.7,314,597,535,440,525
R05D11.8,431,452,394,245,389
R05D11.9,230,306,244,145,297
R05D3.11,1051,1531,1363,822,1228
R05D3.12,380,623,492,306,554
R05D3.2,280,343,178,189,285
R05D3.3,78,122,126,106,79
R05D3.4,1361,2328,1932,620,1927
R05D3.5,0,0,1,3,0
R05D3.6,219,175,198,317,177
R05D3.7,450,1257,1221,327,525
R05D3.8,834,1620,1438,896,1429
R05D3.9,222,507,440,541,409
R05D7.1,119,647,654,506,136
R05D7.2,0,6,5,5,0
R05D7.3,5,96,67,40,42
R05D7.4,133,164,126,99,156
R05D7.5,7,37,38,21,20
R05D7.7,283,554,381,310,384
R05D8.10,0,0,8,9,3
R05D8.11,0,0,0,1,0
R05D8.2,0,0,0,10,0
R05D8.3,0,0,4,0,0
R05D8.4,0,0,0,1,0
R05D8.5,0,0,0,0,0
R05D8.6,0,5,0,7,0
R05D8.7,0,3,11,8,17
R05D8.8,218,303,274,307,203
R05D8.9,0,2,4,13,459
R05F9.1,1787,3210,2199,873,2404
R05F9.10,1433,1659,1146,646,1402
R05F9.11,37,42,42,41,59
R05F9.12,3788,3132,4244,5518,3724
R05F9.13,221,16,15,130,24
R05F9.3,0,0,0,0,0
R05F9.5,6,10,16,10,4
R05F9.6,629,351,274,359,629
R05F9.7,0,1,2,4,0
R05F9.8,64,2,0,30,0
R05F9.9,227,329,197,83,359
R05G6.1,11,26,34,79,6
R05G6.10,28,120,116,40,36
R05G6.11,4,0,0,0,0
R05G6.12,0,1,0,3,1
R05G6.4,127,175,114,91,162
R05G6.5,36,40,22,62,42
R05G6.6,8,3,16,18,7
R05G6.7,14797,13473,8482,9426,14782
R05G6.8,157,217,168,152,219
R05G6.9,1,13,18,12,1
R05G9.1,1,1,0,1,0
R05G9.2,16,76,111,77,30
R05G9.3,193,130,68,46,263
R05G9.5,0,0,4,4,4
R05G9R.1,2,7,7,5,6
R05H10.1,7,79,90,84,12
R05H10.2,179,244,195,168,195
R05H10.3,113,137,153,96,167
R05H10.5,74,31,51,13,32
R05H10.6,5,11,59,13,4
R05H10.7,0,0,9,6,6
R05H11.1,26,35,26,3,31
R05H11.2,0,0,3,7,1
R05H5.1,0,0,2,11,0
R05H5.2,0,0,2,1,0
R05H5.3,2994,3054,2113,2534,5307
R05H5.4,294,475,421,516,519
R05H5.5,407,560,459,637,791
R05H5.6,0,0,0,0,0
R05H5.7,7,4,27,10,12
R06A10.1,25,109,43,66,28
R06A10.2,35,68,79,44,49
R06A10.3,2,1,9,2,3
R06A10.4,11,28,37,19,12
R06A10.5,23,89,80,84,53
R06A4.10,3,25,43,18,12
R06A4.2,115,138,130,96,129
R06A4.4,575,711,504,288,690
R06A4.6,16,8,21,8,26
R06A4.7,675,1082,809,706,1077
R06A4.8,801,1329,764,510,861
R06A4.9,482,851,619,396,672
R06B10.1,7,17,11,15,4
R06B10.2,12,24,21,30,25
R06B10.3,434,914,1196,1344,471
R06B10.4,16,28,67,31,10
R06B10.5,71,132,45,52,88
R06B10.7,0,0,0,0,0
R06B9.1,9,134,151,100,24
R06B9.2,1,4,24,25,0
R06B9.3,378,455,354,507,565
R06B9.4,66,146,129,354,101
R06B9.5,11,7,6,3,8
R06B9.6,417,627,308,238,641
R06C1.1,294,583,485,193,381
R06C1.2,114,163,143,59,131
R06C1.3,235,382,172,105,243
R06C1.4,864,1718,1315,1645,1270
R06C1.6,41,847,1282,390,102
R06C7.1,2651,1742,1113,721,2514
R06C7.10,247,168,141,99,124
R06C7.2,27,31,18,6,20
R06C7.3,110,250,158,119,328
R06C7.4,6182,4431,2611,3291,11038
R06C7.5,210,432,396,321,314
R06C7.6,44,64,88,75,93
R06C7.7,212,397,244,167,269
R06C7.8,1246,2583,1329,617,1481
R06C7.9,700,639,608,633,1207
R06F6.1,1188,2065,926,146,1399
R06F6.11,207,392,697,870,473
R06F6.12,180,267,183,226,259
R06F6.2,246,508,393,211,293
R06F6.4,165,252,156,92,255
R06F6.5,296,256,190,83,273
R06F6.6,66,242,339,484,160
R06F6.7,27,112,203,469,126
R06F6.8,414,507,312,169,382
R06F6.9,1076,1311,898,963,1488
R07A4.1,12,15,29,26,11
R07A4.2,9,29,31,7,2
R07A4.3,3,6,0,9,4
R07A4.4,0,4,6,12,4
R07B1.1,0,5,10,0,2
R07B1.10,5932,14142,13988,17086,11576
R07B1.11,22,30,61,49,32
R07B1.12,29,44,47,55,32
R07B1.13,0,7,8,2,0
R07B1.2,11,50,54,78,25
R07B1.3,55,67,64,60,44
R07B1.4,285,517,440,397,327
R07B1.5,0,4,16,2,3
R07B1.6,0,0,0,0,0
R07B1.7,0,5,12,4,2
R07B1.8,0,12,4,11,7
R07B1.9,27,121,68,23,20
R07B5.3,2,54,26,6,14
R07B5.4,0,0,0,0,0
R07B5.5,0,0,0,4,1
R07B5.6,0,1,0,0,0
R07B5.7,1,13,18,24,12
R07B5.9,521,568,384,168,418
R07B7.1,84,153,138,87,117
R07B7.10,98,199,119,200,194
R07B7.11,87,251,77,25,77
R07B7.12,4,23,17,7,3
R07B7.13,7,36,79,33,21
R07B7.14,1,16,18,9,10
R07B7.15,19,53,39,23,32
R07B7.16,9,76,36,30,15
R07B7.2,627,523,457,230,803
R07B7.3,1008,2353,1709,1132,1345
R07B7.4,5,19,7,9,5
R07B7.5,74,209,114,118,75
R07B7.6,126,193,221,253,167
R07B7.8,19,21,30,32,45
R07B7.9,15,44,28,9,27
R07C12.1,18,497,798,539,29
R07C12.2,198,1209,1974,2507,900
R07C12.3,0,5,4,4,7
R07C12.4,2,12,17,21,3
R07C3.1,9,27,12,4,28
R07C3.10,0,19,2,5,5
R07C3.11,183,611,188,37,250
R07C3.12,1,20,15,3,7
R07C3.13,6,10,20,27,15
R07C3.14,9,35,17,13,13
R07C3.15,4,0,0,2,8
R07C3.2,114,182,76,56,186
R07C3.3,0,3,9,9,0
R07C3.4,4,9,9,11,0
R07C3.5,40,205,81,15,55
R07C3.6,46,94,49,29,102
R07C3.7,45,111,70,50,143
R07C3.8,19,64,26,13,37
R07C3.9,5,10,1,5,2
R07D5.1,7,47,20,9,11
R07D5.2,47,384,141,40,58
R07E3.1,228,438,448,344,444
R07E3.2,23,230,134,101,93
R07E3.3,0,46,19,16,4
R07E3.4,56,277,258,332,206
R07E3.5,449,760,586,408,485
R07E3.6,2,27,14,14,12
R07E3.7,23,212,200,71,84
R07E4.1,25,54,38,23,28
R07E4.3,356,727,531,544,575
R07E4.4,13,18,28,21,19
R07E4.5,457,621,413,280,710
R07E4.6,149,235,199,100,139
R07E5.1,987,1341,1321,1024,1667
R07E5.10,396,1129,1315,1168,668
R07E5.11,21,12,19,15,26
R07E5.13,457,317,283,279,386
R07E5.14,811,1287,840,444,1565
R07E5.15,12,1,2,13,0
R07E5.17,7,37,28,51,13
R07E5.2,2748,2808,2410,3520,4143
R07E5.3,380,577,341,206,577
R07E5.4,55,58,53,25,22
R07E5.5,1,3,0,3,0
R07E5.6,9,2,5,16,0
R07E5.7,1463,2044,2221,2357,2013
R07E5.8,690,1064,741,767,1053
R07G3.1,324,577,518,209,311
R07G3.2,103,93,119,75,107
R07G3.3,3710,5940,4725,2644,5163
R07G3.5,1267,1473,1150,1508,1873
R07G3.6,7,7,10,5,3
R07G3.7,48,49,28,24,69
R07G3.8,6,34,56,27,15
R07G3.9,35,154,153,328,91
R07H5.1,600,582,478,407,903
R07H5.10,1,31,44,17,11
R07H5.11,98,149,172,180,137
R07H5.2,1807,2022,1493,792,1873
R07H5.3,594,763,759,474,752
R07H5.4,559,791,1891,3817,752
R07H5.7,3,1,5,4,3
R07H5.8,2103,3983,2839,1202,2710
R07H5.9,32,147,67,53,128
R08A2.1,13,7,9,8,5
R08A2.2,3,0,6,2,0
R08A2.3,5,0,4,5,0
R08A2.4,0,1,0,17,0
R08A2.5,0,22,98,44,4
R08A2.7,2,3,8,3,7
R08A2.9,0,1,9,4,0
R08B4.1,3,4,9,5,4
R08B4.2,23,30,33,11,34
R08B4.3,117,210,120,104,170
R08B4.4,0,3,1,0,0
R08B4.5,14,131,113,31,13
R08C7.1,8,25,15,16,7
R08C7.10,426,496,364,177,606
R08C7.11,0,0,0,2,0
R08C7.12,40,80,42,90,41
R08C7.13,78,174,91,37,120
R08C7.2,1421,3591,2729,2370,2053
R08C7.3,3603,6809,3518,1319,5931
R08C7.4,3,28,6,22,5
R08C7.5,5,4,4,2,0
R08C7.6,0,2,3,0,0
R08C7.7,0,1,2,0,0
R08C7.8,0,10,5,0,1
R08C7.9,10,41,26,14,21
R08D7.1,1049,1670,1634,1790,1875
R08D7.2,428,455,413,626,703
R08D7.3,1926,2925,2729,3678,3021
R08D7.4,973,1206,836,842,2036
R08D7.5,408,819,596,655,893
R08D7.6,309,512,454,123,323
R08D7.7,155,331,321,297,193
R08E3.1,1260,2172,2459,2063,1977
R08E3.2,389,751,696,310,486
R08E3.3,231,715,568,279,359
R08E3.4,124,367,237,53,175
R08E5.1,57,72,46,23,49
R08E5.2,737,845,546,1087,842
R08E5.3,729,1039,397,191,645
R08E5.4,2,3,10,26,0
R08F11.1,71,163,80,73,74
R08F11.2,0,6,10,16,0
R08F11.3,77,221,202,411,37
R08F11.4,6,48,70,157,14
R08F11.5,0,0,5,1,0
R08F11.6,0,3,0,1,3
R08F11.7,1,1,10,0,0
R08H2.1,1,0,4,1,0
R08H2.10,0,0,2,0,0
R08H2.13,0,0,4,2,0
R08H2.2,0,0,0,0,0
R08H2.3,0,7,0,0,0
R08H2.4,0,0,0,9,0
R08H2.5,0,0,0,3,0
R08H2.7,0,1,2,2,0
R08H2.9,0,17,9,3,1
R09A1.1,1329,1312,896,570,1992
R09A1.2,19,23,27,65,27
R09A1.3,150,330,294,446,235
R09A1.5,30,45,36,16,104
R09A8.1,85,61,79,74,76
R09A8.2,66,32,26,9,59
R09A8.3,181,344,391,135,293
R09A8.4,3,3,0,0,3
R09A8.5,5,47,44,17,8
R09A8.9,9,59,34,18,41
R09B3.1,261,245,152,198,404
R09B3.2,835,814,633,813,1021
R09B3.3,8692,11563,9836,11237,13689
R09B3.4,326,601,357,344,553
R09B3.5,1536,3403,2787,2033,2199
R09B5.1,0,2,5,18,0
R09B5.10,0,0,2,0,0
R09B5.11,72,103,131,132,128
R09B5.12,1,5,4,2,2
R09B5.13,22,58,128,564,21
R09B5.2,0,22,44,234,7
R09B5.3,430,1189,844,551,822
R09B5.4,16,67,76,72,7
R09B5.5,1,21,11,8,2
R09B5.6,664,666,760,1453,786
R09B5.7,0,0,4,10,1
R09B5.8,608,1797,1144,1427,1479
R09B5.9,851,1081,1289,2880,874
R09D1.1,0,2,0,3,1
R09D1.10,11,42,60,57,27
R09D1.11,0,2,8,3,8
R09D1.12,4,129,89,12,7
R09D1.13,0,18,4,6,0
R09D1.14,0,7,3,3,0
R09D1.2,1,13,2,6,1
R09D1.3,0,0,2,9,0
R09D1.5,0,269,141,18,14
R09D1.6,3,24,16,9,3
R09D1.7,0,20,16,4,1
R09D1.8,3,25,15,11,3
R09E10.1,8,39,13,36,13
R09E10.10,0,0,0,1,0
R09E10.13,4,69,141,56,7
R09E10.2,7,2,5,12,1
R09E10.3,7,0,1,0,0
R09E10.4,0,0,0,1,0
R09E10.5,21,291,257,27,67
R09E10.6,46,0,4,18,1
R09E10.7,699,1887,902,584,994
R09E10.8,2,0,0,0,0
R09E12.1,0,2,4,3,0
R09E12.2,0,0,4,1,0
R09E12.3,945,909,748,364,834
R09E12.4,0,0,0,0,0
R09E12.8,0,0,0,0,0
R09E12.9,13,14,17,44,305
R09F10.1,209,420,625,700,660
R09F10.2,2,5,7,10,0
R09F10.3,83,216,129,114,111
R09F10.4,132,561,225,70,147
R09F10.5,23,94,106,54,34
R09F10.6,0,0,0,2,0
R09F10.7,2,5,8,10,0
R09F10.8,535,237,177,187,428
R09F10.9,0,6,2,4,0
R09G11.1,15,13,19,6,9
R09G11.2,82,157,125,111,64
R09H10.1,0,2,0,14,1
R09H10.2,1,11,11,7,10
R09H10.3,367,492,565,727,850
R09H10.4,149,318,305,167,167
R09H10.5,1756,798,627,437,1257
R09H10.6,1,0,1,6,2
R09H10.7,28,13,6,28,15
R09H3.2,0,3,12,1,0
R09H3.3,0,21,99,125,8
R102.1,7,17,11,19,14
R102.10,4,4,3,5,1
R102.11,8,37,50,96,62
R102.2,107,136,263,402,193
R102.3,2,0,7,3,0
R102.4,206,330,393,422,437
R102.5,1268,3880,5651,3710,2176
R102.6,10,28,13,7,14
R102.8,1,0,1,12,0
R102.9,0,3,1,0,0
R105.1,56,11,16,46,7
R106.1,7,12,12,52,4
R106.2,6,1,7,13,2
R106.5,58,144,186,61,57
R107.1,39,113,89,33,29
R107.2,127,256,338,297,233
R107.4,414,612,669,295,702
R107.5,294,477,862,409,488
R107.6,432,1062,1243,656,476
R107.7,2722,3358,3430,3311,4995
R107.8,76,279,200,45,126
R107.9,0,0,4,1,0
R10A10.1,0,0,0,0,0
R10A10.2,170,325,209,310,396
R10D12.1,47,80,115,39,112
R10D12.10,0,0,8,6,3
R10D12.11,0,29,13,15,8
R10D12.12,105,113,93,92,166
R10D12.13,508,790,763,884,862
R10D12.14,576,608,372,207,575
R10D12.15,0,4,8,34,4
R10D12.17,0,2,1,1,1
R10D12.2,0,0,0,2,0
R10D12.4,0,1,6,6,0
R10D12.5,0,7,6,6,0
R10D12.6,1,3,4,2,0
R10D12.7,1,1,6,4,3
R10D12.8,32,34,36,34,14
R10D12.9,1002,1861,2714,3542,1181
R10E11.1,1506,3521,3681,2134,2399
R10E11.2,961,1677,1105,394,891
R10E11.3,133,133,89,118,197
R10E11.4,88,108,68,38,201
R10E11.5,24,23,27,45,39
R10E11.6,103,350,201,149,243
R10E11.7,2,16,22,6,2
R10E11.8,118,316,259,56,151
R10E11.9,3,15,26,19,1
R10E12.1,1542,4231,3778,1782,1972
R10E12.2,36,100,49,8,54
R10E4.1,686,2586,2071,620,1011
R10E4.11,437,530,321,84,627
R10E4.2,699,3571,1375,730,970
R10E4.3,12,33,39,14,18
R10E4.4,2089,3564,2430,1333,3022
R10E4.5,147,156,168,211,275
R10E4.6,61,74,68,83,67
R10E4.7,42,31,35,25,45
R10E4.9,398,1302,740,494,898
R10E8.1,33,49,59,14,33
R10E8.2,0,0,0,5,0
R10E8.3,15,32,60,22,42
R10E8.5,0,0,0,0,0
R10E8.6,1,29,14,16,20
R10E8.8,30,84,111,85,41
R10E9.1,172,239,312,102,141
R10E9.2,52,1,9,18,0
R10E9.3,1,13,12,9,8
R10F2.1,64,356,215,118,53
R10F2.4,0,11,5,3,0
R10F2.5,0,1,0,4,1
R10F2.6,9,40,52,66,43
R10H10.1,149,156,195,159,239
R10H10.2,10,15,13,23,16
R10H10.3,1699,1766,2428,2126,2500
R10H10.4,12,23,27,58,16
R10H10.5,9,53,55,14,24
R10H10.6,137,177,152,160,198
R10H10.7,164,141,121,84,187
R10H1.1,66,248,312,321,146
R10H1.2,2,4,10,27,0
R10H1.4,5,62,23,14,29
R10H1.5,5,71,30,4,23
R11.1,435,487,372,665,605
R11.2,7,40,12,0,5
R11.3,4,8,15,7,6
R11.4,96,114,164,48,190
R119.1,156,151,144,74,205
R119.2,22,49,27,13,45
R119.3,201,288,308,240,267
R119.4,13459,25003,25824,15455,20405
R119.5,70,403,191,103,126
R119.6,292,343,293,160,470
R119.7,903,884,548,478,1165
R11A5.1,1298,4283,3618,2286,2925
R11A5.2,1272,2375,3008,1498,1952
R11A5.3,15,45,162,81,24
R11A5.4,13288,15103,14523,13762,12977
R11A5.6,1,3,4,0,1
R11A5.7,6,17,13,15,11
R11A8.1,183,257,339,388,305
R11A8.2,347,530,494,387,598
R11A8.3,4,15,35,5,7
R11A8.4,322,599,464,181,459
R11A8.5,615,677,575,354,757
R11A8.6,493,1645,1407,710,519
R11A8.7,2252,3419,3211,2149,2857
R11A8.8,32,151,282,126,35
R11B5.1,83,210,146,59,111
R11D1.1,574,751,907,882,889
R11D1.10,406,867,872,863,684
R11D1.11,423,1284,1295,1632,818
R11D1.12,2,1,7,6,3
R11D1.13,15,10,17,22,20
R11D1.2,1,9,15,16,2
R11D1.3,3,3,2,4,7
R11D1.4,0,2,0,4,0
R11D1.5,0,0,2,0,0
R11D1.6,0,0,0,11,0
R11D1.7,0,5,18,12,0
R11D1.8,5099,7260,7471,9995,7977
R11D1.9,437,693,691,729,593
R11E3.1,36,54,46,83,32
R11E3.2,56,237,135,73,99
R11E3.4,73,134,82,33,107
R11E3.5,27,123,91,117,58
R11E3.6,211,251,203,81,282
R11E3.7,144,203,224,160,170
R11E3.8,513,392,426,331,492
R11F4.1,235,878,909,230,578
R11F4.2,1,17,64,52,7
R11F4.3,14,38,39,31,23
R11G10.1,59,72,80,86,65
R11G10.2,0,3,5,16,1
R11G10.3,77,84,144,156,140
R11G10.4,4,0,0,2,0
R11G1.1,2,55,103,56,17
R11G11.1,37,212,189,204,94
R11G11.12,13,52,67,86,39
R11G11.13,0,0,0,0,0
R11G11.14,20,9,15,5,9
R11G11.2,33,56,56,49,21
R11G11.3,0,4,6,0,1
R11G11.5,0,0,10,0,0
R11G11.6,0,7,11,0,7
R11G11.7,7,10,15,29,16
R11G11.9,0,0,0,6,1
R11G1.2,46,296,115,52,133
R11G1.3,1,8,18,11,7
R11G1.4,727,4811,3802,779,1248
R11G1.6,28,90,82,27,22
R11G1.7,228,989,380,161,503
R11H6.1,704,561,460,448,580
R11H6.2,172,205,169,89,182
R11H6.3,6,12,28,60,8
R11H6.4,15,74,50,60,20
R11H6.5,451,500,349,400,627
R12A1.2,58,76,108,46,54
R12A1.3,0,5,6,0,2
R12A1.4,347,367,388,466,597
R12B2.1,495,1450,1555,1128,818
R12B2.2,153,256,163,175,217
R12B2.3,11,25,19,47,8
R12B2.4,381,556,282,218,428
R12B2.5,428,579,483,470,547
R12B2.6,2,4,2,14,2
R12B2.7,5,34,43,64,16
R12B2.8,0,1,10,3,0
R12C12.1,439,276,278,264,479
R12C12.10,0,2,6,0,3
R12C12.2,502,694,441,343,768
R12C12.3,11,29,33,30,6
R12C12.4,0,2,0,0,0
R12C12.5,132,230,187,204,305
R12C12.6,268,394,370,307,445
R12C12.7,436,742,668,632,980
R12C12.8,100,171,88,51,112
R12C12.9,207,222,196,147,278
R12E2.1,229,341,418,352,283
R12E2.10,2012,1579,1106,1336,3132
R12E2.11,239,698,493,541,522
R12E2.12,43,71,37,43,56
R12E2.13,564,1612,1387,905,849
R12E2.14,12,36,37,24,3
R12E2.15,21,6,5,12,2
R12E2.2,427,411,444,230,435
R12E2.3,2187,2525,2280,2219,3098
R12E2.4,228,665,469,248,358
R12E2.5,33,66,81,14,38
R12E2.6,1,0,5,1,0
R12E2.7,3,25,32,15,13
R12E2.8,3,24,14,9,11
R12E2.9,43,103,98,51,51
R12G8.1,0,0,7,35,0
R12G8.2,2,0,5,11,1
R12H7.1,1,17,15,13,10
R12H7.2,3964,9243,8335,8865,7293
R12H7.3,239,1292,580,112,354
R12H7.4,2,3,7,5,1
R12H7.5,292,1499,1180,713,614
R13.2,2,7,13,12,4
R13.3,62,50,103,88,98
R13.4,408,720,682,258,296
R134.1,1,4,0,5,0
R134.2,0,3,14,12,1
R13A1.1,0,1,16,5,0
R13A1.10,6,16,23,27,15
R13A1.2,462,599,490,439,523
R13A1.3,24,60,41,99,15
R13A1.4,1,10,4,7,0
R13A1.5,11,6,19,20,10
R13A1.7,8,6,7,0,7
R13A1.8,6,6,25,18,8
R13A1.9,0,1,0,4,0
R13A5.1,480,634,449,213,570
R13A5.10,32,242,206,85,40
R13A5.11,8,29,25,6,1
R13A5.12,2582,13859,16083,10201,5793
R13A5.15,34,141,189,235,56
R13A5.3,458,1913,1699,3042,694
R13A5.4,0,3,6,2,0
R13A5.5,126,492,215,274,219
R13A5.6,182,333,390,725,283
R13A5.7,146,97,69,33,171
R13A5.8,25778,37431,42318,52106,40257
R13A5.9,15,234,232,111,96
R13D11.1,0,0,1,7,0
R13D11.10,0,1,2,8,0
R13D11.11,0,1,2,0,0
R13D11.3,0,3,3,0,0
R13D11.4,21,20,25,44,17
R13D11.6,0,0,5,3,0
R13D11.8,5,5,10,6,4
R13D11.9,0,0,0,14,0
R13D7.1,3,0,7,6,2
R13D7.10,0,0,9,2,0
R13D7.11,1,0,1,1,0
R13D7.2,51,41,71,71,55
R13D7.3,0,0,0,1,0
R13D7.4,0,2,4,0,0
R13D7.6,0,0,5,0,0
R13D7.7,31,25,21,49,27
R13F6.1,835,975,573,699,1435
R13F6.10,444,440,283,175,393
R13F6.2,0,1,12,12,0
R13F6.3,16,9,26,29,10
R13F6.4,606,1974,1267,440,954
R13F6.5,6,26,23,5,7
R13F6.6,29,173,78,60,24
R13F6.8,13,1,4,8,0
R13F6.9,69,156,130,133,102
R13G10.1,639,2229,2021,987,947
R13G10.2,86,121,103,42,97
R13G10.4,1,2,18,18,0
R13H4.1,18,83,65,34,24
R13H4.2,956,489,630,657,765
R13H4.3,23,70,120,45,21
R13H4.4,571,940,505,185,580
R13H4.5,26,103,165,145,45
R13H4.6,1,0,1,8,1
R13H4.7,2,23,5,4,1
R13H4.8,0,3,4,1,0
R13H7.1,0,0,2,5,2
R13H7.2,4,0,13,0,0
R13H8.1,270,419,296,153,241
R13H9.1,9,1,4,19,0
R13H9.2,205,0,2,99,0
R13H9.4,282,3,3,140,2
R13H9.5,3,0,2,8,0
R13H9.6,14,0,2,27,0
R144.1,7,50,19,22,23
R144.10,45,34,33,14,53
R144.11,43,63,83,61,60
R144.12,125,325,247,158,202
R144.13,201,408,331,273,331
R144.19,1,0,0,0,0
R144.2,560,985,925,533,745
R144.3,239,415,449,459,485
R144.4,1076,1427,1145,814,1735
R144.5,619,797,723,828,783
R144.6,384,509,473,427,619
R144.7,3383,3323,2245,2156,3626
R144.9,316,514,620,488,723
R148.1,8,30,32,16,9
R148.2,67,100,81,44,106
R148.3,832,1484,969,1190,1195
R148.4,120,83,75,60,118
R148.5,185,559,274,149,246
R148.6,2326,5476,6908,7225,6215
R148.7,12,3,15,26,7
R151.1,2,18,28,27,11
R151.10,119,235,135,93,190
R151.2,1222,1076,750,197,1176
R151.3,11333,15629,16224,16438,14389
R151.4,8,82,72,32,26
R151.5,268,775,620,315,452
R151.6,266,453,274,199,275
R151.7,1044,1954,1193,836,1122
R151.8,602,826,536,293,662
R151.9,901,2418,1701,1382,1500
R153.1,136,120,136,53,79
R155.1,367,896,795,637,512
R155.2,17,15,16,35,1
R155.3,4,4,3,8,0
R155.4,0,2,22,11,4
R155.5,0,0,0,2,0
R160.1,63,101,78,56,51
R160.10,3,2,24,21,14
R160.2,0,1,1,5,3
R160.3,9,38,16,18,15
R160.4,0,3,19,0,2
R160.5,4,1,0,7,1
R160.6,0,0,0,4,0
R160.7,39,67,45,44,43
R166.1,61,49,50,31,40
R166.2,213,340,335,144,263
R166.3,82,219,214,81,105
R166.4,408,689,662,378,471
R166.5,476,1603,1577,634,686
R17.1,35,172,105,27,101
R17.2,209,279,273,236,323
R17.3,28,81,65,26,23
R173.1,166,135,127,145,202
R173.3,2,4,4,9,4
R173.4,2,23,28,29,12
R186.1,19,85,32,31,33
R186.2,21,45,47,64,34
R186.3,306,362,264,167,459
R186.4,16,33,17,47,19
R186.5,4,6,8,3,3
R186.6,10,31,24,90,36
R186.7,599,804,603,269,702
R186.8,790,1102,718,1410,1070
R193.1,0,0,1,0,0
R193.2,123,109,111,93,241
R193.3,0,2,4,9,0
R31.1,2298,12581,6157,1604,3116
R31.2,599,498,466,498,687
R31.3,4,53,72,133,40
R52.1,65,52,44,6,108
R52.3,24,48,57,15,28
R52.4,0,0,0,0,0
R52.5,0,0,0,0,0
R52.6,3,13,13,4,2
R52.7,5,43,38,9,13
R52.9,68,218,131,78,78
R53.1,824,1313,1023,1456,1615
R53.2,110,99,38,36,88
R53.3,14,36,33,40,13
R53.4,5794,8439,5951,4284,6784
R53.5,642,694,669,1191,961
R53.6,1069,1249,1041,1820,2279
R53.7,683,1047,814,1021,1390
R53.8,8,5,5,2,2
R57.1,204,260,315,283,254
R57.2,6,8,20,21,9
R74.1,1585,4600,4996,2572,2078
R74.10,5,13,30,39,12
R74.2,24,6,25,10,18
R74.3,1710,3803,5118,2551,2105
R74.4,476,870,876,262,622
R74.5,529,839,689,470,776
R74.6,293,793,818,555,427
R74.7,94,142,138,97,114
R74.8,1190,1267,993,1315,2006
R90.1,117,636,461,206,182
R90.2,44,43,76,80,59
R90.3,7,9,25,12,4
R90.4,52,114,251,356,72
R90.5,0,0,0,7,0
SSSD1.1,10,139,100,16,21
T01A4.1,219,328,350,262,234
T01B10.1,17,26,18,16,28
T01B10.2,53,64,83,113,203
