transcript_stable_ID,Count...1,Count...2,Count...3,Count...4,Count...5
T01B10.4,115,185,144,94,109
T01B10.5,1,44,32,6,18
T01B11.1,0,5,25,15,0
T01B11.2,87,112,73,87,122
T01B11.3,569,537,594,807,945
T01B11.4,7,0,0,19,0
T01B11.7,22,127,114,60,61
T01B4.1,5,7,18,8,2
T01B4.2,33,21,18,15,22
T01B4.3,12,33,68,34,29
T01B6.1,26,150,163,27,41
T01B6.3,49,81,78,15,33
T01B6.4,0,1,1,0,1
T01B7.13,3,3,0,17,3
T01B7.3,167,262,272,161,263
T01B7.4,639,817,692,778,948
T01B7.5,753,1413,1181,696,1175
T01B7.6,967,868,591,224,1219
T01B7.7,10,4,14,0,0
T01B7.8,0,4,22,4,6
T01B7.9,7,40,20,19,9
T01C1.2,11,5,32,27,16
T01C1.4,12,17,18,51,23
T01C2.1,30,85,47,85,40
T01C3.1,87,114,84,60,147
T01C3.10,3,9,18,9,13
T01C3.11,10,26,53,30,18
T01C3.2,1249,1682,1444,2085,2339
T01C3.3,665,661,343,490,1147
T01C3.4,2,9,9,0,9
T01C3.5,4,0,0,4,0
T01C3.6,6316,9644,10949,12621,9317
T01C3.7,6107,8412,8281,12799,9038
T01C3.8,136,198,168,95,243
T01C3.9,597,712,537,635,1427
T01C4.1,0,15,11,2,3
T01C4.2,11,18,8,5,11
T01C4.3,0,1,1,0,0
T01C4.4,0,0,0,6,0
T01C4.5,0,1,1,4,1
T01C4.6,0,0,4,0,0
T01C4.8,0,0,6,2,0
T01C8.1,142,346,337,82,143
T01C8.2,131,190,228,294,101
T01C8.3,1,3,4,7,0
T01C8.4,3,2,2,9,3
T01C8.5,354,797,1014,255,405
T01C8.7,2,10,26,33,5
T01D1.2,2225,3025,2742,2077,3546
T01D1.3,39,58,64,68,47
T01D1.4,38,204,203,45,79
T01D1.5,0,5,2,2,0
T01D1.6,3,17,28,35,7
T01D1.7,0,0,2,1,0
T01D1.8,8,60,30,14,15
T01D3.1,27,328,244,151,58
T01D3.2,4,40,34,0,6
T01D3.3,23,254,187,64,44
T01D3.4,101,149,135,211,154
T01D3.5,197,202,146,86,230
T01D3.6,1031,757,842,544,1013
T01E8.1,85,196,195,164,118
T01E8.2,19,37,15,3,81
T01E8.3,101,313,157,59,89
T01E8.4,369,331,215,187,525
T01E8.5,1839,3582,2499,779,2191
T01E8.6,123,178,109,159,232
T01E8.7,1,1,5,3,1
T01E8.8,9,26,17,9,15
T01E8.9,9,0,2,5,0
T01G1.1,881,1518,1511,939,1082
T01G1.2,4,49,25,11,16
T01G1.3,1259,2004,1100,421,1362
T01G1.4,132,508,554,152,243
T01G5.1,86,361,216,47,40
T01G5.2,6,15,38,66,21
T01G5.3,0,0,3,6,0
T01G5.4,0,0,3,10,0
T01G5.5,0,5,6,7,5
T01G5.6,4,2,2,4,4
T01G5.7,40,19,22,5,54
T01G5.8,39,164,74,44,84
T01G6.1,1,1,5,2,1
T01G6.10,0,4,7,0,0
T01G6.2,93,322,392,260,177
T01G6.3,0,0,2,8,0
T01G6.4,12,13,20,27,22
T01G6.5,20,27,61,37,30
T01G6.6,20,69,107,66,45
T01G6.7,82,72,44,28,93
T01G6.8,10,45,33,44,21
T01G6.9,0,0,0,2,0
T01G9.2,437,917,611,247,498
T01G9.3,73,1770,1684,802,241
T01G9.4,359,503,371,321,463
T01G9.5,827,1025,678,427,1202
T01G9.6,1019,2520,1642,574,1561
T01H10.1,1,1,19,13,2
T01H10.2,0,4,9,13,0
T01H10.3,0,0,0,6,0
T01H10.5,0,4,3,7,0
T01H10.6,0,3,0,7,0
T01H10.7,2,0,6,2,0
T01H10.8,72,232,175,78,171
T01H3.1,822,1262,1051,559,985
T01H3.2,245,485,404,362,358
T01H3.3,705,1274,1062,454,876
T01H3.4,952,638,406,289,962
T01H3.5,6,22,4,6,10
T01H8.1,2040,1527,1094,576,2340
T01H8.2,43,104,81,94,127
T01H8.5,477,861,741,377,529
T02B11.1,0,2,2,4,1
T02B11.3,512,754,1336,1760,799
T02B11.4,63,84,134,167,143
T02B11.5,0,0,10,11,1
T02B11.6,9,48,37,68,12
T02B11.7,13,25,48,28,14
T02B11.8,71,75,137,108,83
T02B11.9,2,0,0,0,0
T02B5.1,22,34,46,67,44
T02B5.2,0,0,0,0,0
T02B5.3,26,59,41,21,51
T02B5.4,0,0,0,6,0
T02C1.1,33,87,46,4,38
T02C1.2,9,42,37,41,28
T02C12.1,293,609,715,288,256
T02C12.2,112,187,176,100,150
T02C12.3,757,989,750,322,974
T02C12.5,16,51,58,57,39
T02C5.1,1985,4512,5231,2707,2592
T02C5.3,857,3128,1645,361,1254
T02C5.5,113,564,473,327,234
T02D1.3,0,0,0,4,0
T02D1.4,0,2,6,2,1
T02D1.5,84,334,537,451,256
T02D1.6,3,22,59,28,21
T02D1.7,4,0,0,0,0
T02D1.8,140,168,148,187,163
T02D1.9,0,0,0,0,0
T02E1.1,9,5,3,4,1
T02E1.2,227,281,188,136,240
T02E1.3,669,480,338,200,849
T02E1.5,607,777,994,1063,1195
T02E1.6,6,0,0,9,0
T02E1.7,3,0,2,3,0
T02E1.8,3,47,41,18,6
T02E9.1,2,6,18,40,5
T02E9.2,4,3,5,4,0
T02E9.3,8,38,43,21,19
T02E9.5,350,2297,1019,140,642
T02E9.6,5,13,11,3,2
T02G5.11,234,177,108,55,311
T02G5.12,131,95,47,71,124
T02G5.13,408,400,318,197,554
T02G5.14,7,62,41,1,15
T02G5.15,1,33,28,7,14
T02G5.3,58,130,165,40,47
T02G5.4,131,214,97,42,124
T02G5.6,4,6,2,17,13
T02G5.7,2195,1784,1266,1724,1942
T02G5.8,756,435,250,217,424
T02G5.9,2231,2853,1886,1551,2393
T02G6.1,6,7,5,13,3
T02G6.11,1,0,2,2,3
T02G6.2,4,30,19,9,10
T02G6.3,4,16,24,9,14
T02G6.4,0,6,5,10,2
T02G6.5,195,294,200,288,507
T02G6.6,0,0,1,0,0
T02G6.7,0,4,11,2,0
T02H6.1,217,379,310,255,306
T02H6.10,0,0,4,0,0
T02H6.11,2261,2445,1769,1582,2116
T02H6.2,152,163,125,91,164
T02H6.3,1,3,5,3,0
T02H6.4,0,4,6,0,0
T02H6.5,9,33,1,5,4
T02H6.6,1,4,5,1,4
T02H6.7,9,10,0,5,2
T02H6.8,0,2,0,1,1
T02H6.9,10,47,15,16,42
T03D3.1,119,198,84,51,117
T03D3.11,0,0,2,2,0
T03D3.12,2,2,0,0,4
T03D3.14,0,1,0,2,1
T03D3.2,0,0,0,0,0
T03D3.3,0,6,9,9,0
T03D3.4,0,0,1,0,0
T03D3.5,9,23,34,19,18
T03D3.6,0,0,0,0,0
T03D8.1,557,583,555,231,859
T03D8.2,165,241,200,208,209
T03D8.3,75,159,188,100,85
T03D8.4,30,278,358,329,45
T03D8.5,18,120,102,104,36
T03D8.6,33,218,205,104,60
T03D8.7,24,97,77,108,64
T03E6.1,0,2,4,4,0
T03E6.2,0,2,0,0,0
T03E6.3,5,13,11,35,12
T03E6.4,0,3,9,4,0
T03E6.5,0,1,31,6,4
T03E6.6,0,2,8,7,3
T03E6.7,3786,3748,3696,1633,3950
T03E6.8,48,80,82,43,110
T03E6.9,12,18,47,20,19
T03F1.1,411,421,385,281,458
T03F1.10,7,0,10,1,0
T03F1.11,49,55,93,118,65
T03F1.12,108,173,166,222,280
T03F1.2,28,48,55,30,38
T03F1.3,488,383,252,297,470
T03F1.5,30,3,1,40,2
T03F1.6,116,370,368,107,129
T03F1.7,181,235,209,222,221
T03F1.8,148,241,113,45,194
T03F1.9,2679,4253,2279,1821,3939
T03F6.1,473,593,420,508,439
T03F6.10,90,131,84,73,86
T03F6.2,692,1138,884,672,1025
T03F6.3,241,316,326,344,393
T03F6.4,14,26,44,20,13
T03F6.5,198,224,161,182,167
T03F6.6,21,5,1,21,1
T03F6.7,0,0,8,5,0
T03F6.9,7,24,21,46,15
T03F7.1,4,40,45,19,15
T03F7.2,0,2,2,2,0
T03F7.3,1,4,0,13,0
T03F7.4,0,1,2,0,6
T03F7.5,0,1,13,5,0
T03F7.6,0,3,0,8,2
T03F7.7,166,713,566,505,250
T03G11.1,125,713,350,97,147
T03G11.10,38,177,147,134,81
T03G11.2,0,3,3,2,3
T03G11.3,2,19,51,51,4
T03G11.4,162,449,263,86,245
T03G11.6,340,394,205,124,424
T03G11.8,92,371,340,351,203
T03G11.9,0,13,20,1,17
T03G6.1,9,291,274,131,35
T03G6.2,20,80,89,33,32
T03G6.3,220,238,198,35,150
T04A11.1,14,25,43,115,25
T04A11.10,0,0,4,7,1
T04A11.12,0,2,4,18,1
T04A11.2,69,143,41,106,49
T04A11.3,237,456,302,150,324
T04A11.4,14,25,43,115,25
T04A11.5,69,143,41,106,49
T04A11.6,1642,1627,1257,899,2458
T04A11.7,45,255,56,18,31
T04A11.8,0,0,3,2,0
T04A11.9,0,0,2,1,0
T04A6.1,86,129,247,293,67
T04A6.2,2,24,22,7,3
T04A6.3,1,0,9,5,4
T04A6.4,0,0,0,1,0
T04A6.5,125,437,716,476,217
T04A8.1,0,2,1,1,0
T04A8.10,381,648,694,389,619
T04A8.11,547,745,689,618,735
T04A8.12,308,367,319,186,420
T04A8.13,24,18,16,73,17
T04A8.14,2795,5564,5461,1785,4188
T04A8.15,634,720,712,842,1092
T04A8.16,194,307,246,148,335
T04A8.18,12,19,30,46,20
T04A8.2,0,0,2,0,1
T04A8.4,24,96,197,282,73
T04A8.5,34,56,71,83,55
T04A8.6,872,1146,805,839,1350
T04A8.7,302,222,156,130,316
T04A8.8,1043,1163,907,595,1593
T04A8.9,200,200,211,148,297
T04B2.2,2,10,8,3,0
T04B2.3,78,159,284,131,56
T04B2.4,0,0,0,4,0
T04B2.5,75,256,237,106,153
T04B2.6,43,57,107,74,48
T04B2.7,7,2,9,30,2
T04B2.8,2,1,0,2,0
T04B8.1,1,22,18,6,0
T04B8.2,23,103,72,49,48
T04B8.3,155,213,119,47,196
T04B8.5,98,334,165,74,140
T04C10.1,489,1837,1304,541,569
T04C10.2,258,424,347,195,233
T04C10.3,0,2,2,1,0
T04C10.4,472,811,480,217,447
T04C12.1,2,19,14,8,4
T04C12.11,75,125,157,117,141
T04C12.2,0,7,6,7,3
T04C12.3,15,35,81,127,29
T04C12.4,30232,26290,18066,8909,20829
T04C12.5,8268,7854,5750,3559,7253
T04C12.6,28248,23746,16288,8049,19071
T04C12.7,13,29,77,60,11
T04C12.8,7,65,40,73,50
T04C12.9,0,4,1,2,0
T04C4.1,446,781,832,431,528
T04C9.1,445,633,427,205,511
T04C9.2,0,3,4,1,3
T04C9.3,0,0,1,0,0
T04C9.4,161,671,503,298,251
T04C9.6,87,591,550,269,167
T04D1.2,40,121,113,60,58
T04D1.3,2504,4358,3951,2031,3607
T04D1.4,1745,6135,4083,2284,2551
T04D3.1,168,141,115,52,213
T04D3.2,43,12,9,13,50
T04D3.3,21,28,24,15,22
T04D3.4,19,35,27,15,17
T04D3.5,589,861,416,293,818
T04D3.8,150,209,213,243,188
T04F3.1,1239,3844,2111,657,1410
T04F3.2,5,14,5,10,9
T04F3.3,3,0,1,5,0
T04F3.4,39,56,72,63,60
T04F3.5,0,0,1,6,1
T04F8.1,95,120,70,31,76
T04F8.2,102,213,167,39,129
T04F8.3,6,20,13,25,14
T04F8.4,0,102,41,1,18
T04F8.6,51,206,152,41,66
T04F8.7,85,109,159,118,80
T04F8.8,515,655,704,897,809
T04F8.9,1,33,29,8,6
T04G9.1,258,214,200,80,237
T04G9.2,1,9,17,0,0
T04G9.3,349,562,339,233,340
T04G9.4,123,379,208,196,224
T04G9.5,955,820,528,401,803
T04G9.6,0,0,6,6,0
T04G9.7,1271,2529,3445,2982,3442
T04H1.2,2307,3424,2960,1227,2456
T04H1.3,7,8,16,12,1
T04H1.4,722,1435,1400,431,1048
T04H1.5,208,468,523,585,535
T04H1.6,4,19,118,61,18
T04H1.7,13,56,69,57,14
T04H1.8,1,12,43,15,4
T04H1.9,17,683,2412,706,69
T05A10.1,916,2474,2379,1347,1096
T05A10.2,1,8,12,9,4
T05A10.3,40,80,68,44,37
T05A10.5,36,33,43,29,14
T05A10.6,17,26,57,62,24
T05A1.1,7,13,7,8,5
T05A1.2,24662,25718,25727,32949,25824
T05A12.1,0,2,0,8,0
T05A12.2,158,211,217,192,244
T05A12.3,162,470,436,257,228
T05A12.4,559,892,648,314,802
T05A1.3,40,53,88,83,52
T05A1.5,5,3,1,6,0
T05A6.1,22,148,100,46,28
T05A6.2,308,421,304,236,333
T05A6.4,1,7,13,18,4
T05A6.6,0,1,0,0,0
T05A7.1,376,563,636,581,591
T05A7.10,0,0,5,3,0
T05A7.11,41,211,137,19,37
T05A7.2,20,99,18,3,32
T05A7.3,16,68,17,23,11
T05A7.4,920,3657,1477,572,1505
T05A7.5,20,20,22,15,33
T05A7.6,8,6,6,16,3
T05A7.7,5,11,12,4,10
T05A7.8,1,0,3,11,0
T05A7.9,0,0,0,0,0
T05A8.1,1,54,50,8,3
T05A8.2,0,29,35,15,5
T05A8.3,162,394,414,237,277
T05A8.4,42,216,150,83,34
T05A8.5,0,3,4,13,5
T05A8.6,0,0,0,1,3
T05A8.7,0,3,0,2,1
T05A8.8,0,0,11,2,12
T05B11.1,138,359,193,137,123
T05B11.2,0,6,1,4,0
T05B11.3,741,1340,931,288,989
T05B11.4,14,15,19,9,19
T05B11.6,2,11,8,10,3
T05B11.7,2,49,41,34,9
T05B4.1,6,21,35,14,11
T05B4.10,0,0,5,0,0
T05B4.11,0,13,13,2,0
T05B4.12,0,0,2,1,0
T05B4.13,1,2,8,0,0
T05B4.14,2,0,0,0,0
T05B4.2,25,69,30,51,36
T05B4.3,53,38,68,44,6
T05B4.4,0,5,1,0,4
T05B4.5,0,0,0,0,0
T05B4.6,0,0,3,1,0
T05B4.7,0,0,0,0,0
T05B4.8,0,1,2,0,0
T05B4.9,0,0,0,2,0
T05B9.1,1271,1209,852,604,1786
T05B9.2,0,2,0,1,3
T05C1.1,3,29,46,41,9
T05C1.2,1,4,3,17,5
T05C12.1,3,7,10,16,2
T05C12.10,14,165,138,109,27
T05C12.11,5,18,47,53,8
T05C12.15,56,107,166,283,89
T05C12.2,6,33,31,10,11
T05C12.3,11,2,3,5,2
T05C12.4,0,9,10,11,2
T05C12.5,4,14,20,17,29
T05C12.6,837,773,600,347,1173
T05C12.7,1697,3048,2315,1105,1705
T05C12.8,7,19,27,35,10
T05C12.9,0,0,4,4,0
T05C1.3,0,0,0,6,1
T05C1.4,204,513,414,258,218
T05C1.5,3,2,10,16,2
T05C3.2,5,14,33,38,11
T05C3.4,8,13,35,29,10
T05C3.5,1126,1957,1441,572,1313
T05C3.6,48,54,37,34,115
T05C3.7,0,4,5,0,7
T05C3.8,2,8,12,28,20
T05D4.1,546,936,808,494,807
T05D4.2,86,144,76,35,129
T05D4.3,17,49,42,28,42
T05D4.4,188,586,555,712,220
T05D4.5,17,8,13,18,15
T05E11.1,10618,16278,17356,18952,14364
T05E11.2,11,38,26,8,24
T05E11.3,3025,10475,8185,2702,4185
T05E11.4,109,144,113,140,191
T05E11.5,309,442,237,111,196
T05E11.6,46,54,43,36,66
T05E11.8,16,27,19,15,22
T05E12.1,0,1,5,15,0
T05E12.2,0,0,0,1,1
T05E12.3,153,878,1993,3517,643
T05E12.4,0,2,2,4,0
T05E12.6,1821,866,783,530,1197
T05E12.7,165,102,69,55,136
T05E12.8,2,0,7,0,1
T05E12.9,0,1,4,5,0
T05E7.1,64,73,64,59,88
T05E7.2,0,5,2,2,0
T05E7.3,597,832,586,385,854
T05E7.4,21,82,144,164,34
T05E7.5,30,28,13,6,40
T05E8.1,1,8,7,9,1
T05E8.2,3,4,3,3,3
T05E8.3,511,840,776,374,811
T05F1.1,440,432,287,285,527
T05F1.10,48,106,87,104,52
T05F1.11,17,70,67,20,47
T05F1.13,35,60,35,45,41
T05F1.15,0,2,4,1,0
T05F1.2,2230,1311,996,939,3184
T05F1.3,7499,9730,10329,10209,10168
T05F1.4,153,309,164,148,253
T05F1.5,10,1,11,35,3
T05F1.6,1645,2328,1626,1049,2318
T05F1.7,0,11,33,7,3
T05F1.8,24,11,30,71,3
T05F1.9,19,230,265,503,57
T05G11.1,69,30,23,12,85
T05G11.2,0,0,0,0,0
T05G11.3,0,0,0,2,0
T05G11.6,0,5,7,4,0
T05G11.7,0,0,0,6,0
T05G5.1,212,937,778,465,418
T05G5.10,2201,2062,1863,3029,3100
T05G5.11,0,8,8,1,0
T05G5.12,6,247,1029,1738,22
T05G5.2,6,49,71,49,6
T05G5.3,1344,1905,1078,799,1981
T05G5.4,44,77,56,65,117
T05G5.5,216,323,313,291,398
T05G5.6,3108,1802,1263,1167,2350
T05G5.7,3457,2306,1464,1453,4009
T05G5.8,195,294,240,198,279
T05G5.9,916,1034,1013,661,1707
T05H10.1,1113,1045,889,524,1067
T05H10.2,258,380,230,138,364
T05H10.3,6,84,23,10,49
T05H10.4,465,596,233,81,541
T05H10.5,630,439,368,256,654
T05H10.6,1794,1418,1204,864,2143
T05H10.7,999,1705,1174,667,1095
T05H10.8,7,4,6,15,3
T05H4.1,109,131,83,72,80
T05H4.10,427,1083,683,554,768
T05H4.11,137,401,136,89,222
T05H4.12,1013,1300,901,763,1236
T05H4.13,1503,3030,3323,2900,2165
T05H4.14,604,931,763,766,1051
T05H4.15,15,296,281,230,86
T05H4.2,3,0,10,3,0
T05H4.3,2,5,3,3,0
T05H4.4,13,16,29,34,33
T05H4.5,508,603,531,553,893
T05H4.6,1291,1601,1361,740,1423
T05H4.7,3,11,21,6,0
T06A10.1,940,1945,2061,1716,1260
T06A10.106,2,3,0,0,0
T06A10.2,1,6,3,1,3
T06A10.3,325,592,527,760,656
T06A10.4,404,440,403,428,604
T06A1.1,3,11,9,3,1
T06A1.2,0,0,0,0,0
T06A1.4,3,24,21,40,7
T06A1.5,139,446,530,339,224
T06A1.7,0,0,0,0,0
T06A4.1,0,6,13,4,3
T06A4.2,15,21,9,23,0
T06A4.3,6,30,41,14,22
T06C10.2,0,11,4,4,0
T06C10.3,6,7,16,29,0
T06C10.4,43,170,131,95,60
T06C10.6,4,0,0,1,0
T06C12.1,0,3,1,0,0
T06C12.10,33,100,47,69,40
T06C12.11,2,0,0,6,0
T06C12.12,0,7,1,1,0
T06C12.13,7,38,30,40,15
T06C12.14,0,0,14,0,0
T06C12.2,0,8,7,9,10
T06C12.3,0,0,0,2,0
T06C12.4,21,59,53,51,54
T06C12.6,21,69,119,67,46
T06C12.7,182,1269,1271,571,374
T06C12.8,6,28,14,18,3
T06C12.9,2,18,5,4,0
T06D10.1,16,21,20,3,9
T06D10.2,967,1984,1346,883,2072
T06D10.3,1,2,1,7,2
T06D4.1,284,172,107,93,449
T06D4.2,0,1,23,17,1
T06D4.3,0,0,0,1,0
T06D4.4,3,2,5,11,1
T06D4.6,1,0,4,1,2
T06D8.1,1648,2302,3941,3630,850
T06D8.10,3,30,38,37,22
T06D8.2,98,230,263,240,156
T06D8.3,3,107,76,9,12
T06D8.5,328,543,524,395,413
T06D8.6,281,314,207,127,304
T06D8.7,188,325,206,209,370
T06D8.8,1035,876,604,478,1042
T06D8.9,339,448,440,540,554
T06E4.1,1122,1273,817,718,1538
T06E4.10,0,0,0,4,1
T06E4.11,0,6,24,4,0
T06E4.12,0,0,3,3,0
T06E4.14,1,30,35,1,0
T06E4.3,443,505,530,231,357
T06E4.4,13,8,7,6,1
T06E4.5,2,5,8,0,0
T06E4.6,4,10,4,2,2
T06E4.7,0,0,3,0,0
T06E4.8,0,5,8,1,0
T06E4.9,0,0,0,0,1
T06E6.1,426,1326,1041,581,691
T06E6.10,15,40,52,87,34
T06E6.11,0,0,0,3,0
T06E6.13,0,1,8,9,12
T06E6.15,6,23,21,4,6
T06E6.2,4302,4449,2109,1251,5496
T06E6.3,64,416,358,188,113
T06E6.4,3,6,2,9,2
T06E6.5,31,386,256,85,76
T06E6.6,0,0,0,0,0
T06E6.7,0,2,0,13,3
T06E6.8,0,1,0,1,0
T06E6.9,0,0,0,0,0
T06E8.1,153,171,148,91,206
T06E8.2,0,0,7,6,0
T06F4.1,5,16,23,5,9
T06F4.2,12,15,14,28,11
T06F4.3,1,0,0,0,0
T06G6.1,0,4,7,5,0
T06G6.12,1,44,51,41,17
T06G6.2,0,0,11,2,0
T06G6.3,2,7,50,19,0
T06G6.4,7,16,39,50,9
T06G6.5,0,5,2,0,0
T06G6.6,0,2,23,2,0
T06G6.7,0,0,0,6,0
T06G6.8,0,0,8,5,0
T06G6.9,253,420,280,169,355
T06H11.1,11,25,18,19,12
T06H11.2,0,1,0,0,0
T06H11.4,148,370,253,166,222
T06H11.5,2,2,8,7,1
T07A5.1,15,310,196,81,46
T07A5.2,191,238,119,48,179
T07A5.3,35,38,54,72,51
T07A5.4,0,1,8,3,1
T07A5.5,25,56,48,33,47
T07A5.6,377,531,471,407,625
T07A5.7,9,284,153,119,33
T07A9.1,32,51,44,21,28
T07A9.10,344,687,562,322,625
T07A9.11,23788,38927,46249,67097,44657
T07A9.12,111,326,290,320,209
T07A9.13,152,264,154,141,315
T07A9.14,159,256,292,263,271
T07A9.15,108,143,113,118,114
T07A9.2,126,219,231,106,172
T07A9.3,204,514,491,198,204
T07A9.5,165,219,210,122,247
T07A9.6,2314,1802,1204,672,2797
T07A9.7,13,112,46,21,37
T07A9.8,75,124,175,109,109
T07A9.9,2475,12116,13332,4000,4185
T07C12.1,0,3,2,8,0
T07C12.10,0,0,0,5,0
T07C12.11,15,27,15,42,46
T07C12.12,195,243,139,133,274
T07C12.13,0,3,5,6,0
T07C12.14,395,550,373,301,680
T07C12.15,0,6,14,0,2
T07C12.6,0,0,0,5,0
T07C12.7,229,365,401,246,331
T07C12.8,6,22,56,56,14
T07C12.9,50,82,96,20,92
T07C4.1,703,1147,835,969,1360
T07C4.10,301,675,438,288,425
T07C4.11,29,87,63,35,36
T07C4.12,387,432,602,626,849
T07C4.2,175,250,92,67,285
T07C4.3,654,484,375,300,826
T07C4.4,1172,1071,1786,3933,1760
T07C4.5,7460,14888,15872,17668,9778
T07C4.6,147,88,84,74,163
T07C4.7,613,796,380,447,601
T07C4.8,951,1477,1237,478,1432
T07C4.9,365,1862,1638,1085,561
T07C5.1,301,1149,1583,995,377
T07C5.2,0,5,2,0,0
T07C5.3,0,29,26,29,3
T07C5.4,0,0,0,7,0
T07C5.5,0,1,6,5,0
T07D10.1,1,1,2,19,3
T07D10.2,0,10,1,2,0
T07D10.3,20,46,31,34,46
T07D10.4,0,0,0,1,0
T07D10.6,16,63,127,77,13
T07D1.1,9,18,20,15,6
T07D1.2,377,1301,1150,510,766
T07D1.3,4,5,5,1,0
T07D1.4,167,413,221,68,194
T07D1.5,0,1,0,0,0
T07D3.1,10,23,26,8,12
T07D3.2,0,5,2,5,0
T07D3.3,0,10,4,5,3
T07D3.4,146,631,406,498,386
T07D3.5,0,9,0,0,1
T07D3.6,0,6,1,3,0
T07D3.7,1220,2597,1578,699,1399
T07D3.9,275,251,145,158,341
T07D4.1,0,13,5,6,3
T07D4.2,38,36,40,36,45
T07D4.3,496,1064,691,314,662
T07D4.4,656,1176,919,449,817
T07D4.5,64,76,108,57,155
T07E3.2,12,5,5,5,5
T07E3.3,176,159,117,73,290
T07E3.4,80,134,144,133,95
T07E3.5,393,551,356,243,649
T07E3.6,37,58,87,19,73
T07F10.1,135,117,138,61,255
T07F10.3,344,568,409,368,513
T07F10.4,6,14,25,29,1
T07F10.5,220,480,1072,949,350
T07F10.6,96,298,439,217,255
T07F12.1,10,55,40,26,19
T07F12.2,102,164,85,29,93
T07F12.3,10,44,29,19,8
T07F12.4,35,130,94,45,63
T07F8.1,54,78,31,30,44
T07F8.2,9,19,21,23,25
T07F8.3,1186,930,580,444,1681
T07F8.4,317,466,416,205,428
T07G12.1,6,10,4,21,6
T07G12.10,433,337,267,197,629
T07G12.11,366,224,309,220,353
T07G12.12,126,136,65,58,158
T07G12.2,0,1,3,24,3
T07G12.3,0,1,0,19,0
T07G12.5,29,44,48,57,44
T07G12.6,138,124,117,112,184
T07G12.8,89,301,597,434,175
T07H3.1,15,28,25,40,19
T07H3.10,0,0,0,2,0
T07H3.2,13,43,55,27,20
T07H3.3,2,6,9,24,10
T07H3.4,0,7,6,0,0
T07H3.5,0,0,2,5,0
T07H3.6,46,36,55,70,65
T07H3.7,0,0,0,1,0
T07H3.8,0,0,0,0,0
T07H6.1,6,26,24,10,1
T07H6.2,86,170,81,35,145
T07H6.3,171,244,220,357,230
T07H6.4,9,30,45,46,16
T07H6.5,9,12,41,97,12
T07H8.1,0,0,0,4,0
T07H8.3,0,3,0,9,0
T07H8.4,31,89,23,31,42
T07H8.5,7,7,6,0,1
T07H8.6,15,82,75,50,19
T07H8.7,2,2,1,3,1
T08A11.1,498,768,537,238,529
T08A11.2,828,1566,1089,431,1017
T08A9.1,431,936,851,408,586
T08A9.10,2,18,12,13,5
T08A9.11,623,1326,1557,3012,872
T08A9.12,325,431,675,866,495
T08A9.13,1,81,57,37,9
T08A9.2,117,385,446,1006,156
T08A9.3,4,22,14,13,10
T08A9.7,2825,2737,2225,1720,6137
T08A9.8,116,102,94,111,92
T08A9.9,1940,1696,1649,1083,3191
T08B1.1,248,277,200,174,165
T08B1.2,163,148,244,190,161
T08B1.3,34,15,18,16,35
T08B1.4,36,141,160,175,128
T08B1.5,1,0,0,0,0
T08B1.6,27,53,34,53,44
T08B2.10,12489,16593,16115,21646,17993
T08B2.11,205,186,190,289,386
T08B2.12,108,0,5,77,1
T08B2.15,0,2,4,9,0
T08B2.2,0,4,8,6,3
T08B2.3,18,67,79,26,22
T08B2.4,16,106,99,94,52
T08B2.5,871,1356,1205,663,1202
T08B2.7,750,1117,906,481,828
T08B2.8,233,282,317,125,264
T08B2.9,250,280,211,220,248
T08B6.1,0,5,0,1,0
T08B6.3,0,1,8,5,2
T08B6.4,210,21,12,191,2
T08B6.5,8,2,7,10,2
T08B6.6,0,0,2,1,2
T08B6.7,0,3,4,0,0
T08B6.9,20,4,2,12,1
T08D10.1,42,55,39,32,34
T08D10.2,42,67,41,23,69
T08D10.3,4,2,17,10,14
T08D10.4,2,5,38,18,2
T08D10.5,1,0,0,1,0
T08D2.1,74,106,86,11,92
T08D2.2,14,61,83,84,27
T08D2.4,6,7,3,2,1
T08D2.5,211,229,278,413,324
T08D2.6,3,20,9,16,15
T08D2.7,10,14,14,6,12
T08D2.8,14,26,24,2,20
T08E11.1,9,329,213,88,36
T08E11.2,81,561,535,414,150
T08E11.3,31,49,115,67,45
T08E11.4,67,424,651,332,79
T08E11.5,5,14,7,3,3
T08E11.6,31,91,70,73,141
T08E11.7,6,64,108,64,13
T08E11.8,2,46,63,26,9
T08G11.1,2175,2919,2464,1192,2311
T08G11.2,11,0,1,8,2
T08G11.3,0,4,7,19,0
T08G11.4,170,420,574,265,259
T08G11.5,14,70,92,31,26
T08G2.2,1,10,25,6,1
T08G2.3,406,801,582,328,554
T08G3.1,0,0,0,0,0
T08G3.10,0,5,8,5,0
T08G3.11,0,0,0,0,0
T08G3.12,0,2,0,0,0
T08G3.13,0,0,0,1,0
T08G3.2,0,1,0,6,0
T08G3.3,1,1,5,5,2
T08G3.5,0,0,0,0,0
T08G3.6,0,0,0,0,0
T08G3.7,12,0,3,15,0
T08G3.8,0,0,4,2,0
T08G5.1,8,44,37,8,7
T08G5.10,84,20,10,45,62
T08G5.12,6,34,59,74,26
T08G5.15,0,18,32,2,13
T08G5.2,0,0,1,0,0
T08G5.3,6,5,19,12,3
T08G5.5,686,799,538,411,913
T08G5.7,4,36,25,16,12
T08G5.8,0,3,0,0,0
T08G5.9,0,3,0,0,0
T08H10.1,651,842,759,423,429
