transcript_stable_ID,Nr01,Nr02,Nr03,Nr04,Nr05,Nr06,Nr07,Nr08,Nr09,Nr10,Nr11,Nr12
C47C12.6,109,52,71,59,71,60,62,106,78,66,82,78
K03B8.9,27,15,22,14,21,15,13,33,18,24,14,23
E02H4.1a,16,5,13,9,9,8,10,19,26,21,18,18
F58G6.6a,71,29,39,36,52,28,64,76,107,57,95,76
F26A3.6,23,14,24,24,31,21,29,43,49,43,53,30
T28B8.5,5,4,3,0,5,2,7,6,10,4,6,5
F44G4.8a,649,424,555,344,516,542,577,953,728,637,587,837
Y65B4BL.2a,6836,4257,3666,3308,3531,4810,4547,5945,3603,2781,1856,4573
T26H10.1a,27,16,23,12,19,22,21,26,29,20,23,27
C09E10.2a,1,0,0,0,0,0,1,3,0,0,1,1
F46H6.2a,128,38,76,44,70,72,73,98,109,71,101,106
F54G8.2,11,5,4,7,5,4,13,18,13,5,12,13
F42A9.1a,617,350,312,286,374,460,480,633,427,229,206,457
K06A1.6a,136,86,90,55,92,88,126,155,111,86,77,136
T21B6.1,1361,962,1191,575,1032,1248,1139,1806,1334,983,884,1551
F56C3.6,2,5,4,4,4,2,1,6,4,2,2,2
F07G6.1,0,0,0,0,0,1,0,2,0,1,0,0
DH11.2,1555,623,1106,873,1326,794,1051,1283,1477,1161,1752,1345
DH11.5b,36,20,15,16,24,18,22,24,26,19,17,17
T21E12.4a,12262,7080,6699,5723,6521,7783,7340,9862,6830,5180,4369,8187
C36B1.7,5765,1865,3450,2887,4149,2088,2390,2603,3934,2792,4320,2913
F09B12.2,454,243,333,189,274,323,339,464,320,278,205,364
Y47H9C.2,127,70,78,51,79,92,99,117,107,71,106,92
W02D3.2,4875,2016,2978,2727,3286,2331,2589,3145,2946,3094,3073,2869
R06C7.3,246,82,177,121,202,148,116,247,215,208,220,235
C47E12.8,400,186,287,215,286,232,262,358,346,341,298,337
C01G8.3,3777,1367,2168,2054,2639,1724,1837,2337,2321,2099,2418,2144
Y39A1A.11a,1324,462,837,695,917,572,643,728,855,745,941,738
K08F4.9,2314,1022,1691,1450,1762,1165,1292,1715,1491,1858,1736,1465
F36H9.3,1943,1213,1177,949,1268,1286,1266,1590,1222,927,879,1363
R05D8.8,1686,578,992,829,1263,646,834,849,1208,926,1413,906
R05D8.10,11,5,13,7,9,6,7,8,10,7,2,17
C10F3.2,51,27,35,27,43,35,55,61,54,53,60,67
F29G9.6a,76,61,58,44,52,64,46,76,60,37,25,60
C45B11.3,1359,418,927,796,1014,546,744,837,1076,855,1314,901
T11F9.11,1144,473,843,731,870,576,585,725,807,847,922,738
F55A12.4a,3,1,3,4,4,4,12,4,2,6,4,4
F35B12.2,0,0,2,0,1,1,0,0,1,0,1,0
R11D1.11,792,272,531,379,660,359,416,539,707,476,865,665
C15H11.4,9527,3118,5477,5089,6726,3614,4298,4834,5744,5276,6625,4958
R08H2.1,171,69,103,112,142,88,100,148,124,135,176,108
Y60A3A.10,1405,727,706,590,848,829,759,957,763,622,530,907
F09E10.3,4960,2007,3051,2330,3838,2374,2464,2594,3345,2282,3404,2698
ZK816.5,6,3,4,3,9,1,5,3,7,4,4,4
C04F6.5,649,303,539,410,579,402,434,609,590,612,602,588
M03A8.1,4419,1844,2834,2126,3578,2186,2834,2963,3684,2918,3635,3075
F27D9.6,515,174,396,338,453,269,299,428,419,404,552,405
T02E1.5a,607,213,367,312,484,263,322,325,513,374,564,386
T25G12.7,1318,618,945,735,997,772,789,974,929,849,890,872
T04B2.6,51,30,46,34,38,36,38,59,54,62,63,48
T05F1.10,127,46,115,87,116,65,84,103,101,109,135,112
F56D1.5,283,146,243,157,236,148,208,314,305,251,313,288
C17G10.8,4515,1988,2971,2708,3392,2229,2404,3135,2933,3210,3146,2920
E04F6.7,256,87,162,105,188,109,132,117,224,159,250,179
K10H10.3a,11,6,7,4,9,5,3,6,3,2,6,9
Y32H12A.3,1214,494,754,593,831,575,645,797,821,783,841,798
F08B4.1a,70,17,37,33,47,35,43,39,50,47,30,46
C18D1.1a,2510,1642,1803,1200,1671,2007,1938,2809,2037,1474,1319,2405
F49E8.5,3788,2061,2632,2118,2655,2327,2379,3164,2723,2920,2261,2883
K07E12.1a,386,261,302,174,276,287,343,531,428,313,311,463
C18A11.7a,423,186,264,232,288,267,345,444,430,229,382,335
F07A11.6a,71,48,60,31,69,75,72,90,78,51,53,74
C04G2.6,3957,1743,2255,2144,2502,2101,2253,2860,2226,2727,2034,2481
R01H10.1,2943,1820,1837,1580,1719,1833,1965,2421,1742,1513,1076,2164
B0432.2,2797,1238,1706,1623,1960,1457,1521,1880,1650,1910,1659,1814
C49G7.11,14,4,3,3,9,2,0,2,6,10,7,4
W09C5.5,476,285,318,212,293,350,353,533,387,322,278,416
T25E12.4a,419,209,244,179,217,290,288,343,285,179,189,299
T26A5.9,17240,6819,10483,10056,11916,8224,9135,11091,10804,10730,11101,10354
M18.2,431,115,270,221,275,158,197,203,341,219,398,236
Y10G11A.2a,98,21,41,41,45,28,40,33,48,43,69,36
Y10G11A.3a,1,1,0,2,4,0,0,0,0,1,0,0
Y73B6BL.43,75,26,39,41,58,24,44,35,57,41,66,50
Y106G6G.3,0,1,1,3,1,1,0,3,1,1,3,1
C25F6.2a,2486,1503,1943,1105,1828,1822,2018,3065,2520,1852,1941,2616
C39E9.14a,239,134,149,117,146,148,138,198,162,141,119,134
F33E2.2a,2,0,4,2,2,1,1,1,1,0,0,4
Y43F8C.10a,2,0,1,0,1,0,0,2,2,0,1,2
C27C12.6,70,30,52,45,68,30,57,73,79,64,112,62
F10C1.5,159,76,142,85,151,100,120,179,147,171,126,131
F13G11.1b,227,116,157,116,187,171,208,267,215,158,205,205
K08B12.2a,1189,604,829,521,867,764,878,1060,981,689,870,963
F43G6.1,16,15,10,3,9,20,12,14,15,12,3,12
ZK593.5a,5550,2751,3027,2614,3339,3045,3183,3798,3351,2701,2765,3623
C28H8.12,6338,2088,3841,3166,4487,2581,2843,3096,4310,3265,4881,3435
C26B2.1,1184,674,697,635,713,728,756,1133,746,788,538,851
B0035.14a,3114,1514,1771,1569,1929,1904,1961,2455,2001,1855,1602,2232
F22B7.5a,394,133,233,211,288,177,201,236,260,200,243,209
F38A5.13,8323,4455,4652,4162,4741,5067,4943,6462,4612,4725,3178,5661
F39B2.10,13363,6329,8242,7416,9425,7763,7879,9966,8075,8846,7260,9608
F54D5.8,8805,4662,4993,4364,5476,5176,5211,6368,5169,4048,3755,5854
K02G10.8a,1095,605,751,538,797,750,771,1006,827,647,597,870
K08D10.2a,1298,387,836,648,871,460,567,558,821,644,905,637
R74.4a,3945,1405,2475,2206,2883,1699,1981,2288,2705,2358,2970,2381
T03F6.2,2735,1314,1703,1678,1678,1413,1515,2030,1476,1921,1426,1759
T04A8.9,2402,802,1406,1313,1567,985,1188,1274,1451,1397,1594,1216
T05C3.5,10662,5812,6298,5359,6562,6800,6758,9000,6390,5745,4230,7648
B0035.2,2749,792,1482,1345,1831,1048,1189,1232,1832,1280,1992,1406
T15H9.7a,0,0,0,0,0,0,0,0,0,0,0,0
T19B4.4,1703,512,1079,810,1162,604,701,681,1079,847,1313,954
T23B12.7,7230,2294,3946,3713,5032,2741,3323,3359,4687,3510,5364,3999
T24H10.3,3510,1915,1940,1815,2100,2154,2073,2577,2076,1913,1393,2254
W03A5.7,288,134,199,150,224,140,192,273,277,197,248,253
W07A8.3a,1971,1171,1160,954,1084,1277,1322,1526,1271,999,765,1334
Y39C12A.8,1183,421,713,634,818,527,614,677,738,674,733,643
Y47H9C.5a,546,439,490,247,426,514,448,648,525,416,321,626
Y54E10BL.4,1344,820,725,661,751,841,906,1087,751,663,419,918
Y63D3A.6a,2455,1408,1551,1337,1575,1641,1641,2014,1707,1268,1284,1807
C01G10.12,859,263,559,446,594,344,375,435,617,434,719,431
Y71F9B.16a,3737,1176,2079,1856,2408,1393,1521,1783,2190,1695,2420,1873
C01G8.4,1346,569,810,716,948,655,686,865,791,787,846,779
C04A2.7a,1094,553,586,530,592,635,676,797,607,428,489,716
C55B6.2,1839,986,1388,916,1436,1270,1382,1865,1551,1255,1290,1736
C56C10.13a,197,99,93,108,112,135,140,175,136,91,79,172
F11G11.7,1868,966,1124,1016,1261,1126,1176,1493,1137,1137,924,1272
K10D11.1,97,46,67,57,88,42,59,46,77,78,90,76
C54G4.6,2013,630,1161,981,1338,778,809,923,1303,908,1486,1024
ZK6.10a,13762,6248,8111,6979,11842,7156,8825,9209,10000,7253,8529,8799
B0554.6,36,11,30,19,27,18,26,27,30,21,35,22
C32H11.10,0,0,0,0,0,0,0,0,0,0,0,0
F55G11.5a,50,24,27,39,42,27,31,40,63,38,51,33
F49E12.2,13587,5539,9010,7158,11090,6058,6502,6861,8878,7364,9363,7172
C32H11.12,1444,451,910,741,1058,567,657,676,970,797,1200,822
C24B9.9,203,89,138,117,192,94,152,121,155,89,170,137
T20G5.7,561,293,287,333,500,314,444,589,397,357,287,436
F33H2.1,2048,1180,1215,989,1103,1298,1257,1596,1144,1003,666,1415
F54C1.2,890,474,521,484,528,514,516,638,529,684,420,560
F15A8.5a,2,2,2,3,8,2,6,5,9,6,3,1
K09G1.4a,4,0,3,0,2,2,3,3,2,0,4,3
T14E8.3a,0,0,1,0,0,0,0,0,0,0,0,0
C52B11.3,89,41,59,41,55,54,63,65,65,33,44,70
ZK507.4,619,225,368,318,410,287,356,366,515,403,556,425
K10G6.2,6,1,2,0,0,1,5,4,3,3,4,4
K02F3.8,43,4,27,15,23,14,19,17,13,16,30,15
T23F1.7a,0,3,2,1,0,0,1,3,2,0,3,1
C27C12.7,371,187,328,178,361,294,248,402,386,380,345,533
K02F2.1a,159,84,107,85,103,101,108,138,131,90,67,115
F01F1.5,3328,1561,1884,1640,1969,1831,1878,2278,1954,1930,1610,2002
R11E3.8a,7100,4019,4003,3445,4060,4530,4367,5923,4283,3550,2612,5285
F44B9.1a,3,2,3,2,3,5,2,5,3,5,9,6
R11E3.7a,2107,989,1198,1085,1196,1127,1159,1416,1183,1048,961,1269
T23G7.1,3570,2218,1925,1675,1851,2525,2362,3037,2073,1502,1119,2539
Y66H1A.2a,3506,1109,2083,1767,2535,1396,1636,1757,2642,1703,2718,2072
F28D1.11,3493,975,2051,1660,2424,1323,1543,1534,2430,1606,2904,1827
R10D12.2,0,0,0,0,0,0,0,0,0,0,0,0
M01E10.2a,65,37,53,38,54,45,83,141,99,79,86,102
T14B4.7,196,106,164,106,169,145,180,241,260,194,252,262
F46E10.9,4617,2627,3318,2407,3146,3238,3325,4421,3254,3579,2722,3815
F30B5.1,39,6,13,8,19,28,9,17,4,5,6,5
H27M09.4,7623,3685,5966,4060,5651,4658,6313,9035,8061,7753,7390,8090
F54D8.1,7141,3733,5620,3595,5179,4574,6131,8703,7379,6383,6681,7691
Y47D3B.10,1394,833,1072,711,1017,1046,1054,1449,1197,994,1038,1301
F22B7.10,396,166,245,224,272,229,279,388,307,274,259,285
T14B4.6,765,380,596,420,660,470,684,946,994,764,948,966
T22B3.1,4,3,4,2,1,2,2,1,2,4,5,3
Y59A8B.1a,998,648,595,374,546,738,615,971,679,536,438,779
F47A4.2,2942,1625,1734,1208,1671,2006,1747,2394,1812,1409,1282,2181
R160.1a,351,182,236,172,225,231,252,359,237,217,215,331
C25G4.5,4468,2688,2661,2173,2472,2803,2706,3607,2654,2494,1744,3292
R13G10.1,2341,1596,1740,1038,1617,1934,1639,2497,1869,1421,1248,2203
Y39A1B.3,2615,1656,1595,1178,1489,2004,1884,2421,1685,1130,922,2157
EGAP7.1,306,166,297,140,246,223,321,370,359,258,329,347
ZK863.6,5347,2727,3145,2817,3405,2981,3141,3972,3188,2732,2850,3502
R151.5a,46,21,38,13,34,37,26,53,33,51,34,46
Y41E3.2,26,10,5,10,13,16,16,11,2,5,9,4
F27C1.8,39,17,6,8,15,30,15,21,4,6,9,9
F16F9.2,33,17,19,14,17,18,24,26,31,21,25,28
F46C8.6,843,429,677,411,691,539,740,1036,997,781,955,1012
C31H2.2,17,5,9,9,10,9,10,17,12,10,10,16
T21D12.2a,39,11,21,24,22,19,14,22,19,23,22,28
C25F6.3,1692,882,1268,819,1235,1062,1050,1486,1364,1092,1248,1432
K04A8.6a,1259,648,910,577,916,865,965,1407,1262,879,1037,1216
F15B10.2a,2313,1099,1269,1124,1340,1297,1252,1620,1417,1059,1010,1384
D2005.5,5139,2114,2754,2633,3189,2280,2521,3157,2786,2754,2621,2790
C54A12.4,38,13,26,21,22,18,27,23,17,32,21,27
F53A2.5,4514,1485,2511,2361,3064,1637,1928,2188,2613,2333,2843,2323
T12E12.4a,732,386,424,401,467,429,479,664,496,368,359,521
F45H10.4,668,219,457,371,511,273,416,433,538,404,626,455
T12D8.2,5243,2738,3154,2774,3762,3221,3270,3981,3058,3083,2421,3623
F26E4.10a,214,83,143,132,175,99,98,97,188,138,183,137
C18B12.3,6,2,3,1,4,1,3,10,7,6,4,5
K02D7.4,2174,1013,1257,969,1566,1141,1338,1355,1556,1025,1523,1454
C34F11.9a,437,270,328,225,328,364,344,497,430,290,280,454
C27A2.6,3746,2104,2158,1870,2176,2420,2240,2970,2251,1970,1271,2592
W09G12.4,247,107,193,149,183,117,127,181,206,200,215,197
W09G12.1,1144,442,843,628,831,581,650,728,782,792,873,758
Y41D4B.10a,520,272,402,332,340,364,371,520,465,396,398,460
F16B12.2,0,1,0,0,0,1,0,0,0,0,0,2
F58B3.8,1,1,3,0,4,0,6,1,2,0,2,4
H02I12.4,277,98,195,141,232,119,193,259,326,292,329,284
F15B9.9,32,11,30,23,28,14,23,32,49,35,62,45
Y119D3B.15,4605,2163,2930,2718,3322,2523,2668,3192,2637,2855,2441,2943
F38B7.5,1431,825,664,710,697,871,881,1075,757,655,459,858
F29C4.5,6,4,3,0,2,2,3,4,4,3,0,3
Y106G6H.12a,4507,1957,2326,2418,2766,2242,2269,3011,2354,2316,2047,2690
F25H8.5a,16,4,6,6,11,9,12,10,8,6,11,12
K07A1.2,11610,6622,6310,5674,6227,7351,7030,9086,6294,4874,3592,7656
ZK1193.5a,213,93,160,135,187,178,218,259,285,176,284,263
DY3.8,6102,2309,3852,3591,4315,2816,3235,3609,3542,3691,4190,3568
F47G6.1a,257,171,182,145,181,171,196,288,243,181,198,281
C33G3.1a,28,16,20,10,29,16,28,26,28,20,21,30
C17H12.1,3954,2174,2213,1972,2428,2680,2585,3465,2552,2087,1663,2928
F54C1.5a,3,0,2,3,0,0,6,3,3,0,2,3
C02H7.1,57,34,38,30,43,27,42,54,55,53,60,55
C27H5.7a,0,0,0,0,0,0,0,1,0,0,0,0
ZK520.3a,24,5,19,10,11,8,9,17,13,14,21,10
C04C3.5a,2,2,1,1,1,1,1,1,2,1,1,1
M04C9.5a,7,7,5,7,8,8,9,13,12,11,11,9
F46F6.4a,0,1,0,2,4,1,2,2,7,7,2,4
F13G3.4,4595,1640,2973,2540,3253,1893,2160,2523,2911,2715,3445,2518
D1009.5,14,1,12,1,11,0,11,18,28,20,8,12
C02C6.1a,29,22,19,20,14,34,25,27,25,20,19,45
T24H10.6,2476,890,1518,1380,1652,1034,1116,1334,1623,1495,1857,1375
F15D3.1a,1098,672,678,409,667,771,721,1124,959,671,693,1134
E_BE45912.2,269,133,170,155,186,141,161,186,148,159,151,172
E01A2.1a,33,10,33,16,20,11,12,16,22,16,20,24
E01A2.2a,169,82,87,109,130,96,94,122,117,100,105,127
E01A2.5,1382,482,843,724,910,615,632,714,836,758,947,713
E01A2.8,5,3,7,6,7,1,7,4,6,8,9,6
E01B7.2,1843,554,1116,854,1173,721,806,844,1176,890,1344,916
E01G4.3a,1080,574,674,535,644,660,676,820,678,582,568,762
E01G4.5,301,166,181,129,164,202,174,276,205,151,130,227
E01G4.6,21,16,18,13,16,20,14,10,13,7,7,6
E01G4.7,177,67,125,102,132,102,116,151,176,96,197,148
E01G6.1,14,6,11,9,11,12,33,44,43,42,31,38
E01G6.2,105,69,105,68,85,74,93,140,120,123,121,121
E01G6.3,108,43,68,63,81,61,79,79,86,67,84,100
E02A10.3a,114,26,72,53,81,56,53,48,86,49,93,58
E02A10.4,41,20,34,23,21,17,21,45,35,32,45,35
E02C12.10,5,6,6,3,7,7,2,5,10,11,18,7
E02C12.11,1,1,2,0,2,0,0,0,0,0,1,0
E02C12.12,4,1,4,3,4,2,1,9,2,2,8,2
E02C12.6,178,51,116,96,162,83,116,102,170,115,182,123
E02C12.8a,25,8,14,13,11,7,18,15,21,10,25,12
E02C12.9,0,0,0,1,0,0,0,0,1,0,0,0
E02D9.1a,463,255,320,274,322,313,353,394,315,323,260,399
E02H1.1,1219,565,728,641,970,656,769,907,905,715,708,883
E02H1.5,3009,878,1850,1515,2133,1155,1266,1309,2067,1483,2242,1514
E02H1.6,1979,655,1098,1001,1402,753,884,986,1308,1105,1405,1109
E02H4.2a,13,6,12,13,7,14,13,9,11,6,6,18
E02H4.4,13,6,8,6,12,11,12,32,20,18,23,13
E02H4.5,7,0,3,1,9,3,4,3,5,4,5,1
E02H4.6,720,416,452,447,474,447,456,632,413,460,343,523
E02H4.7,439,150,252,239,335,183,224,216,318,222,368,274
E02H9.1,18,4,5,7,13,5,12,8,13,6,11,11
E02H9.2,18,11,13,10,18,11,14,14,17,8,28,17
E02H9.3a,77,49,40,40,52,30,43,42,66,33,38,52
E02H9.4,20,8,14,14,13,10,6,8,19,6,13,10
E02H9.6,7,5,9,7,13,3,11,19,19,8,22,11
E02H9.7,489,258,373,303,449,265,300,395,437,418,390,355
E02H9.9,36,14,11,17,17,11,19,14,18,16,18,13
E03A3.5,1,1,2,1,2,0,2,3,1,2,3,1
E03G2.1,0,0,0,0,0,0,0,0,0,2,0,1
E03H12.4,0,0,0,0,0,0,0,0,0,0,0,0
E03H12.5,5,0,2,0,2,7,1,2,0,1,0,3
E03H12.7,7,0,2,0,0,3,2,4,0,0,0,0
E03H12.9,0,0,0,0,0,0,0,0,0,0,0,0
E03H4.11,1,1,2,0,0,4,0,1,2,0,0,0
E03H4.2,0,0,0,0,0,0,0,0,0,1,0,0
E03H4.3,0,0,1,0,0,0,0,0,0,0,1,0
E03H4.4,0,1,0,0,0,0,2,4,2,0,2,2
E03H4.5,0,0,0,0,0,0,0,0,0,0,0,0
E03H4.8,204,91,147,99,152,95,151,177,168,150,185,173
E04A4.3,1,0,1,0,3,0,0,2,0,0,1,0
E04D5.2,31,13,19,21,29,15,22,27,34,12,35,28
E04D5.4a,189,51,105,109,133,85,76,112,123,114,142,110
E04D5.5,311,98,208,178,237,152,169,176,274,178,256,201
E04F6.10,34,5,11,13,24,11,17,28,26,15,32,16
E04F6.12,0,0,0,0,0,0,0,0,0,0,0,0
E04F6.15,487,153,354,270,418,225,288,322,557,345,566,385
E04F6.4,308,111,184,176,250,132,162,167,238,182,240,226
E04F6.6,513,169,341,266,401,214,260,316,368,298,441,377
E04F6.8,3201,983,2188,1520,2443,1463,1708,1971,2855,1953,3061,2548
E04F6.9,2581,757,1561,1407,1677,866,1117,1335,1811,1405,2221,1357
Y92C3A.3,1,0,0,0,1,0,2,1,1,0,0,0
F53B2.3,0,0,0,0,0,1,1,0,1,1,1,0
F10G8.4a,0,0,0,0,0,0,0,0,1,1,1,0
C16C2.2a,216,90,145,104,155,177,185,242,213,143,168,209
Y105E8A.7c,7,4,13,6,10,9,9,6,10,6,6,8
Y48B6A.4,15,10,6,9,6,12,12,13,14,11,7,15
H30A04.1a,9,10,18,6,11,18,17,17,17,11,4,22
D2013.5,4718,1983,2516,2297,2744,2430,2599,3256,2848,2631,2325,2853
ZK512.6a,29,12,29,14,17,19,28,36,28,22,33,32
F13G3.8,66,33,45,42,63,24,40,30,67,68,76,42
B0365.3,19191,11152,11383,8504,10910,13064,13405,16807,12613,8607,8484,14693
Y59A8B.7,395,277,258,178,244,280,249,368,259,203,191,303
VW02B12L.3,3277,2096,2002,1496,1767,2406,2153,2777,1769,1454,1132,2388
Y59A8B.9,0,0,0,0,0,0,0,0,0,0,0,0
F38H4.8a,1466,735,955,927,1045,801,894,1110,952,1143,909,1012
F43H9.1a,1143,351,673,505,737,411,507,559,782,585,910,685
R06F6.9,4293,2147,2655,2221,2753,2314,2475,3077,2837,2320,2509,2914
F56B3.5,1487,660,867,742,1047,813,885,1011,965,927,902,951
T05G5.6,27581,11950,18094,13800,20033,13670,15473,17385,20046,15632,20615,17526
Y105E8A.4,4627,1713,2839,2322,3581,1879,2471,2249,3041,2178,3179,2274
F01G10.2,866,278,569,446,706,420,502,546,728,469,818,667
F01G10.3a,113,27,62,32,72,50,61,58,87,55,91,65
T19E10.1a,1336,783,707,625,710,920,942,1166,775,489,393,881
R05D11.8,5578,2887,3398,3380,3399,3362,3464,4503,3365,4153,2655,3704
T10G3.5a,80,28,45,43,42,63,68,109,63,35,47,64
EEED8.10a,3435,1756,1996,1730,1906,1927,2097,2660,2149,2143,1687,2296
EEED8.12,294,103,176,150,237,150,156,156,190,130,245,206
EEED8.13,264,78,142,124,190,87,84,106,190,117,181,121
EEED8.14,2338,619,1252,1122,1588,820,948,990,1530,1117,1643,1115
EEED8.15,2702,1018,1766,1425,2056,1192,1422,1738,2201,1617,2321,1882
EEED8.2,1368,476,927,747,1014,590,796,950,1393,845,1464,1163
EEED8.3,16950,5052,9971,8465,11673,6191,7096,7355,10777,8151,12808,8330
EEED8.4,408,129,270,204,269,174,193,235,277,201,304,243
Y67D8C.5a,10765,6792,6005,4819,5697,7661,7113,9182,6390,4203,3533,7716
Y55D9A.1a,311,173,195,161,206,255,271,295,273,132,144,245
C26D10.5a,7,2,10,2,9,5,8,13,6,12,12,10
F42A10.4a,415,208,253,246,289,283,270,406,264,274,220,312
Y102A5C.18,2709,1499,1562,1352,1563,1752,1701,2204,1556,1294,1069,1993
Y48C3A.17a,42,18,19,19,31,13,33,31,32,26,17,45
C43F9.8,389,169,323,205,302,212,330,402,411,355,461,405
F15A2.5,114,51,70,57,82,40,44,48,50,56,81,63
F56A11.3,564,339,413,304,353,430,454,651,499,401,429,563
EGAP1.1,6,3,4,4,2,0,10,9,5,5,5,7
EGAP2.1,856,306,483,462,642,372,426,454,604,431,623,519
EGAP2.2,4,0,2,0,1,2,1,0,0,0,0,1
EGAP4.1,17,2,7,7,8,4,7,11,19,12,15,14
EGAP5.1,4,4,2,6,7,3,2,4,3,4,9,8
EGAP9.3,99,40,77,48,84,65,71,85,84,92,101,73
EGAP9.4,5,3,4,4,0,0,1,3,10,3,3,3
B0244.8,20358,12830,11572,10471,10231,13783,13636,17332,10743,11194,5997,14199
R01H2.3,9933,5180,5432,5330,5576,5699,5916,7308,5392,6377,3951,6156
F44F4.2,4900,2708,2859,2539,2543,3113,2968,3868,2447,3251,1591,3040
T21E3.1,558,322,265,253,259,354,355,405,276,221,164,402
R12E2.10,692,421,386,374,362,408,463,494,350,306,208,492
F23B12.9,80,40,55,42,55,56,68,81,69,56,56,58
F28C1.2a,359,246,255,144,274,289,291,446,352,282,210,393
T22B7.1a,3,1,1,0,4,3,1,1,2,0,4,2
F58A3.2a,10,6,13,5,15,6,10,12,13,12,14,17
F38G1.2,14,3,9,6,8,4,8,9,5,9,12,6
F55A8.1a,1694,1171,1186,821,1005,1270,1343,1857,1292,905,874,1526
C48A7.1a,84,54,73,41,70,60,96,134,120,90,84,102
F16B3.1a,34,24,27,5,35,33,19,54,41,45,33,53
W08D2.1,92,40,85,45,76,58,72,129,119,86,96,110
F01D4.4,903,492,702,408,634,639,657,870,760,614,616,753
Y37A1B.11a,43,14,32,16,24,31,33,39,30,21,35,34
C23H3.1a,782,443,543,407,458,482,557,724,589,463,451,609
C04A2.3a,74,41,32,26,47,44,45,51,45,36,26,51
C51E3.7a,199,149,173,103,142,170,192,258,167,128,132,200
M01D7.7a,827,498,613,402,607,646,669,947,684,501,532,839
R07A4.1,41,16,43,18,36,26,26,47,34,35,37,31
C04G2.7,39,23,42,29,39,30,43,81,83,45,62,64
F55A8.2a,2352,1314,1419,1127,1388,1658,1622,2006,1417,999,977,1819
R53.3a,0,0,0,0,0,0,0,0,0,0,0,0
F28B12.2a,414,172,264,201,327,254,297,377,349,271,364,334
C27D11.1,9094,5641,5310,4337,5253,6323,5822,7749,5462,4044,3028,6494
K11G9.4,845,477,727,451,630,673,786,1142,1012,770,831,951
C50H2.2a,1,2,0,1,2,2,1,1,0,1,2,3
C08C3.1a,31,20,14,14,14,21,26,36,33,28,19,27
B0348.4a,33,19,27,11,38,18,25,29,33,17,21,22
F22E12.4a,10,1,2,2,5,6,2,3,6,2,3,7
F26A3.3,4680,2063,2367,2449,2729,2332,2365,3009,2435,2712,1924,2479
Y53H1C.2a,2323,1354,1219,941,1179,1566,1359,1792,1327,895,770,1547
C27C12.2,789,484,607,420,545,574,587,805,602,470,454,677
Y55F3AM.7a,120,63,71,68,81,65,67,76,80,75,59,80
Y94H6A.11a,414,221,220,203,220,292,257,350,248,214,126,327
F25B3.1,4897,2334,2765,2568,2761,2697,2754,3387,2871,2717,2168,2986
ZK616.10a,1,1,1,0,2,0,1,3,1,2,1,0
ZK1248.3a,156,99,100,60,105,106,134,162,111,83,66,115
Y54E2A.11a,408,251,242,191,222,315,278,427,251,182,139,365
T23D8.4,9974,5415,5736,5274,6101,6240,6114,8155,5782,5672,3877,6881
R08D7.3,7754,4086,4597,4008,4615,4532,4637,5820,4623,4189,3568,5105
B0511.10,5180,2690,3076,2548,3230,3163,3473,4446,3382,3045,2365,3693
D2013.7,7269,2779,4848,3942,5488,3406,3771,4597,4991,4576,5387,4781
F22B5.2a,4108,2201,2514,2191,2604,2446,2375,3153,2608,2412,2166,2800
C41D11.2,3625,1956,2358,1939,2473,2294,2344,3101,2370,2585,1916,2680
Y74C10AR.1a,5032,2460,2956,2591,3026,2948,2930,3731,2964,2443,2201,3265
Y40B1B.5,2176,1222,1167,1107,1253,1303,1220,1638,1274,929,794,1388
T16G1.11,3645,1831,2205,2142,2331,2048,2180,2868,2183,2712,1853,2511
C47B2.5,2905,1648,1785,1529,1790,1932,1791,2122,1703,1328,1148,1888
F22D6.6,2924,1314,1706,1582,2055,1610,1786,2249,1732,1877,1547,1975
Y105E8A.17a,131,59,76,70,79,76,91,105,62,59,54,83
Y26E6A.1,1211,772,766,570,726,948,891,1112,846,579,463,977
T16G12.5,2796,1594,1642,1429,1586,1857,1792,2438,1710,1509,979,2003
Y41C4A.10,1619,950,1003,789,982,1032,955,1260,908,835,636,1104
Y82E9BR.15,1135,639,676,521,845,710,746,971,788,740,526,909
W03H1.2,0,2,3,1,1,0,2,2,0,1,1,1
F42A6.9,857,638,690,412,647,641,646,892,671,564,479,773
F56H11.4a,9844,4166,6729,5844,7218,5008,5439,6673,6308,7230,6998,6102
F11E6.5,6911,2864,4536,3298,5779,3345,4104,3981,5187,3412,5381,4197
D2024.3,2796,1490,1758,1381,1746,1764,1922,2332,1963,1596,1495,2090
C40H1.4,179,54,124,94,120,70,98,111,175,106,177,134
F41H10.7,14601,4408,9518,7055,10673,5983,7142,6871,11457,7610,13013,8506
F41H10.8,23843,7313,14949,11228,18059,9861,12168,12367,19434,12117,21782,14959
F56H11.3,0,0,2,2,1,2,0,3,0,1,3,0
Y47D3A.30a,8,6,2,4,6,6,6,3,1,4,8,1
Y53F4B.2,427,161,260,204,359,208,280,270,405,276,442,273
F38A6.2a,347,157,233,148,273,188,232,294,363,235,339,297
Y110A7A.16,3581,1594,1903,1900,1997,1706,1838,2372,1937,2323,1626,2109
Y111B2A.17,1494,755,776,816,896,827,883,1152,826,779,684,908
ZK863.3,2278,1065,1393,1165,1530,1213,1273,1613,1353,1540,1141,1449
C26B2.6,1648,799,1097,1053,1151,838,941,1193,1019,1326,1015,1053
W09C2.1a,246,77,154,147,223,157,170,205,198,170,228,214
