transcript_stable_ID,Nr01,Nr02,Nr03,Nr04,Nr05,Nr06,Nr07,Nr08,Nr09,Nr10,Nr11,Nr12
K08H2.6,285,153,189,152,165,196,180,267,179,174,154,211
K01G5.2a,899,470,610,539,588,555,542,684,560,662,460,560
F32A11.2,2300,1147,1259,1260,1346,1326,1338,1590,1219,1313,871,1346
Y39A1A.23a,1082,588,573,534,592,699,660,801,587,483,399,705
F26E4.11,4352,2356,2786,2286,2757,2638,2803,3731,2562,2859,1992,3098
R02E12.6,227,110,173,109,177,145,139,165,183,171,156,157
F36H1.5b,0,3,3,5,4,1,0,1,2,3,1,3
F36H1.9,4,1,2,0,5,1,2,3,9,0,2,7
F36H1.10a,47,17,28,25,39,22,35,40,52,22,37,41
F42A6.7a,288,188,170,131,161,207,198,244,210,127,119,221
F58D5.1a,8873,5527,5482,4022,5335,6878,6025,8771,5945,4416,3529,7416
W02D3.11a,447,232,258,217,269,203,247,298,242,262,164,287
K08E7.2,0,0,0,0,0,0,0,0,0,0,0,0
Y6B3B.11,1,0,0,0,0,0,0,0,0,0,0,0
ZC8.1,4,3,1,1,3,2,6,9,6,3,7,7
ZC449.6,2,0,1,0,2,2,0,1,2,0,0,1
B0285.5,2740,1552,1801,1462,1729,1835,1816,2497,1780,1721,1201,2165
Y53C10A.12,3430,1933,1969,1522,1674,2230,2068,2836,1948,1596,1087,2222
F26D10.3,86457,51766,48815,42923,49894,57285,53483,68172,47200,37582,30839,59711
T22A3.2a,41,11,23,14,17,22,20,35,50,23,36,31
C14B9.1,295,196,218,162,247,182,291,372,297,234,230,344
F38E11.1,56,16,43,41,45,18,18,24,55,39,73,42
F38E11.2,58,17,24,30,44,18,16,20,38,17,56,36
T27E4.8,0,0,0,0,0,0,0,0,0,0,0,0
T27E4.2,0,0,0,0,0,0,0,0,0,0,0,0
Y46H3A.3a,152,60,99,89,127,59,12,32,38,18,37,17
Y46H3A.2,209,70,160,93,178,96,17,27,39,23,36,18
T27E4.3,0,0,0,0,0,0,0,0,0,0,0,0
T27E4.9,0,0,0,0,0,0,0,0,0,0,0,0
F52E1.7a,2952,913,1907,1393,2141,1118,1313,1281,2119,1453,2415,1629
C09B8.6a,228,94,135,115,149,81,143,139,182,151,193,147
C15H9.6a,20601,12339,15376,9212,14657,15208,15129,20236,16643,11421,13218,18191
F43E2.8a,9269,5639,5563,4519,5101,6333,6346,8130,5608,4762,3176,6797
C14F11.5a,763,320,547,384,661,434,415,552,690,490,727,607
C37H5.8,20094,11596,11968,10077,12384,13577,13045,16577,12629,9409,8946,14725
Y22D7AL.5a,3903,2338,2256,1979,2416,2651,2479,3086,2509,1762,1636,3074
C12C8.1,117,58,76,56,75,70,22,27,17,19,31,28
T05F1.6,11149,6663,5800,5034,5834,7340,6937,9333,6240,4582,3467,7729
F08B4.6,2165,1191,1371,1145,1319,1422,1423,1949,1371,1537,949,1573
C34F6.4,697,253,399,341,507,370,411,519,492,408,415,498
F40H3.5,82,29,33,46,91,48,66,63,109,53,113,81
F52B10.2,251,103,188,108,168,117,168,191,266,213,288,221
Y34B4A.3,1212,433,690,613,790,540,582,677,810,628,866,727
F41H10.10,4418,1728,2628,2499,3106,2052,2376,2607,2571,2582,2548,2562
Y73B6BL.2,2490,963,1360,1299,1710,1162,1281,1489,1347,1378,1216,1299
F57C9.5,3528,2006,1771,1714,1785,2149,2166,2671,1801,1429,1008,2263
R08C7.3,17696,10343,11667,8774,12004,12453,12146,16485,12712,9250,8142,13284
F29D10.4,3009,1726,1678,1397,1648,1833,1962,2455,1917,1487,1266,2230
F36D4.3a,53,32,29,19,31,35,37,45,25,26,13,41
F46C3.3a,873,424,529,380,583,518,638,887,910,638,767,934
T02C12.1,1981,789,1234,852,1493,961,1251,1429,1765,1141,1707,1455
T10H10.1,597,278,458,317,473,345,506,678,749,503,644,700
F56A6.2a,383,221,216,187,230,227,223,317,256,164,139,257
Y66H1A.6a,319,87,185,152,223,130,198,200,196,206,286,158
H26D21.1,1952,637,1091,1065,1289,730,864,945,1196,1067,1355,942
C09G4.1a,2320,1138,1280,1157,1404,1334,1477,1903,1643,1086,1230,1650
K02G10.6,2240,1131,1588,1062,1708,1375,1547,1847,1744,1278,1590,1758
C56C10.8,44017,23757,27834,25145,28524,26646,27019,35538,26115,31029,21097,29676
C05E4.9a,586,192,302,284,361,226,219,272,383,307,384,285
Y39G10AR.13a,4905,2899,2804,2279,2771,3271,2975,3891,2690,2175,1751,3333
B0244.2,384,283,327,184,271,317,280,546,392,336,272,460
K06H7.9,2059,941,1190,1112,1484,1045,1180,1295,1399,942,1182,1362
F38B2.1a,12,8,16,11,18,10,6,15,14,22,20,18
F52E10.5,359,196,347,219,332,259,378,561,520,419,541,507
K05B2.3,459,259,486,225,498,373,365,601,685,603,540,697
F10C1.2a,251,103,218,137,268,185,244,283,361,239,312,375
F10C1.7a,202,103,157,125,167,119,146,153,229,127,209,167
F37B4.2,594,317,354,269,531,304,436,361,445,226,316,367
M6.1a,1240,495,773,574,945,589,772,734,1021,641,1067,708
R04E5.10a,6,2,5,5,4,5,7,6,8,6,5,5
F25E2.4,1217,471,803,596,946,584,735,751,1083,745,1119,830
F53A2.6a,7851,4240,4820,4534,5078,4613,4514,5817,4125,5692,3529,5162
R04A9.4,1404,824,1050,784,1029,908,922,1191,989,1041,831,1086
B0348.6a,898,513,492,424,523,597,599,796,478,436,296,627
C05D9.5,749,318,540,426,572,415,387,517,635,520,680,571
Y57A10A.30,723,352,350,328,391,408,406,476,352,325,233,473
T05G5.10a,49043,18972,33562,30022,37167,22044,23524,28611,29353,34352,36804,27743
F54C9.1,5256,2901,4373,2472,4510,3478,3790,4739,4461,3773,4054,4588
Y54F10BM.2,4241,2529,2313,2020,2409,2863,2718,3666,2601,1937,1520,3218
M110.4a,4339,2221,2657,2485,2901,2998,3276,3963,2982,2283,2073,3223
C43C3.1,112,44,78,54,92,76,124,197,187,168,179,194
C18H9.8a,54,29,44,30,53,21,53,50,52,48,49,46
F32A6.2,51,18,32,16,24,32,32,52,57,39,37,47
C54G7.4,111,62,71,65,85,76,79,121,118,91,98,129
T28F3.6,28,17,29,12,43,21,35,48,61,37,41,51
C27A2.3,7524,4789,4232,3575,4045,5263,4921,6219,3936,3095,2100,5131
F39H12.4,487,323,456,236,391,434,447,728,609,488,420,694
SSSD1.1,132,49,86,51,80,72,74,144,144,122,87,146
T02C5.3a,414,279,404,194,383,357,374,482,430,316,331,436
C04F12.3,239,117,142,138,165,118,176,291,248,217,244,244
R107.4a,71,51,43,33,54,39,48,58,41,33,18,48
K07A1.8,5469,3236,3095,2704,3028,3562,3715,4684,3231,2554,1893,3974
T04G9.3,1949,909,1224,985,1398,1152,1247,1593,1508,1083,1235,1499
C45G7.1,3,2,0,0,1,0,1,1,0,1,0,0
C45G7.2,7,2,6,2,0,1,0,6,0,2,3,3
C45G7.3,0,0,1,1,2,1,1,0,0,0,4,0
C55F2.2,201,65,118,114,163,100,118,129,194,134,207,145
F22A3.6a,23007,10072,15007,12102,17996,10279,13831,13089,17707,13354,19889,14789
T19B10.7,6518,2645,4116,4128,4178,3162,3559,4503,3757,5029,3813,3740
F26B1.3,18645,11165,10095,9163,9798,12126,11736,15067,9862,7989,5754,12309
F32E10.4,9365,5577,5559,4445,5587,6880,6654,8686,6213,4099,3580,7160
F28B3.8,3607,2157,2055,1624,1952,2719,2505,3373,2312,1493,1152,2904
R06A4.4a,3270,1915,1728,1530,1805,2176,2076,2686,1903,1436,1131,2350
C53D5.6,18044,10872,10009,8338,9745,12219,11405,14626,9805,7014,5758,12300
C24H11.6,317,175,189,186,245,183,205,236,226,189,234,210
Y55F3AM.8a,488,224,325,264,361,292,298,330,291,360,304,327
T14G11.3,2200,1272,1362,1011,1476,1446,1462,1847,1611,1095,1219,1766
W06H3.1,2989,1878,1681,1497,1694,1977,1903,2530,1665,1409,955,2207
C36B1.12a,459,192,264,263,284,219,236,279,255,262,291,294
T05E11.5,7005,4539,4788,3582,4442,5286,5201,6928,4959,4233,3184,5866
C33H5.11a,5203,1825,2853,2678,3702,2217,2656,2765,3458,2821,3663,3105
F54G8.3,2299,1083,1627,1183,1688,1324,1568,2161,1879,1806,1868,2015
F57B9.6a,48,22,25,25,48,56,57,77,34,41,22,62
F15B9.4,3131,1649,1664,1446,1674,1858,1804,2398,1794,1216,1162,2102
Y51H1A.4,1781,1126,1010,808,906,1314,1181,1546,1034,728,619,1255
F13B12.5,27,8,18,15,15,21,39,38,37,47,33,36
T08G5.12,8,3,6,6,2,1,4,5,9,9,14,5
C17C3.4,1,0,0,0,2,2,1,1,1,0,1,0
C17C3.19,16,6,12,5,17,4,5,12,11,13,14,12
C17C3.18,25,5,12,11,12,10,15,23,29,7,19,17
F41G3.16,7,1,2,2,6,2,6,5,3,5,4,5
F41G3.17,1,0,1,1,1,0,1,0,1,0,4,0
Y39A3A.5,0,1,0,1,3,1,2,0,4,0,1,1
F56F3.6,96,55,87,39,77,70,89,99,90,66,64,90
T28B8.2,24,14,24,20,20,14,21,18,16,31,22,29
T10D4.13,226,72,198,111,213,130,210,236,376,280,422,289
ZK75.2,223,94,150,117,165,102,143,146,204,133,235,177
ZK84.7,2,0,0,1,1,0,1,1,0,1,0,1
M04D8.1,1,0,1,1,0,0,0,0,0,0,1,2
M04D8.2,95,22,58,35,46,31,44,44,69,47,77,56
M04D8.3,23,7,17,16,24,5,10,16,21,7,22,12
ZC334.3,18,10,8,15,20,17,18,15,8,9,8,14
ZC334.8,1,1,2,0,2,3,1,0,2,0,0,2
ZC334.1,49,28,34,21,33,28,15,27,33,37,39,33
ZC334.11,37,18,30,25,32,15,14,35,24,35,40,28
ZC334.9,42,15,26,25,28,24,25,29,23,21,14,15
ZC334.10,39,8,13,15,31,13,10,13,24,14,20,16
ZK75.3,54,17,24,27,28,15,17,36,50,28,50,46
ZC334.2,10,4,9,6,4,5,10,10,6,8,2,9
T10D4.4,3,3,11,2,9,6,5,6,0,0,4,3
Y8A9A.6,3,3,7,2,2,0,4,4,2,1,4,0
W09C5.4,46,16,24,29,40,17,25,21,30,19,36,21
F52B11.6,253,148,206,143,201,162,210,249,209,180,183,219
K02E2.4,42,7,28,19,26,18,15,17,35,22,33,19
Y53H1A.4a,9,3,1,2,1,0,0,1,0,2,3,1
F08G2.6,8,3,2,4,7,4,5,6,3,8,1,4
C17C3.20,0,0,0,0,0,0,0,0,0,0,0,0
F21E9.4,3,0,0,0,4,1,1,1,0,0,1,2
ZK75.1,11,6,12,9,11,6,7,12,8,11,10,18
ZK84.3,7,6,7,5,5,9,12,9,6,17,6,3
ZK84.6,49,21,49,33,39,16,18,33,46,41,47,44
ZK1251.2a,210,72,117,95,163,63,80,79,138,105,183,132
ZK1251.11a,1,1,0,0,0,0,1,0,0,1,0,0
C06E2.8,0,0,0,0,0,0,2,0,0,0,0,0
F43E2.3a,548,228,410,272,424,275,338,410,511,359,549,458
C16E9.4a,71,49,70,45,70,71,86,130,130,92,91,105
T18H9.5a,96,47,67,56,57,57,57,91,76,82,62,75
W04D2.3a,583,288,397,371,425,342,357,477,383,473,387,389
ZK770.3,1078,586,879,515,723,731,836,1136,888,882,813,1047
Y8G1A.2,961,486,801,547,702,666,734,1050,972,807,790,928
F07A5.1a,662,272,378,386,448,346,402,460,398,372,342,401
R12E2.9,1704,602,1154,922,1327,687,996,1106,1480,1164,1701,1262
R12E2.5,1696,573,1102,843,1322,766,1079,1038,1502,1146,1595,1274
R12E2.4a,392,108,222,182,281,140,184,201,322,211,286,245
C18H7.2a,3,1,3,1,0,2,3,1,3,1,1,1
T16H5.1a,1,0,0,1,1,1,0,1,1,0,0,4
F08G12.10,2644,1500,2387,1397,2085,1928,1866,2832,2008,2585,1733,2366
T23H4.1a,36,27,20,18,17,22,32,41,41,39,30,43
Y47G6A.1,1403,716,837,829,875,856,886,1071,804,868,636,890
Y47G6A.2,3844,2324,2234,2069,2043,2454,2558,3223,2173,2224,1254,2688
F22F4.2,5383,3363,4389,2607,3894,4267,3964,5612,4180,3797,3342,5116
R09F10.4,508,291,479,282,421,399,427,641,535,523,482,602
C36H8.2,91,46,76,65,87,50,86,132,117,145,100,115
K02B2.4a,627,402,369,312,347,434,422,655,384,341,265,457
ZK792.2,4154,1968,2950,2696,2917,2466,2660,3445,2482,3457,2874,2941
ZK792.3,725,312,562,471,647,407,402,487,529,509,636,490
M03A1.6a,489,230,272,214,269,275,304,336,296,229,216,312
C09B8.1a,319,133,209,177,260,169,225,297,277,262,310,292
C41C4.4a,5230,2589,2981,2631,3178,2953,3163,4122,3213,2992,2610,3522
R03E9.4,6,3,2,4,6,7,4,12,7,1,4,13
M02A10.2a,33,16,28,13,26,24,28,26,30,16,32,14
K04G11.5a,49,25,40,21,50,25,38,47,59,42,46,69
C36F7.1,665,331,483,292,496,476,526,757,677,434,484,628
F42G8.12,9450,5039,5985,4856,6351,5654,5708,7437,6016,5004,4978,6481
C54D1.3b,150,69,96,66,71,105,93,118,107,81,80,99
F37A4.8,7730,4408,4283,3600,4062,5079,4847,6428,4391,3329,2656,5312
F33D4.2a,6,1,0,1,1,4,2,3,2,5,1,2
Y116A8C.36a,4547,2667,2424,2143,2456,2951,2855,3692,2658,2076,1537,3170
W03D8.6a,1044,409,620,479,772,541,697,771,830,556,817,769
C02B10.1,7179,3681,4306,3280,4795,4012,4261,4795,4506,3298,3991,4492
Y105C5B.21a,82,39,49,54,58,47,62,85,47,46,50,67
R01B10.5,1267,790,798,700,821,888,941,1146,829,712,563,1032
JC8.2,5990,1964,3518,3174,4313,2415,2699,3212,3758,3361,4011,3352
JC8.4,788,274,435,465,492,361,364,414,454,447,471,429
JC8.7a,2422,847,1453,1318,1776,1040,1169,1321,1513,1323,1773,1438
F56D12.4a,32,27,18,15,25,21,19,33,21,11,12,24
F35C8.3,28,16,30,14,15,22,28,37,46,29,27,47
Y48B6A.11,1526,957,969,633,924,1126,1033,1318,1019,680,563,1202
B0478.1a,0,0,0,0,0,0,0,0,0,0,0,0
T22C1.7,466,272,344,211,370,323,402,598,480,360,378,558
Y77E11A.4,1298,628,689,711,897,681,777,856,788,758,668,781
C02D4.1,5,1,1,3,5,1,5,8,7,5,7,6
T24H10.7a,117,53,79,63,94,73,84,117,121,91,98,105
K01A11.1,79,42,65,55,64,52,43,67,52,76,48,66
K01A11.2,963,370,593,521,633,393,427,503,551,587,645,506
K01A11.3,17,12,10,5,7,10,13,10,11,2,5,12
K01A12.2,2,2,0,0,1,2,0,1,1,1,0,0
K01A12.3,9,4,12,4,7,6,12,6,8,6,6,9
K01A12.4,0,0,0,0,0,0,0,0,0,0,0,0
K01A2.10a,113,48,90,47,65,60,90,121,74,82,88,82
K01A2.12,0,0,0,0,0,0,0,0,0,0,0,0
K01A2.3a,10,4,10,1,5,2,3,8,6,8,9,9
K01A2.4a,120,49,95,74,99,76,97,101,109,130,105,98
K01A2.5a,541,223,448,341,438,354,391,569,478,491,514,550
K01A2.6,5,4,2,2,1,2,1,1,1,0,1,1
K01A2.9,0,0,0,0,0,0,0,0,0,0,0,0
K01A6.4,0,1,1,0,2,2,3,1,0,0,1,3
K01A6.5a,1,2,2,0,2,1,2,0,0,4,3,7
K01A6.6a,26,14,18,23,22,19,16,27,18,17,25,26
K01B6.3,87,31,57,47,58,39,62,76,106,84,122,95
K01B6.4,2,0,1,0,6,0,2,1,2,2,1,2
K01C8.1,2007,722,1381,1001,1586,958,967,1294,1496,1183,1782,1433
K01C8.2,129,45,77,63,83,51,76,80,97,82,121,87
K01D12.1,52,19,33,36,45,24,76,94,143,110,142,146
K01D12.10,0,0,0,0,0,0,0,0,2,0,0,1
K01D12.15,0,1,2,0,0,2,2,0,3,0,1,0
K01D12.3,11,4,4,5,11,3,14,29,15,10,17,24
K01D12.5,6,2,1,2,0,1,5,11,6,4,5,7
K01D12.6,3419,1647,1820,1720,1972,1793,1920,2325,2033,1777,1524,2084
K01D12.7,3,1,1,4,3,1,3,3,1,4,0,0
K01D12.8,1,0,5,0,1,0,2,1,1,4,2,3
K01D12.9,23,11,11,12,11,7,28,41,31,40,50,41
K01F9.2,69,20,45,49,53,29,45,49,75,48,78,54
K01G12.3,471,194,289,314,309,260,279,376,268,323,266,326
K01G5.10,212,139,135,115,149,154,127,202,145,136,119,124
K01G5.5,10273,5388,6055,5266,6219,6106,5827,7503,5766,4961,4545,6432
K01G5.8a,425,209,249,171,275,230,237,293,236,205,216,232
K01H12.4,4,2,1,0,1,1,4,4,1,0,3,2
K02A11.2,19,4,8,12,11,7,10,7,13,9,17,10
K02A11.4,624,206,412,294,413,246,304,278,519,343,585,378
K02A2.1,1,1,0,1,0,0,1,0,3,0,0,0
K02A2.5,12,7,8,7,8,9,5,7,9,8,6,8
K02A6.1,0,0,0,0,0,0,0,0,0,0,0,0
K02A6.2,3,2,4,1,1,3,5,2,3,0,2,5
K02A6.3a,62,27,55,35,53,49,54,63,57,45,66,73
K02A6.4,1,1,3,1,6,4,2,2,0,0,3,5
K02B12.2,1090,330,628,476,760,488,522,543,853,529,883,635
K02B12.5,2167,1247,1251,1102,1239,1364,1294,1768,1207,1159,871,1515
K02B12.6,0,3,0,0,4,0,1,0,0,0,1,3
K02B12.7,2659,1346,1457,1407,1593,1520,1668,2067,1614,1424,1188,1893
K02B12.9,6,7,5,4,12,2,4,5,3,1,8,6
K02B2.6,1,1,0,1,0,0,1,0,0,0,1,0
K02B7.3a,349,158,262,200,304,207,215,256,302,265,317,268
K02B9.3a,1,0,0,0,0,0,1,0,0,0,0,0
K02C4.2,15,2,15,8,12,5,5,6,14,5,12,10
K02C4.3a,7791,3894,4019,4068,4232,4361,4516,6001,4453,4004,3059,4797
K02C4.5,599,265,373,336,459,320,399,449,514,324,519,388
K02D10.2,4,0,4,1,2,3,3,5,8,3,3,5
K02D10.3,2,2,3,0,6,1,0,4,2,3,3,1
K02D10.4,129,45,93,89,101,64,68,85,130,92,126,110
K02D3.1,44,25,41,16,29,44,39,53,45,26,23,45
K02D3.2,32,17,15,15,32,16,28,34,34,31,41,21
K02E10.1,334,189,276,182,260,234,257,357,289,325,265,345
K02E10.4a,4,5,7,2,8,5,4,5,12,7,9,10
K02E10.5,10,3,4,4,5,2,2,3,5,2,6,4
K02E10.6,92,36,91,65,98,61,79,94,117,106,131,108
K02E10.7,46,13,22,15,21,16,19,24,23,20,21,26
K02E11.10,3,1,3,0,3,5,2,1,0,1,0,1
K02E11.3,144,47,101,64,116,64,81,84,121,83,133,99
K02E11.4a,103,31,74,52,74,52,41,46,69,59,82,58
K02E11.5,134,36,83,59,99,50,50,59,98,81,109,68
K02E11.6,128,36,78,56,88,47,49,69,91,52,120,77
K02E11.7,23,11,17,9,18,14,15,12,21,17,20,17
K02E11.9,0,0,1,1,3,0,1,4,1,0,1,1
K02E2.1,3,4,1,1,2,4,3,2,5,2,0,4
K02E2.6,328,101,197,158,230,130,177,190,239,203,309,191
K02E2.7a,4,1,2,4,3,3,2,1,1,3,6,1
K02E2.8a,0,0,0,0,0,1,0,0,0,0,0,0
K02E7.1,0,0,0,0,0,0,0,0,1,0,0,0
K02E7.11,4,2,5,4,5,0,4,3,4,2,4,5
K02E7.12,13,5,6,5,6,4,8,7,2,4,7,3
K02E7.4,4,1,1,0,5,3,4,2,5,1,1,6
K02E7.6,401,172,287,201,302,250,245,349,318,279,323,318
K02E7.7,5,1,5,2,2,6,5,4,4,3,5,3
K02F2.5,150,98,155,92,142,114,120,184,135,167,126,144
K02F3.12a,63,29,26,22,29,28,36,48,28,29,23,30
K02F3.2a,1208,760,733,555,720,808,823,1033,864,602,545,952
K02F3.9,920,311,552,549,622,375,469,502,630,553,798,475
K02F6.1,6,4,5,2,5,5,1,5,7,8,4,4
K02F6.3,3,3,0,0,1,1,6,3,2,2,1,5
K02F6.4,1,0,1,0,2,2,0,2,2,1,1,0
K02F6.5,0,0,0,0,0,0,0,0,0,0,0,0
K02F6.6,5,0,4,2,3,1,3,1,6,2,4,1
K02F6.7,1111,676,679,558,611,725,772,920,648,583,371,834
K02F6.8,0,0,0,0,0,0,0,0,0,0,0,0
K02G10.5a,67,37,70,44,80,48,90,97,91,91,97,95
K02H11.4,4,0,0,1,1,0,0,1,0,0,1,0
K02H11.9,7,2,2,3,1,1,2,1,2,3,2,0
K03A1.4a,7,8,5,4,8,2,7,6,7,5,13,9
K03A11.1,343,234,242,180,232,318,248,410,267,284,157,310
K03A11.4,5,2,2,2,4,1,2,2,2,1,1,1
K03A11.5,99,29,61,51,89,45,84,63,99,91,82,103
K03A11.6,4,0,2,2,6,0,7,7,7,3,1,5
K03B4.1,2317,1189,1203,1184,1293,1326,1336,1673,1252,1047,940,1423
K03B4.2,697,345,396,358,424,495,545,701,484,398,318,433
K03B4.4a,21,7,15,14,12,11,10,18,16,8,22,18
K03B4.6,13,6,6,8,14,4,9,12,18,12,14,8
K03B8.11,3,0,0,2,1,4,0,2,4,0,3,4
K03B8.4,11,6,8,3,4,6,6,3,4,3,7,2
K03B8.6,144,73,107,93,128,104,157,178,193,180,197,211
K03B8.8,136,60,104,58,82,52,70,104,87,105,111,118
K03C7.3,0,0,0,0,0,0,0,0,0,0,0,0
K03D3.14,0,0,0,0,0,0,0,0,0,0,0,0
K03D3.2,6,2,5,4,2,4,3,5,6,6,4,4
K03D3.5,8,5,12,10,2,1,11,2,0,0,5,2
K03D7.8,2,0,0,2,0,0,0,1,1,1,2,0
K03D7.9,0,0,0,0,0,0,0,0,0,0,0,0
K03H1.11,915,371,628,518,678,422,447,617,634,628,646,576
K03H1.12,0,1,0,0,1,2,0,2,0,0,2,0
K03H1.13a,284,109,162,148,210,114,123,159,218,153,222,202
K03H1.5,269,122,149,115,179,141,166,209,226,146,185,235
K03H1.7,4654,1583,2793,2653,3152,1895,2214,2581,2718,2860,3310,2622
K03H1.8,0,1,0,1,1,2,0,0,0,1,0,0
K03H1.9,1,0,1,0,0,0,0,0,0,0,0,0
K03H6.1,6,3,4,5,3,5,7,14,5,3,0,4
K03H6.2a,81,35,58,41,77,29,34,60,81,68,89,64
K03H6.4,1,1,0,2,0,0,0,1,1,0,1,0
K03H6.5a,11,11,6,10,7,16,12,9,22,15,7,18
K03H9.1,0,0,0,0,1,0,0,0,0,0,0,1
K03H9.3,4,2,1,3,3,3,3,7,5,2,3,4
K04A8.1,618,255,433,317,509,287,355,454,582,418,603,467
K04A8.2,2,1,2,0,3,2,4,3,5,4,3,0
K04B12.2a,77,39,64,27,45,42,49,72,47,82,64,60
K04C1.2a,16,4,12,3,12,11,7,18,7,2,8,12
K04C1.3,665,246,418,304,486,275,301,371,491,338,541,420
K04C1.5,3860,1264,2162,2158,2568,1562,1718,1895,2045,1974,2527,1946
K04C2.2,2634,1388,1604,1350,1602,1510,1598,2054,1565,1549,1239,1830
K04C2.3a,1945,1041,1214,1067,1202,1134,1228,1594,1213,1232,941,1256
K04C2.5,5,3,3,5,2,3,5,5,3,2,3,5
K04C2.7,9,2,8,5,11,5,10,13,10,11,8,5
K04C2.8,32,11,21,21,25,13,15,28,15,17,22,19
K04D7.6,11,2,8,15,6,9,10,7,12,10,17,8
K04E7.1,1,0,3,2,0,1,0,1,2,0,1,2
K04F1.1,0,0,0,0,0,0,0,0,0,0,0,0
K04F1.8a,0,1,0,2,1,0,0,0,0,0,1,0
K04F1.9a,294,80,165,125,233,129,144,194,231,158,277,225
K04F10.1,197,75,133,105,132,88,97,115,132,121,155,127
K04F10.2,72,26,52,34,50,24,58,50,73,56,64,65
K04F10.3a,767,270,471,535,555,368,481,510,500,499,532,487
K04F10.7,1831,1060,1176,948,1216,1145,1157,1622,1264,1165,868,1377
K04G11.1,0,0,0,0,0,0,0,1,0,1,0,0
K04G11.3,113,35,71,65,74,53,61,56,107,73,117,66
K04G2.10,2326,655,1304,1112,1578,870,983,1008,1558,1002,1859,1255
K04G2.12,12,5,7,3,10,2,13,9,10,6,18,12
K04G2.4,692,241,349,345,530,283,370,397,456,373,524,405
K04G2.7a,2,1,1,2,1,1,0,1,0,0,0,3
K04G2.9,290,145,247,164,244,160,193,239,264,259,309,274
K04G7.1,2715,1428,1456,1358,1463,1591,1594,2058,1454,1549,1028,1715
K04H4.2a,12,13,16,11,22,9,20,33,27,20,41,34
K04H4.5,6,3,3,0,2,2,5,9,1,3,2,4
K04H8.2,0,0,0,0,0,0,0,0,0,0,0,0
K04H8.3,7,6,5,3,4,5,3,7,5,3,1,4
K05B2.2a,103,64,80,52,87,59,80,104,89,64,81,93
K05B2.4,42,23,29,16,34,21,28,37,45,37,29,33
K05C4.10,3,2,0,3,0,1,1,3,2,0,1,2
K05C4.2,3033,1637,1733,1516,1778,1834,1984,2353,1874,1636,1371,1992
K05C4.3,46,15,26,23,19,23,33,35,40,19,38,31
K05C4.4,309,160,138,153,167,177,185,219,154,159,125,204
K05C4.5,4207,1509,2436,2202,2695,1850,2069,2554,2458,2625,2442,2463
K05C4.7,3858,1881,2320,2173,2415,2096,2149,2907,2208,2438,1826,2507
K05C4.8,19,2,14,5,8,4,7,7,10,6,12,13
K05C4.9,539,321,444,307,435,362,343,506,501,407,457,542
K05D4.9,0,0,0,0,0,0,0,0,0,1,0,1
K05F1.1,3,1,4,1,2,0,8,2,6,3,4,7
K05F1.10,411,137,272,214,338,184,226,227,292,251,366,239
K05F1.6a,63,27,22,10,32,44,38,47,59,37,27,44
K05F1.8,0,0,0,1,1,1,0,0,0,0,1,0
K05F1.9,4,3,2,3,3,4,0,2,0,6,2,1
K05F6.10,0,0,0,0,0,0,0,0,1,1,0,0
K05F6.12,49,23,29,24,49,34,25,34,48,27,22,46
K05F6.4,281,129,182,166,230,149,144,200,220,174,219,191
K05F6.8,0,1,0,1,0,1,1,2,0,1,0,1
K05G3.1,2,2,3,1,4,3,3,1,1,4,1,4
K05G3.2,6,2,2,1,2,3,1,3,7,4,4,5
K06A1.2a,3,0,1,1,2,1,1,1,0,1,1,2
K06A4.2a,11,4,11,11,13,5,10,13,23,13,22,15
K06A4.6,1,0,0,0,0,0,0,0,0,0,0,0
K06A4.7,11304,3458,7179,5414,8000,3954,5080,5440,8654,6520,10390,6184
K06A5.1a,2611,1355,1401,1363,1454,1535,1558,1785,1414,1233,956,1643
K06A5.2,16,8,5,10,9,11,7,16,5,9,10,6
K06A5.3,29,12,13,13,21,13,8,19,23,11,26,20
K06A9.1a,67,33,36,28,60,49,72,73,77,34,60,72
K06A9.2,58,26,19,28,35,36,38,45,30,30,33,39
K06A9.3,26,11,18,16,30,9,16,16,24,16,30,17
K06B4.15,1,2,1,1,1,0,0,0,0,0,1,0
K06B4.3,0,0,0,0,0,0,0,0,0,1,0,0
K06B4.4,1,0,0,1,0,0,1,1,2,3,1,1
K06B9.2,29,14,17,17,16,11,13,13,20,17,21,16
K06B9.4,799,451,394,311,371,508,444,610,419,309,202,566
K06B9.6,3,3,4,3,5,2,4,0,8,4,6,3
K06C4.1,0,0,0,0,0,0,0,0,0,0,0,0
K06G5.1a,1331,534,814,642,1053,537,720,736,1013,709,1016,874
K06G5.3,6,1,5,1,0,2,2,0,2,3,2,1
K06H6.1,0,0,0,0,0,0,0,0,0,0,0,0
K06H6.2,0,0,0,0,0,0,0,0,0,0,0,0
K06H6.4,0,0,0,0,0,0,0,0,0,0,0,0
K06H6.5,0,0,0,0,0,0,1,0,0,0,0,0
K06H6.6,0,0,0,0,0,0,0,0,0,0,0,0
K06H7.1,18,5,14,5,9,7,8,10,9,9,18,11
K06H7.2,407,147,267,214,385,225,277,300,499,283,473,341
K06H7.7,1643,533,867,877,1107,675,713,812,984,854,1060,816
K06H7.8,3,2,3,0,3,1,2,3,1,2,1,1
K07A1.1,3013,1097,2029,1935,2194,1242,1454,1740,1791,2088,2226,1857
