external_gene_name,Uniq_reads_num.5784560.,Uniq_reads_num.5230459.
Y47D3A.10,3,72
Y47D3A.13,15,107
Y47D3A.14,113,65
Y47D3A.21,369,230
Y47D3A.23a,187,102
Y47D3A.25,258,201
Y47D3A.26,2885,1587
Y47D3A.31,11,85
Y47D3A.4,735,450
Y47D3A.5,3,18
Y47D3A.6a,773,514
Y47D3B.10,96,138
Y47D3B.4,12,4
Y47D3B.6,22,57
Y47D7A.1,60,40
Y47D7A.14a,356,218
Y47D9A.1a,13,17
Y47D9A.1b,2,3
Y47D9A.2a,57,34
Y47D9A.3,1,4
Y47D9A.5,3,36
Y47G6A.1,362,230
Y47G6A.12,2721,1540
Y47G6A.14,289,179
Y47G6A.15,47,11
Y47G6A.18,449,323
Y47G6A.20a,4,3
Y47G6A.20b,406,200
Y47G6A.21,82,84
Y47G6A.22,347,469
Y47G6A.24a,74,41
Y47G6A.25,656,325
Y47G6A.3,15,61
Y47G6A.33,203,306
Y47G6A.4,604,314
Y47G6A.7a,16,30
Y47G6A.7b,3,11
Y47G6A.8,1630,872
Y47G7B.2,25,12
Y47H9C.12,2,1
Y47H9C.2,2,6
Y47H9C.4d,54,56
Y47H9C.7,429,258
Y47H9C.8,491,265
Y48A5A.1,371,218
Y48A5A.2,55,37
Y48A5A.3,58,41
Y48A6A.1,8,7
Y48A6B.3,527,383
Y48A6B.5,198,128
Y48A6B.6b,8,4
Y48A6B.7,30,24
Y48A6B.9,6,9
Y48A6C.4,798,451
Y48A6C.5b,2,1
Y48B6A.1,1044,602
Y48B6A.13b,14,13
Y48B6A.14,1028,738
Y48B6A.2,915,1084
Y48B6A.6b,465,654
Y48B6A.8,2,2
Y48B6A.9,2,2
Y48C3A.10,236,158
Y48C3A.16,132,96
Y48C3A.17b,278,180
Y48C3A.18a,28,10
Y48C3A.5c,22,19
Y48C3A.7,720,457
Y48D7A.2,15,18
Y48E1A.1b,91,54
Y48E1B.10,149,187
Y48E1B.11,6,29
Y48E1B.12,344,195
Y48E1B.13a,8,11
Y48E1B.14b,62,42
Y48E1B.3a,131,88
Y48E1B.8,2,4
Y48E1B.9a,2,6
Y48E1C.1c,95,60
Y48E1C.2,389,219
Y48E1C.4a,41,20
Y48G10A.1,497,297
Y48G10A.2,464,241
Y48G10A.3,356,328
Y48G10A.6,6,7
Y48G1A.2,290,185
Y48G1A.3,219,107
Y48G1A.6a,5,6
Y48G1A.6b,7,2
Y48G1C.1,481,322
Y48G1C.11,445,247
Y48G1C.2,647,373
Y48G1C.4,362,229
Y48G1C.6,36,26
Y48G1C.7,1346,801
Y48G1C.9,96,72
Y48G8AL.1,1111,661
Y48G8AL.12,2,2
Y48G8AL.13,379,629
Y48G8AL.14,517,324
Y48G8AL.15,39,26
Y48G8AL.6,1416,775
Y48G8AL.7,77,54
Y48G8AL.8a,5478,4111
Y48G8AL.9,310,169
Y48G8AR.1,49,95
Y48G9A.10,1,1
Y48G9A.8,450,283
Y48G9A.9a,78,114
Y49A10A.2,50,35
Y49A3A.2,2978,2959
Y49A3A.3,472,329
Y49A3A.5,1124,707
Y49E10.1,1165,822
Y49E10.14,1447,742
Y49E10.15,570,341
Y49E10.16,242,473
Y49E10.17b,3,15
Y49E10.18,52,99
Y49E10.2,262,180
Y49E10.20,804,665
Y49E10.22,35,25
Y49E10.3a,315,157
Y49E10.4,406,239
Y49E10.6,784,659
Y49F6B.1,335,212
Y49F6B.10,122,152
Y49F6B.2,184,100
Y49F6B.4,1046,552
Y49F6B.9a,6,4
Y49F6C.3,10,9
Y49F6C.8,110,73
Y49G5B.1,236,120
Y4C6A.3,562,308
Y4C6B.6,167,230
Y4C6B.7,42,122
Y50C1A.1,734,674
Y50D4A.1a,194,103
Y50D4A.2b,1,2
Y50D4A.5,17,9
Y50D4B.6,2,5
Y50D4C.1a,161,107
Y50D4C.4,1033,563
Y50D4C.6,166,100
Y50D7A.10,143,71
Y50D7A.3b,88,56
Y50D7A.6,76,51
Y50D7A.7,430,768
Y50D7A.9,374,229
Y50E8A.12b,2,7
Y50E8A.4a,146,74
Y50E8A.4c,19,3
Y50E8A.5,3,6
Y50E8A.9,6,20
Y51A2D.10,135,311
Y51A2D.11,43,21
Y51A2D.13a,9,12
Y51A2D.17,58,78
Y51A2D.21,12,10
Y51A2D.9,294,602
Y51B9A.3,1,36
Y51B9A.4,4,4
Y51B9A.5,3,35
Y51B9A.7,1,3
Y51B9A.9,5,3
Y51F10.10,685,512
Y51F10.2,2464,1149
Y51F10.4b,396,283
Y51F10.5,397,253
Y51F10.7,378,420
Y51H1A.1b,8,6
Y51H1A.3a,84,99
Y51H1A.3b,4,4
Y51H1A.4,639,462
Y51H1A.5,303,192
Y51H1A.6b,190,112
Y51H4A.15b,333,208
Y51H4A.25a,18,18
Y51H4A.3,1279,1019
Y51H4A.4,2,3
Y51H4A.7,99,169
Y51H4A.8,10,15
Y51H4A.935,2,9
Y51H7C.1,148,383
Y51H7C.13,37,85
Y51H7C.3,390,170
Y51H7C.6c,308,203
Y51H7C.7,166,101
Y52B11A.1,1,16
Y52B11A.8,389,258
Y52B11A.9,533,378
Y52D3.1a,430,222
Y52E8A.2,130,78
Y52E8A.3,2,4
Y53C10A.12,1233,728
Y53C10A.4,24,34
Y53C10A.5,87,255
Y53C12A.1,2890,1605
Y53C12A.10,331,175
Y53C12A.11,153,52
Y53C12A.2,15,9
Y53C12A.3,330,202
Y53C12A.4,567,315
Y53C12A.6,51,24
Y53C12A.7,1,12
Y53C12B.2,1236,882
Y53C12B.3a,28,20
Y53C12B.3b,165,76
Y53C12B.7,2,3
Y53F4B.14,83,66
Y53F4B.15,484,351
Y53F4B.2,44,62
Y53F4B.22,437,279
Y53F4B.23,1,3
Y53F4B.29,76,126
Y53F4B.3,274,190
Y53F4B.30,242,381
Y53F4B.31,11,20
Y53F4B.32,4,5
Y53F4B.33,22,87
Y53F4B.39b,18,9
Y53F4B.4b,47,42
Y53G8AL.2,1530,1421
Y53G8AR.3,206,159
Y53G8AR.5,245,155
Y53G8AR.6,625,368
Y53G8AR.8,224,175
Y53G8B.1,30,41
Y53G8B.2,62,62
Y53H1A.2b,2,1
Y53H1A.5,325,204
Y53H1B.1,11,23
Y53H1B.2,281,675
Y53H1C.2a,1489,965
Y54E10A.10,493,308
Y54E10A.12,1239,750
Y54E10A.16a,17,42
Y54E10A.17,50,118
Y54E10A.3,711,430
Y54E10A.4b,9,65
Y54E10A.5,181,113
Y54E10A.6,1002,524
Y54E10A.7,317,265
Y54E10A.9a,8,3
Y54E10A.9b,54,19
Y54E10BL.5,759,731
Y54E10BL.6,799,543
Y54E10BR.1b,467,273
Y54E10BR.2,380,235
Y54E10BR.4,1000,859
Y54E10BR.5,627,393
Y54E10BR.7,7,6
Y54E10BR.8,304,189
Y54E2A.10,12,12
Y54E2A.11a,2478,1532
Y54E2A.12,1097,1175
Y54E2A.3,516,315
Y54E2A.8,485,362
Y54E5A.1,2,11
Y54E5A.5,300,201
Y54E5A.8a,41,61
Y54E5B.1a,263,161
Y54E5B.3a,13,3
Y54E5B.3b,4,4
Y54E5B.4,228,170
Y54F10AL.1a,104,69
Y54F10AL.2b,407,230
Y54F10AM.1,1,5
Y54F10AM.11,307,167
Y54F10AM.4c,7,2
Y54F10AM.5,495,428
Y54F10AM.6,2,5
Y54F10AM.8,247,404
Y54F10AR.2,332,258
Y54F10BM.12,11,17
Y54F10BM.13,23,23
Y54F10BM.14,83,48
Y54F10BM.2,3846,2153
Y54G11A.10a,14,14
Y54G11A.11,246,199
Y54G11A.17,293,247
Y54G11A.2,427,242
Y54G11A.5,223,294
Y54G11A.6,367,353
Y54G11A.7,61,79
Y54G11A.8a,14,10
Y54G11A.8b,2,2
Y54G11A.9,131,97
Y54G11B.1,2,11
Y54G2A.1,1,1
Y54G2A.10a,8,28
Y54G2A.11a,352,588
Y54G2A.14,165,382
Y54G2A.17c,194,115
Y54G2A.18,770,847
Y54G2A.19,65,28
Y54G2A.23,663,435
Y54G2A.25a,4,8
Y54G2A.26a,99,76
Y54G2A.29,4,2
Y54G2A.2a,247,177
Y54G2A.2b,4,4
Y54G2A.31,409,217
Y54G2A.32,6,30
Y54G2A.33,108,303
Y54G2A.36,148,100
Y54G2A.39,9,31
Y54G2A.3a,23,9
Y54G2A.3b,1,1
Y54G2A.41,1,5
Y54G2A.45,43,32
Y54G2A.47,1,9
Y54G2A.52,4,11
Y54G2A.5a,65,58
Y54G2A.6,139,97
Y54G2A.9,5,7
Y54G9A.6,1032,547
Y54G9A.7,413,247
Y54G9A.9,9,15
Y54H5A.1,1655,876
Y54H5A.2,307,223
Y54H5A.3,1278,726
Y55B1AL.1,121,57
Y55B1AL.2,80,87
Y55B1AR.1,1425,3126
Y55B1AR.4,3,93
Y55B1BL.1,68,132
Y55B1BM.1a,46,17
Y55B1BM.1b,7,8
Y55D5A.1a,5,6
Y55D5A.5a,769,552
Y55D5A.5b,10,8
Y55D9A.1b,13,4
Y55D9A.2a,6,1
Y55F3AL.1,1304,761
Y55F3AM.1,244,125
Y55F3AM.10,5,22
Y55F3AM.12,684,372
Y55F3AM.13,923,669
Y55F3AM.15,780,554
Y55F3AM.3b,16,15
Y55F3AM.4,498,332
Y55F3AM.5,113,81
Y55F3AM.6a,200,149
Y55F3AM.8,67,47
Y55F3AM.9,653,554
Y55F3AR.1,291,151
Y55F3BR.6,237,206
Y55F3BR.8a,4,5
Y55F3C.3a,19,32
Y55H10A.1,1867,1788
Y56A3A.11,159,84
Y56A3A.12a,12,8
Y56A3A.13,527,423
Y56A3A.17b,931,549
Y56A3A.18,250,205
Y56A3A.19,621,652
Y56A3A.1b,609,312
Y56A3A.20,1196,672
Y56A3A.21,2116,1740
Y56A3A.22,396,238
Y56A3A.27,528,313
Y56A3A.29a,312,154
Y56A3A.3,67,87
Y56A3A.30,78,125
Y56A3A.31,223,189
Y56A3A.32,1138,934
Y56A3A.4a,43,18
Y57A10A.11,121,36
Y57A10A.13,1557,847
Y57A10A.14,1,2
Y57A10A.16,149,75
Y57A10A.18a,24,19
Y57A10A.18b,95,51
Y57A10A.2,172,87
Y57A10A.23,19,31
Y57A10A.25,436,253
Y57A10A.26,78,100
Y57A10A.27,226,178
Y57A10A.29,180,95
Y57A10A.3,125,73
Y57A10A.30,56,52
Y57A10A.8,362,212
Y57A10A.9,10,11
Y57A10B.1,6,14
Y57A10B.3,60,103
Y57A10B.6,4,7
Y57A10C.1,2,1
Y57A10C.6,130,255
Y57E12AL.1a,1237,892
Y57E12AL.6,1085,658
Y57E12AM.1,346,240
Y57E12AR.1,10,6
Y57G11A.1a,1,1
Y57G11A.1b,66,185
Y57G11A.4,8,10
Y57G11B.5,753,2297
Y57G11C.10a,2391,2055
Y57G11C.1130,29,28
Y57G11C.11a,186,137
Y57G11C.12a,418,304
Y57G11C.12b,1100,929
Y57G11C.13,767,526
Y57G11C.15,8553,5044
Y57G11C.16,12667,10043
Y57G11C.22a,15,21
Y57G11C.24h,18,14
Y57G11C.31,10,10
Y57G11C.33,172,122
Y57G11C.36,189,274
Y57G11C.38,6,18
Y57G11C.3a,14,3
Y57G11C.4,148,101
Y57G11C.40,16,33
Y57G11C.43,293,156
Y57G11C.45b,52,25
Y57G11C.46,14,20
Y57G11C.51,237,162
Y57G11C.52,2,6
Y57G11C.8,82,80
Y57G11C.9a,64,39
Y57G11C.9b,51,49
Y57G7A.1,4,5
Y57G7A.10,436,326
Y57G7A.11,1,1
Y58A7A.1a,22,46
Y59A8A.1,1131,610
Y59A8A.3,6463,3955
Y59A8B.10a,203,134
Y59A8B.11,71,46
Y59A8B.12,251,160
Y59A8B.14,1263,796
Y59A8B.20,6,4
Y59A8B.22a,1165,751
Y59A8B.23a,232,176
Y59A8B.6,1269,952
Y59A8B.8,300,213
Y59C2A.1,84,159
Y59E9AL.6,60,523
Y59E9AL.7,150,112
Y5F2A.1,1568,3924
Y5F2A.2,184,292
Y5F2A.4,897,535
Y5H2B.2a,1,1
Y5H2B.2b,1,1
Y5H2B.5,3,8
Y60A3A.1,407,426
Y60A3A.12,326,198
Y60A3A.13a,27,11
Y60A3A.18,32,59
Y60A3A.21a,18,30
Y60A3A.7,178,122
Y60A3A.9,794,610
Y61A9LA.10,1287,815
Y61A9LA.11a,3,2
Y61A9LA.11b,1,2
Y61A9LA.3a,16,9
Y61A9LA.3b,15,27
Y62E10A.1,932,757
Y62E10A.10,855,630
Y62E10A.11a,132,84
Y62E10A.11b,174,82
Y62E10A.12,276,188
Y62E10A.13b,3,2
Y62E10A.13c,1,1
Y62E10A.14,673,392
Y62E10A.2,372,219
Y62E10A.20,69,24
Y62E10A.5a,33,16
Y62E10A.6,402,222
Y62E10A.8a,276,203
Y62E10A.9,90,53
Y62F5A.12,423,270
Y62F5A.9,13,17
Y62H9A.15a,1,1
Y62H9A.3,913,980
Y62H9A.4,1141,1033
Y62H9A.5,1738,3206
Y62H9A.6,2451,4025
Y63D3A.4,360,186
Y63D3A.5,1285,849
Y63D3A.6b,379,324
Y63D3A.7,70,74
Y63D3A.8,482,373
Y65A5A.1,1,1
Y65B4A.1,694,455
Y65B4A.2,18,17
Y65B4A.3,496,464
Y65B4A.7,2,8
Y65B4BL.1,10,7
Y65B4BL.2,3135,1636
Y65B4BL.3,182,122
Y65B4BL.4,534,308
Y65B4BL.5,4759,2443
Y65B4BR.1,3,6
Y65B4BR.2,3,2
Y65B4BR.4a,15,5
Y65B4BR.4b,7,9
Y65B4BR.5a,101,95
Y65B4BR.5b,238,108
Y65B4BR.6b,3,3
Y65B4BR.8,380,217
Y66A7A.2,94,59
Y66A7A.6,769,1494
Y66C5A.1,3,6
Y66D12A.10,257,158
Y66D12A.11,7,67
Y66D12A.12,38,27
Y66D12A.16a,12,3
Y66D12A.16b,14,9
Y66D12A.17,1155,572
Y66D12A.20,45,108
Y66D12A.22,46,34
Y66D12A.24,35,58
Y66D12A.3,5,35
Y66D12A.6,90,68
Y66D12A.7,61,43
Y66D12A.8,474,311
Y66D12A.9,270,214
Y66H1A.2,393,263
Y66H1A.4,620,417
Y66H1A.5,40,87
Y66H1B.4,658,608
Y67A10A.10,23,56
Y67A10A.4,44,35
Y67A10A.8,2,10
Y67A6A.1,6,115
Y67A6A.2a,6,17
Y67D2.1a,87,61
Y67D2.2,328,202
Y67D2.3,367,408
Y67D2.4a,154,89
Y67D2.5,112,65
Y67D2.7,573,333
Y67D8A.2c,180,106
Y67D8A.3,108,65
Y67D8C.8,86,359
Y67H2A.1,755,416
Y67H2A.2a,738,409
Y67H2A.4a,466,316
Y67H2A.4b,1,2
Y67H2A.5,1399,1478
Y67H2A.6a,10,1
Y67H2A.6b,31,11
Y67H2A.7,395,331
Y67H2A.8,3179,4489
Y69A2AR.18a,813,871
Y69A2AR.18b,904,1010
Y69A2AR.1a,20,19
Y69A2AR.21,498,430
Y69A2AR.22,63,124
Y69A2AR.28,157,119
Y69A2AR.2a,337,238
Y69A2AR.3,43,43
Y69A2AR.30a,217,145
Y69A2AR.30b,1,2
Y69A2AR.32a,30,50
Y69A2AR.5,3,5
Y69A2AR.6,214,189
Y69A2AR.7a,10,15
Y69A2AR.8,4,32
Y69E1A.1,29,296
Y69E1A.2,46,466
Y69E1A.4,3,65
Y69E1A.5,151,244
Y69E1A.8,9,76
Y69F12A.1,3,52
Y69F12A.2a,67,167
Y69H2.14,2544,6913
Y69H2.3c,7,13
Y69H2.3d,3,7
Y69H2.3e,36,119
Y69H2.6,28,49
Y69H2.9,11,78
Y6B3B.9,137,102
Y6D11A.1,283,193
Y6D11A.2,1052,618
Y6E2A.10,4,63
Y6G8.3,116,89
Y70C5C.6b,2,4
Y70D2A.2,4,4
Y71A12B.1,13192,10072
Y71D11A.2a,480,300
Y71F9AL.10,213,174
Y71F9AL.13a,2863,2649
Y71F9AL.14,142,78
Y71F9AL.16,670,368
Y71F9AL.17,3185,1923
Y71F9AL.18,3015,1735
Y71F9AL.4,110,253
Y71F9AL.5,22,20
Y71F9AL.9,3851,2732
Y71F9AM.4a,301,208
Y71F9AM.5a,72,58
Y71F9AM.5b,4,3
Y71F9AM.6,2352,1808
Y71F9AR.1,42,105
Y71F9B.1,45,50
Y71F9B.10a,1200,764
Y71F9B.13a,12,13
Y71F9B.16,482,323
Y71F9B.3,2163,1232
Y71F9B.4,179,127
Y71F9B.7,1298,801
Y71F9B.8,41,41
Y71G12B.10,351,251
Y71G12B.12a,198,142
Y71G12B.14,64,49
Y71G12B.15,654,643
Y71G12B.16,3,9
Y71G12B.17,9,40
Y71G12B.1b,28,19
Y71G12B.20a,106,68
Y71G12B.21,36,109
Y71G12B.22,17,28
Y71G12B.23a,13,10
Y71G12B.23b,4,2
Y71G12B.25,10,15
Y71G12B.27,3,60
Y71G12B.4,100,234
Y71G12B.6,120,231
Y71G12B.8,1035,641
Y71G12B.9a,500,286
Y71H10A.1a,140,131
Y71H10B.1a,401,267
Y71H2AL.1,95,151
Y71H2AM.1,359,214
Y71H2AM.11,436,292
Y71H2AM.12,15,21
Y71H2AM.13,504,898
Y71H2AM.17,959,594
Y71H2AM.19,1316,789
Y71H2AM.20a,489,299
Y71H2AM.20b,18,17
Y71H2AM.22b,2,5
Y71H2AM.23,4126,2930
Y71H2AM.4,593,603
Y71H2AM.5,1132,1488
Y71H2AM.6a,34,33
Y71H2AM.7,296,166
Y71H2AR.1,150,133
Y71H2AR.3,24,20
Y71H2B.1,28,38
Y71H2B.10a,1037,648
Y71H2B.2,903,636
Y71H2B.4,70,149
Y71H2B.7,27,58
Y71H9A.3,116,66
Y73B3A.10,94,78
Y73B3A.20,7,3
Y73B6A.1,17,49
Y73B6A.2,14,12
Y73B6A.4,405,258
Y73B6A.5a,1760,1120
Y73B6BL.1,2,12
Y73B6BL.13,3,3
Y73B6BL.14,22,13
Y73B6BL.18a,12,17
Y73B6BL.21,9,19
Y73B6BL.23,407,282
Y73B6BL.24,98,380
Y73B6BL.25,8,37
Y73B6BL.27,87,108
Y73B6BL.270,2,1
Y73B6BL.29,161,80
Y73B6BL.3,345,205
Y73B6BL.30,229,210
Y73B6BL.31a,1,2
Y73B6BL.32,346,231
Y73B6BL.33,1331,744
Y73B6BL.34,100,78
Y73B6BL.35,5,11
Y73B6BL.36,1,1
Y73B6BL.38,2738,1297
Y73B6BL.5a,103,54
Y73B6BL.5b,2,1
Y73B6BL.6a,57,45
Y73B6BL.6b,145,80
Y73B6BR.1a,36,65
Y73C8B.2,58,51
Y73C8B.3,44,73
Y73C8C.2,33,81
Y73E7A.1a,250,169
Y73E7A.6,111,76
Y73E7A.7,132,106
Y73F4A.1,62,138
Y73F4A.2,30,61
Y73F4A.3,5,16
Y73F8A.11,13,24
Y73F8A.19,1,1
Y73F8A.25a,338,182
Y73F8A.25c,1,1
Y73F8A.26,57,61
Y73F8A.27,344,255
Y73F8A.34a,94,53
Y73F8A.6,358,815
Y74C10AL.2,129,107
Y74C10AR.1,1158,923
Y74C10AR.3,518,311
Y74C9A.2,346,534
Y74C9A.3,204,171
Y74C9A.4a,10,15
Y74C9A.4b,6,4
Y75B12B.11,4,4
Y75B12B.1a,566,311
Y75B12B.2,8747,7193
Y75B12B.3,11,16
Y75B12B.4,126,153
Y75B12B.5,1557,1497
Y75B7AL.1,23,30
Y75B7AR.1,3,1
Y75B8A.1,19,36
Y75B8A.14,419,228
Y75B8A.16,301,182
Y75B8A.17,440,283
Y75B8A.18a,70,26
Y75B8A.20,5,2
Y75B8A.22,1831,1071
Y75B8A.27,109,169
Y75B8A.29,48,72
Y75B8A.30,321,208
Y75B8A.31,273,146
Y75B8A.35a,2,1
Y75B8A.9a,14,17
Y75D11A.3,73,38
Y76A2A.2a,118,77
Y76A2B.1,3947,2556
Y76A2B.3,164,355
Y76A2B.4,195,142
Y76A2B.5,742,989
Y76B12C.3,188,156
Y76B12C.9,14,4
Y77E11A.1,619,499
Y77E11A.11,822,573
Y77E11A.13a,318,204
Y77E11A.15,5481,10183
Y77E11A.2,79,191
Y77E11A.4,103,69
Y77E11A.7a,1391,923
Y79H2A.11,741,497
Y79H2A.1a,896,1232
Y79H2A.2a,20,20
Y79H2A.6,696,489
Y7A5A.1,300,551
Y7A9D.1,2,5
Y80D3A.1,1493,1090
Y80D3A.10,2,10
Y80D3A.2b,426,225
Y82E9BL.14,12,2
Y82E9BR.13,17,18
Y82E9BR.14a,383,332
Y82E9BR.15,172,149
Y82E9BR.16b,91,82
Y82E9BR.17b,1,1
Y82E9BR.21,5,6
Y82E9BR.3,3594,4565
Y87G2A.10a,373,293
Y87G2A.11,159,107
Y87G2A.17,40,47
Y87G2A.18,66,39
Y87G2A.19,3,19
Y87G2A.3,398,455
Y87G2A.4,13,14
Y87G2A.5,3386,1743
Y87G2A.6,903,528
Y87G2A.7,756,521
Y87G2A.8b,41,30
Y87G2A.9,126,123
Y8A9A.6,1,2
Y8G1A.2,163,220
Y92C3B.1,79,66
Y92C3B.2a,1,2
Y92C3B.3b,63,45
Y92H12A.1,853,533
Y92H12BL.5,103,95
Y92H12BR.2,338,236
Y92H12BR.8,438,282
Y94H6A.10,12135,14870
Y94H6A.12,18,13
Y94H6A.3,231,128
Y94H6A.5a,768,536
Y94H6A.8,637,727
Y94H6A.9a,272,175
Y95B8A.2,21,43
Y95B8A.4,6,34
Y95B8A.5,1142,653
Y95D11A.1,212,161
Y97E10AL.2,1117,781
Y97E10AL.3,217,122
Y97E10AR.3,545,351
Y97E10AR.7,95,64
Y97E10C.1,7,9
Y9C2UA.1b,2,1
ZC116.1b,3,10
ZC116.2,10,115
ZC123.1,3,11
ZC123.4a,26,22
ZC13.1b,29,24
ZC13.2,1,1
ZC13.4,4,1
ZC15.3,3,8
ZC15.7,9,18
ZC15.8,14,91
ZC155.1,1205,1700
ZC155.3,1674,940
ZC155.7,654,473
ZC168.3a,900,483
ZC168.4,3420,2266
ZC168.5,3,3
ZC168.6,12,78
ZC190.1,1,1
ZC196.1,1,18
ZC196.7,4,3
ZC204.12,10,26
ZC204.14,41,22
ZC204.2,103,55
ZC204.7,7,10
ZC21.2a,5,5
ZC21.8,3,44
ZC239.15,6,2
ZC239.20,7,1
ZC239.6,53,123
ZC247.3,17,19
ZC250.2,7,6
ZC250.4,9,21
ZC262.2a,406,226
ZC262.3a,1581,1153
ZC262.4,5,4
ZC262.8,496,276
ZC302.3,10,21
ZC308.1a,857,482
ZC308.4a,175,80
ZC317.6,3,34
ZC328.1,3,2
ZC328.2,7,8
ZC328.4,693,367
ZC334.11,37,100
ZC334.3,8,16
ZC373.5,12,19
ZC373.6,1,3
ZC373.7,24,40
ZC376.5,862,471
ZC376.8,12,162
ZC395.10,3342,2145
ZC395.2,133,113
ZC395.3b,5,3
ZC395.6,284,181
ZC395.7,135,82
ZC404.2,6,30
ZC404.3a,973,554
ZC404.8,8672,4462
ZC410.1a,13,28
ZC410.2,585,302
ZC410.5c,16,43
ZC410.7a,299,152
ZC412.3,129,274
ZC412.6,1,2
ZC416.2,12,9
ZC416.6,79,38
ZC416.8a,7,9
ZC416.8b,5,8
ZC434.2,24483,19935
ZC434.4,876,540
ZC434.5,6332,4041
ZC434.7a,423,267
ZC434.7b,121,75
ZC434.8,1453,1090
ZC443.1,8,22
ZC443.4,11,18
ZC443.6,6,5
ZC449.2,5,6
ZC449.3b,2,7
ZC449.7,15,16
ZC449.8,3,3
ZC455.4,4,11
ZC477.1,4,44
ZC477.3a,186,144
ZC477.5,479,225
ZC477.7,7,61
ZC477.9b,1,7
ZC477.9c,1,1
ZC482.1,2,2
ZC482.5,3,1
ZC504.4a,290,281
ZC506.3,122,115
ZC513.12,22,23
ZC513.5,1369,757
ZC513.6,3286,1574
ZC513.8,7,15
ZC518.1a,3,4
ZC518.3a,2,1
ZC518.3b,84,67
ZC53.7,166,67
ZC581.1,109,175
ZC581.3,268,402
ZC581.7,13,118
ZC64.2,143,345
ZC64.3a,1,3
ZC8.1,1,5
ZC8.4e,57,125
ZC97.1a,404,259
ZK1005.1b,1210,979
ZK1010.1,5404,4547
ZK1010.10,40,54
ZK1010.2,666,420
ZK1010.3,548,317
ZK1010.7,194,215
ZK1025.9,2,4
ZK105.1,374,506
ZK1053.5,2,2
ZK1055.6c,3,1
ZK1058.1,2301,2245
ZK1058.2,1403,1091
ZK1058.3,119,66
ZK1058.4,2592,1847
ZK1058.6,4,14
ZK1058.9b,440,931
ZK1067.1a,1,1
ZK1067.3,824,491
ZK1067.4,2,1
ZK1067.6,22,49
ZK1067.7,26,20
ZK1073.1,123,182
ZK1073.2,10,33
ZK1098.1,2587,1604
ZK1098.10a,1,1
ZK1098.10d,3,2
ZK1098.11,82,71
ZK1098.4,368,220
ZK1098.5,218,156
ZK1098.7,177,100
ZK1098.8,1377,828
ZK112.1,371,727
ZK112.2,671,719
ZK1127.1,1102,643
ZK1127.10,329,624
ZK1127.11,807,423
ZK1127.12,112,70
ZK1127.13,164,81
ZK1127.3,511,268
ZK1127.4,321,203
ZK1127.5,297,224
ZK1127.7,2062,1123
ZK1127.9d,443,289
ZK1128.1,529,292
ZK1128.4,634,382
ZK1128.5,582,411
ZK1151.1a,712,1657
ZK1151.1b,2231,2687
ZK1193.1,13826,26779
ZK1193.5a,16,34
ZK121.1a,24,18
ZK1225.5,1,36
ZK1225.6,5,37
ZK1236.2,224,257
ZK1236.5,222,124
ZK1236.6,609,450
ZK1236.7,1074,633
ZK1240.1,22,46
ZK1240.10,1,2
ZK1240.2,33,50
ZK1240.3,16,30
ZK1248.11,419,230
ZK1248.14,1301,798
ZK1248.15,1061,583
ZK1248.16,1295,2927
ZK1248.19,120,62
ZK1248.2,6,4
ZK1248.20,1,23
ZK1248.3a,66,41
ZK1248.6,28,304
ZK1251.2,1,8
ZK1251.6,42,371
ZK1290.10,11,15
ZK1290.12,56,75
ZK1290.13,26,37
ZK1290.14,14,18
ZK1290.3a,8,34
ZK1290.8,4,6
ZK1307.1a,46,68
ZK1307.3,4,36
ZK1307.4,16,103
ZK1307.5,715,396
ZK1307.8,1713,1341
ZK1307.9,1093,666
ZK131.11b,24,47
ZK131.5,17,37
ZK1320.10,29,72
ZK1320.11a,47,46
ZK1320.12a,11,7
ZK1320.12b,41,28
ZK1320.13,2,17
ZK1320.2,320,597
ZK1320.3,428,649
ZK1320.4,3,5
ZK1320.6,51,72
ZK1320.7,298,153
ZK1320.9,1299,1153
ZK1321.3,146,127
ZK1321.4b,16,27
ZK154.1,3,3
ZK154.3,78,143
ZK154.4,45,58
ZK154.6a,13,32
ZK154.6b,1,6
ZK177.4,762,407
ZK177.5,398,242
ZK177.6,1471,913
ZK180.1,4,8
ZK180.3a,271,162
ZK180.4,702,489
ZK185.5,34,100
ZK20.3,3200,2235
ZK20.4a,172,114
ZK20.5,1363,898
ZK228.4a,28,43
ZK256.1c,116,97
ZK262.2,4,2
ZK265.1a,1,2
ZK265.2,52,22
ZK265.3,29,228
ZK265.6,591,399
ZK265.7,6,4
ZK265.9,348,248
ZK270.2b,1668,1552
ZK287.2,31,37
ZK287.3,8,30
ZK287.5,493,310
ZK287.6,172,92
ZK287.9,3,5
ZK328.1a,9,5
ZK328.1b,8,4
ZK328.2,2644,1653
ZK328.5b,1955,1128
ZK328.5c,125,47
ZK328.6,14,39
ZK337.1a,2,5
ZK337.1b,2,2
ZK337.1c,1,5
ZK337.2,3,6
ZK337.5,7,13
ZK353.3,1,11
ZK353.6,1235,985
ZK353.7,433,208
ZK353.8,2677,1779
ZK353.9,261,180
ZK354.1,6,70
ZK354.11,36,337
ZK354.3,31,277
ZK354.4,13,72
ZK354.5,30,300
ZK354.8,12,128
ZK355.2a,1,4
ZK355.2b,4,3
ZK355.8,2,6
ZK370.2,26,29
ZK370.5,626,387
ZK370.7,204,128
ZK377.2a,2,3
