external_gene_name,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
srm-5,0,3,0,0,1,3
C54F6.15,6,9,7,7,4,9
srxa-11,0,1,0,0,0,1
srxa-12,5,6,3,3,1,1
srxa-13,1,1,0,1,1,0
srsx-10,2,1,4,2,0,1
srh-191,0,2,1,0,0,1
C36B1.13,41,48,44,32,47,39
gcp-2.3,10,1,4,2,3,4
T28B8.6,0,2,1,0,0,1
srsx-15,0,0,1,0,1,0
srsx-16,2,1,1,0,2,2
srsx-23,0,0,0,1,0,0
BE10.5,13,9,8,6,3,10
BE10.6,0,3,1,0,1,1
C01B9.3,0,0,0,0,0,0
C05B5.10,4,1,3,0,4,1
Y45G12C.16,543,583,600,690,810,716
C23H4.8,25,32,35,34,39,50
C44C10.12,0,0,1,0,0,0
D1025.10,225,235,225,199,218,204
F08G12.11,2,2,4,4,6,3
F23D12.8,0,1,0,0,0,0
F28H6.8,18,14,23,15,25,19
sssh-1,13,10,18,11,16,12
F42D1.4,3,6,2,4,2,5
F42F12.11,0,2,0,1,0,0
H03G16.6,2,2,6,1,3,5
H13N06.7,2,3,3,1,3,3
K09E9.4,13,18,20,17,17,13
M153.4,8,8,9,13,14,12
M163.9,0,2,1,0,2,1
M163.10,0,0,0,0,0,0
M163.11,4,8,2,0,1,7
T08D10.4,16,22,18,18,20,18
T24D5.6,54,54,44,42,63,45
VB0395L.1,29,31,16,30,37,42
W04G3.12,2,2,3,1,1,1
W04G3.10,2,2,3,1,1,2
W04G3.11,2,6,5,5,5,4
Y7A5A.10,1,1,2,0,4,2
Y7A5A.11,7,7,4,8,8,2
Y66C5A.1,16,16,14,13,22,19
Y66C5A.2,0,1,0,0,0,1
Y53C12A.8,1,4,1,3,2,6
F26C11.4,0,0,0,0,1,0
W10C6.2,2,1,1,2,2,3
C47G2.8,12,23,11,10,17,7
F49C5.10,0,2,0,0,1,0
F49C5.11,1,9,8,4,3,17
Y46G5A.39,20,30,30,14,22,9
C54C6.7,56,62,63,84,96,88
C36A4.11,33,41,25,36,43,49
M05D6.10,2,6,2,3,3,5
C06C3.10,4,9,2,5,6,11
Y51B9A.10,38,30,38,43,51,53
Y54E2A.13,0,0,0,1,0,0
fipr-5,5,5,7,5,10,7
fipr-9,4,8,5,7,7,4
C30G7.2,18,37,44,33,49,38
C30G7.3,1,5,7,4,13,4
C30G7.4,234,239,209,182,238,176
C30G7.5,0,0,0,0,0,0
C47E8.11,8,9,10,8,13,7
F09C6.11,2,8,3,2,5,4
F09C6.12,13,10,7,11,10,10
F09C6.13,7,10,4,11,10,14
F11A5.16,3,0,0,1,0,0
F14F8.14,1,0,0,0,0,0
ttll-9,0,2,0,0,3,0
F28F8.9,819,918,1002,981,1219,1334
F36D3.14,0,0,0,0,0,0
F43D2.6,235,244,285,299,351,389
F46B6.13,1,0,0,0,0,0
F47B8.13,0,0,1,0,0,0
F47B8.14,0,1,0,0,0,0
F49A5.10,2,0,2,3,2,2
F55C9.12,1,2,2,1,4,2
fbxb-63,160,175,194,119,150,167
F56H9.6,1,6,0,0,1,3
F57B1.8,0,3,0,0,0,0
H37A05.4,1589,1316,1403,893,1231,1232
H39E23.3,14,29,33,5,27,14
K10G4.10,39,33,25,31,30,22
T02E9.6,1,4,3,2,1,0
suds-3,1802,1829,2036,2249,2667,2550
T13F3.8,23,19,11,10,15,16
T26H5.9,2885,3210,2551,2471,3531,3274
Y6G8.5,13,13,23,15,14,22
Y6G8.6,0,3,3,2,5,4
Y32F6A.6,166,205,168,182,227,166
Y51A2D.21,42,37,47,35,48,51
Y60A3A.25,43,39,41,50,59,56
Y68A4A.13,194,215,217,168,224,190
Y102A5C.36,313,354,383,399,517,493
ZK228.10,3,5,5,5,6,8
C47E8.10,2,2,4,2,1,1
F23D12.9,17,19,19,10,27,16
F23H12.10,100,103,103,87,136,146
F28F8.10,86,62,72,61,66,77
Y102A5C.35,40,49,32,39,51,50
F41G3.18,55,43,46,44,68,61
T16G12.10,8,3,5,4,5,5
F17C8.8,126,126,152,157,224,158
C38D4.10,45,43,50,48,83,69
K08E5.4,19,20,19,12,25,13
C07A9.13,5,10,5,9,3,8
T03F6.7,0,2,2,1,2,1
T03F6.8,4,9,9,4,8,10
C36E8.6,0,0,0,0,0,0
C18D11.7,8,7,14,11,7,10
dolk-1,479,556,553,507,738,705
C06A1.7,0,1,1,2,5,1
C17E4.11,458,497,545,560,736,769
pals-9,1,1,2,0,5,6
C30H6.12,28,37,44,30,26,33
C33D9.10,8,10,6,5,8,3
C47E12.14,0,1,0,2,3,1
C53D6.11,47,46,42,41,61,38
C54C8.12,116,142,98,147,228,238
F16C3.4,0,2,6,1,2,6
F26D10.13,3,3,0,1,3,2
F32A7.8,4,5,1,1,1,3
F36D1.10,0,0,0,0,0,0
F36H2.4,0,0,0,1,0,0
F55B11.6,5,5,4,1,8,5
F56G4.7,2,0,2,0,1,1
F59C6.12,218,214,256,258,338,380
M117.6,108,108,116,133,193,170
Y45F10C.6,24,30,27,30,39,33
Y45F10D.16,4,2,1,1,3,4
Y57G11C.51,295,295,238,279,350,292
Y73F8A.36,0,1,3,0,0,0
Y87G2A.19,67,73,47,31,79,85
Y87G2A.20,4,7,2,1,8,8
Y95D11A.2,51,55,55,61,70,80
Y105C5A.26,0,0,0,0,0,0
Y105E8A.32,3,1,0,3,2,4
Y105E8B.11,0,1,0,0,0,0
ZK39.9,0,0,0,0,0,0
F41D3.12,1,0,0,0,0,0
T27E7.10,27,20,25,20,23,24
F35E2.10,4,4,2,4,4,2
nspa-2,0,0,1,0,0,0
nspa-4,0,1,0,1,1,2
nspa-6,0,0,1,0,0,0
nspa-7,0,0,0,0,0,0
nspa-10,0,0,0,0,0,0
nspa-11,1,0,0,0,1,0
nspa-12,0,0,1,0,0,0
F09C6.14,11,9,5,12,16,15
grl-32,11,11,11,6,19,10
W02A2.9,210,202,219,179,279,277
R04A9.7,399,439,401,223,365,349
T19H12.12,2,1,2,3,3,2
spp-22,109,88,115,65,114,115
spp-21,7,1,1,4,2,2
thn-8,0,1,4,2,0,0
ugt-35,1,2,0,0,2,0
F21H12.7,6,6,1,2,9,7
F30H5.5,4,2,2,1,2,0
Y37F4.8,3,5,2,4,7,1
B0035.18,561,587,646,684,848,844
C25F9.10,47,46,47,44,57,54
F56D6.8,53,65,120,121,221,292
K08D12.7,3,0,1,0,1,0
C01B10.11,505,531,575,523,631,688
C09E7.10,2,1,6,0,4,4
F10C1.9,314,344,249,251,356,320
C25B8.8,13,16,16,11,28,22
T23B7.2,3,3,2,3,1,1
C42D8.9,2,2,4,2,2,2
D1022.9,3,8,8,9,7,3
lgc-28,93,92,124,101,126,100
F28E10.5,45,62,51,43,40,63
hst-3.2,40,49,34,40,43,46
F52B10.3,119,120,134,60,84,107
rad-8,1587,1732,1558,1690,2161,2024
F58F9.8,0,1,1,0,1,0
F58F9.9,0,0,1,0,0,1
F58F9.10,0,1,0,1,1,0
F58F9.11,0,0,0,0,0,1
H20J04.9,442,464,495,485,677,658
K04C2.7,20,26,16,19,35,26
K04C2.8,19,18,14,20,24,24
M02D8.7,11,7,9,5,13,11
fbxb-33,114,125,110,71,122,99
F41G3.20,0,0,0,0,3,5
F41G3.21,35,34,32,32,50,36
F41G3.19,0,1,0,0,1,0
tag-267,706,743,835,792,962,1020
tag-266,668,650,695,684,944,764
mrps-30,2382,2530,2701,2365,3120,2315
tag-280,387,394,449,385,582,650
tag-281,192,205,237,220,291,369
ufm-1,1616,1542,1702,1690,2554,2551
tag-321,1969,2025,2331,2478,3024,3304
tag-322,2212,2462,2543,2427,3100,3238
cpsf-4,2913,3003,3108,2957,3887,2570
alr-1,129,121,125,112,148,134
clec-25,41,52,39,39,51,26
clec-36,37,77,37,32,60,46
C01G12.13,4,1,2,1,0,1
nspc-2,605,559,604,655,958,905
nspc-3,524,444,496,530,686,677
nspc-4,806,660,699,812,1130,1010
nspc-5,620,552,571,614,893,825
ave-1,571,671,661,679,873,887
T05B11.7,55,70,45,43,48,47
clec-77,9,4,2,1,1,2
mrpl-39,1133,1160,1241,1235,1654,1764
Y48G1C.12,1428,1480,1760,1644,2042,2014
Y59E9AL.8,0,0,0,0,0,0
Y71G12B.30,27,18,28,24,29,39
Y71G12B.31,56,49,48,40,64,65
Y71G12B.32,22,15,14,28,43,32
Y73B6BL.44,205,250,203,205,268,248
ZK381.8,0,1,1,0,1,0
ZK418.10,1,3,4,1,10,4
ZK418.11,1,1,2,1,3,2
ZK563.7,193,186,206,155,198,229
W02D7.12,0,0,0,1,0,0
nspc-6,689,591,623,693,935,944
Y71G12B.33,5,3,2,5,1,5
C16C4.17,20,20,21,18,22,11
C33C12.11,2,0,1,1,0,0
K09F6.11,0,4,1,1,1,3
F42G2.7,10,13,11,10,17,21
F22E5.21,4,8,9,6,10,7
nspf-1,3,2,1,0,2,0
nspf-2,0,0,0,0,1,0
nspf-3,1,0,0,0,0,1
T05A8.8,9,13,12,9,17,19
K12H6.10,0,0,0,0,1,0
irld-67,0,0,0,2,0,0
C41H7.9,99,78,91,91,133,121
ZC239.20,168,188,149,126,142,176
ZC239.21,193,167,165,126,171,190
C17F4.11,0,2,3,2,2,2
C17F4.12,1,0,2,1,5,1
F39E9.14,0,0,0,0,0,0
Y49F6B.12,1,1,2,1,1,3
Y49F6B.13,0,0,0,0,1,1
Y49F6B.14,1,0,0,0,0,1
F40H7.12,5,4,7,9,14,5
T24E12.12,0,1,1,0,0,0
K10G6.5,0,1,2,0,3,0
Y14H12A.2,0,3,1,1,2,2
T05A7.11,29,18,21,9,15,17
F11G11.14,2,2,0,1,1,2
F59A6.10,5,14,5,3,15,5
C27A2.7,3,3,6,6,4,4
C27A2.8,17,24,18,15,17,22
C27D6.11,1,3,1,2,6,1
C27D6.12,96,103,87,94,100,124
ZK177.11,1,1,2,2,0,1
C25H3.15,7,10,8,6,13,12
C25H3.16,3,2,1,0,2,2
ZK1248.20,0,0,1,0,0,0
B0034.7,13,16,12,7,9,14
R12C12.10,8,8,9,1,8,12
ZK1290.14,286,295,215,221,311,287
nspc-8,41,33,35,36,46,53
nspc-11,146,101,128,160,198,164
F11F1.8,3,1,3,1,2,1
Y55B1BR.6,26,34,35,26,34,32
Y82E9BL.18,41,71,53,53,88,69
fbxa-219,74,93,71,61,82,61
C29F7.8,0,0,0,0,0,0
F02A9.7,11,9,8,10,7,11
C45G9.14,0,1,2,3,3,2
F48E8.8,48,40,61,42,38,57
R12B2.8,5,10,5,3,8,8
F40H6.6,194,178,178,148,214,204
B0205.12,174,168,177,161,236,259
C06A5.12,159,141,149,120,190,133
C08E3.14,1,0,0,0,1,0
C08E3.15,0,0,0,0,0,1
C08F1.11,46,51,45,25,35,36
C08G5.7,79,81,65,70,91,70
fbxc-17,15,25,11,13,19,17
C50D2.10,333,324,293,326,372,317
D1007.18,20,42,21,14,33,30
F53F10.8,271,301,357,339,412,462
F54D12.10,5,7,4,1,2,3
F54D12.11,1,1,1,0,1,1
F56A6.5,15,24,13,9,8,10
T01D1.7,1,3,1,1,1,2
T07H3.7,0,1,1,0,0,0
T23F4.5,0,1,0,0,1,0
mzt-1,1061,1107,1140,1159,1622,1685
W03G9.9,7,2,8,3,6,2
W10C8.6,44,35,58,45,62,39
Y18H1A.15,1,5,7,3,3,2
Y20F4.8,38,32,33,24,30,19
Y47G6A.31,390,400,411,307,427,427
Y47G6A.32,16,23,13,13,10,14
Y51F10.11,518,563,547,471,716,748
Y51H7C.15,319,266,252,202,273,221
adpr-1,1545,1663,1723,1492,2016,2160
Y119C1B.11,0,1,1,0,0,0
T08A9.13,8,14,14,13,15,9
ZC21.10,108,133,156,58,85,109
F09G8.10,1,2,4,1,1,3
C02F5.14,37,31,60,43,42,60
C06G4.6,9,2,1,5,4,5
ZK688.10,7,11,5,7,3,15
ZK783.6,1,2,1,1,3,0
fipr-20,0,1,0,1,2,0
fipr-18,0,0,0,0,0,0
fipr-19,0,0,1,0,0,0
Y102E9.5,62,79,57,68,82,97
Y102E9.6,0,2,2,2,2,2
F27B3.8,0,1,0,0,0,1
F23F12.13,75,112,78,75,108,77
C18H7.11,346,342,453,522,613,680
K11H12.10,2,1,0,1,2,0
Y55F3C.9,288,343,289,189,259,253
Y55F3C.10,7,13,13,8,14,15
Y18H1A.14,7,14,12,4,3,4
C44B12.9,0,0,0,0,0,0
W09G12.10,10,15,8,6,7,9
Y77E11A.16,2,4,6,6,6,3
Y48A5A.3,325,316,353,323,425,483
R05C11.4,47,67,59,45,87,59
Y69A2AL.2,1246,1353,1292,1285,1866,1621
clec-173,571,567,609,744,955,916
C09G12.17,1,3,1,0,1,3
F56D6.9,61,51,120,100,218,255
dct-8,128,126,197,151,252,351
F56D6.11,0,0,0,0,0,0
F56D6.12,1,0,0,0,0,1
F56D6.13,0,1,1,0,0,0
F56D6.14,0,0,0,0,1,1
F49F1.14,2,2,1,2,2,2
K06B9.6,24,34,36,30,37,28
F15E6.10,1,3,3,4,5,10
ZK185.4,2,2,0,3,5,2
ZK185.5,275,363,287,305,399,375
F29B9.12,13,11,17,8,7,14
H06H21.11,1466,1495,1623,1608,2149,2012
hot-9,14,19,12,13,23,17
Y54G2A.41,24,28,21,35,37,33
Y54G2A.42,1,1,1,1,4,1
Y54G2A.44,8,7,12,4,7,2
Y54G2A.45,72,63,69,89,92,106
pudl-1,14,9,19,18,16,32
pudl-2,5,0,5,2,7,3
Y54G2A.48,2,1,4,8,3,5
Y54G2A.49,52,59,39,75,117,107
Y54G2A.50,441,446,421,429,550,514
Y54G2A.40,76,72,55,51,76,70
Y59E9AR.10,1,0,0,0,0,0
T11F8.5,61,60,78,78,84,72
T19E7.6,225,259,199,177,218,172
C55C3.8,1,0,1,0,1,1
C46G7.5,120,161,131,137,155,150
Y73B6A.6,63,76,59,33,34,25
R13A1.10,67,80,73,62,64,76
D2024.10,4,7,9,5,11,11
nsy-7,627,645,664,564,717,715
K07H8.12,44,40,47,51,45,59
K07H8.11,10,14,11,14,13,17
clec-181,1,0,0,0,0,0
W03F9.11,13,27,13,12,14,16
nlp-70,20,16,16,11,20,28
R09E12.9,23,28,15,35,48,46
K10C9.9,11,5,11,11,10,15
Y32G9A.12,0,1,0,0,0,0
Y32G9A.13,59,63,58,57,75,49
fipr-25,0,0,0,0,0,0
F59A7.11,0,0,0,0,0,0
F59A7.12,19,16,26,22,37,38
Y5H2A.4,5,5,6,5,3,4
F37B4.14,0,1,0,0,1,0
Y73C8C.12,0,0,0,0,0,0
Y73C8B.5,11,8,13,10,5,11
T28A11.22,169,209,220,147,188,207
Y39H10B.2,260,299,256,317,433,346
lgc-29,8,1,8,7,3,10
irld-1,11,15,16,6,15,12
F32D1.11,113,117,153,159,191,212
F13A2.9,5,1,3,4,2,2
F41F3.8,18,21,7,15,16,20
H23N18.6,13,13,5,8,8,6
K11D12.13,683,722,800,930,1125,1149
F14F9.8,12,9,11,5,8,13
B0238.15,19,18,15,20,31,31
T09D3.8,1,2,1,1,3,1
K09H11.9,14,26,10,10,16,13
K09H11.11,8,9,4,3,11,4
CD4.11,3,9,3,3,2,9
C53A3.3,0,0,0,0,0,0
F26F12.8,25,35,16,15,26,32
EGAP9.4,4,3,5,1,3,3
T01C4.8,1,0,0,0,0,0
C13A2.12,1,1,3,0,0,0
cnc-9,0,0,0,0,0,0
clec-215,1,0,0,0,0,0
C50E3.15,0,0,0,0,0,0
ZK105.8,1,2,0,2,5,1
Y97E10AR.8,1,2,3,5,3,5
T23B12.11,66,91,85,72,83,83
F41E6.15,25,29,36,30,42,43
F38G1.3,34,51,58,29,49,43
ZC13.10,4,2,2,6,5,5
F56C3.10,0,1,0,0,0,1
ZK380.5,4,7,11,8,12,12
C36C9.6,1,2,0,0,0,1
Y75D11A.6,0,0,0,0,0,0
C14E2.7,4,1,4,3,3,5
T26C11.8,7,6,2,6,9,4
ZK813.6,6,3,3,2,5,5
F53B1.9,1,4,1,2,3,0
T06F4.3,2,5,0,0,0,3
C46C11.4,141,152,145,93,110,105
ntc-1,10,19,23,13,22,13
C25F6.8,4,6,3,2,3,2
T22B7.8,0,0,0,0,0,0
C46F4.3,3,2,1,3,1,2
T22E5.7,2,3,2,0,0,2
C15B12.9,4,7,2,1,5,1
F23G4.1,12,6,8,6,14,6
F38B6.8,5,2,2,2,1,0
F43E12.1,0,0,1,0,1,0
K01A12.4,52,46,51,34,61,63
C06E2.9,4,5,10,3,7,2
C24A3.9,0,0,0,0,0,2
Y81B9A.4,1,0,0,0,0,0
B0222.11,19,8,17,16,20,11
F07G6.9,0,0,2,0,1,2
T03G11.9,8,10,7,7,9,11
C40H5.8,121,133,161,138,156,123
Y61A9LA.12,31,35,20,21,25,43
srz-105,0,1,0,0,6,2
ZK1236.9,40,59,63,49,58,54
C29F5.8,0,0,0,0,0,0
C31B8.16,0,0,2,0,0,0
acbp-7,28,35,27,21,35,35
T10F2.5,726,748,879,786,1101,1116
ttr-36,223,246,232,368,485,491
T07G12.14,10,8,8,6,8,5
K02A11.4,80,86,71,102,127,127
glrx-22,1179,1200,1221,1296,1673,1793
tbcc-1,761,839,963,875,1095,1124
D2092.10,2,1,0,1,1,0
T27A3.8,8,8,7,9,22,5
Y57E12AR.1,35,46,56,45,69,72
C36B1.14,1119,1147,1231,1074,1538,1652
B0252.8,29,25,22,32,41,40
M01A12.4,13,13,18,17,16,19
bus-1,10,5,12,7,15,6
bus-2,12,13,6,11,10,14
bus-4,38,38,35,24,37,49
bus-8,102,185,137,76,122,132
bus-17,58,74,65,38,62,61
bus-18,101,131,105,61,86,115
Y73F8A.37,32,21,31,27,49,32
F54H12.7,8,8,8,4,11,3
C29E4.14,1,2,1,2,2,1
B0393.9,213,213,236,201,345,266
rft-1,143,146,137,156,192,185
F23A7.8,1095,1374,1281,1311,1793,1951
C24H12.12,11,13,14,12,7,14
B0432.14,72,34,68,62,59,86
T01D1.8,12,16,7,6,13,14
clec-69,4,3,3,1,9,0
H17B01.5,18,16,13,10,6,12
B0205.13,88,121,176,106,174,172
Y51H7BR.8,0,7,4,1,2,0
B0205.14,23,48,35,31,19,25
R144.13,451,427,482,454,602,566
C23H5.11,14,30,31,23,22,25
Y71G10AR.4,3378,3757,3950,3393,4428,4836
egrh-3,1908,2053,2086,1818,2233,2620
T13F3.9,3,9,4,2,8,5
fbxa-85,24,22,44,18,27,23
fbxa-194,4,4,3,3,6,0
K10G4.11,0,0,0,0,0,0
C01G10.17,27,31,34,32,41,35
fbxa-142,6,10,11,8,7,7
fbxa-87,118,143,111,122,151,124
fbxa-143,150,130,157,174,217,208
F26G1.9,3,3,1,1,4,3
F26G1.10,0,2,2,0,2,1
F59A6.11,2,4,0,2,2,1
F59A6.12,715,799,908,819,1174,1332
F33G12.7,268,310,350,358,492,580
ZK622.5,46,35,32,42,45,58
C18A3.11,0,1,0,0,0,0
rac-3,0,3,2,1,2,0
fbxa-4,96,99,86,87,104,94
C07D10.6,0,0,0,0,1,1
B0280.17,1,9,8,9,5,5
fbxa-76,95,99,79,70,108,94
fbxa-42,30,26,37,37,59,60
ZK353.10,7,9,7,8,7,12
B0303.16,3,2,2,4,6,4
K02B12.9,10,12,11,8,11,10
F30A10.13,142,206,206,205,228,249
T24C4.8,23,25,19,26,33,25
C36E6.8,4,5,4,7,2,1
T08G11.2,5,8,2,5,4,4
flp-28,373,323,252,298,425,334
B0563.9,1,2,0,0,0,1
arid-1,9688,10365,10189,9037,11547,8691
M02B7.7,192,181,223,219,289,288
F47C12.11,0,0,0,0,0,0
fbxb-91,478,524,529,318,406,491
fbxb-92,129,152,152,117,149,116
fbxb-90,294,337,359,190,309,266
fbxb-27,37,33,44,17,43,31
F52E1.14,3770,3762,3627,5073,7512,6782
poml-4,23,47,37,43,52,45
K09F5.6,577,611,589,376,513,431
nhr-286,140,145,142,158,191,166
T08D2.9,84,79,61,68,101,73
AH9.6,24,20,9,9,19,17
F46C3.4,133,128,138,161,163,166
F46C3.5,15,10,16,13,16,8
C18A3.12,0,0,0,0,0,0
T22F3.12,12,10,16,12,11,10
Y26D4A.15,0,0,0,0,0,0
pals-15,7,7,6,6,8,5
pals-11,1,1,2,2,1,0
pals-12,0,0,0,0,0,0
Y26D4A.16,0,0,0,0,0,0
pals-10,0,0,1,0,0,0
F22G12.8,8,5,9,18,21,22
ZK1225.9,0,0,0,0,0,0
ZK1225.10,0,0,2,0,1,0
ZK1225.12,0,0,0,0,0,1
T20D4.20,0,1,1,1,0,0
clec-172,6,20,16,14,17,15
metl-2,274,304,276,254,341,309
C17H1.12,0,0,1,0,0,0
K11H12.11,13,17,9,12,25,18
R02E4.3,23,53,40,36,24,40
R11G1.7,169,190,185,128,175,172
Y53F4B.43,57,74,55,39,58,51
Y53F4B.44,0,0,0,0,1,0
Y53F4B.45,3712,3834,2591,1829,2764,2164
Y53F4B.46,0,0,0,1,0,0
T03G11.10,5,12,5,8,15,7
W08F4.13,131,145,114,70,112,104
Y19D10A.16,229,222,293,268,376,365
Y19D10A.17,0,0,1,0,0,0
gfrp-1,93,86,91,74,101,90
ttr-45,3980,4320,5230,4872,6590,7450
folt-3,5,3,3,7,9,2
F54G8.6,1,2,0,0,1,2
Y57G11C.52,1,2,3,2,6,2
Y55F3BR.10,155,151,137,112,174,146
crb-3,111,114,94,129,123,138
F10G7.12,1,2,1,5,2,0
Y62E10A.20,230,241,237,240,322,306
C53H9.3,321,389,421,428,572,610
ZK1005.2,0,0,0,0,0,0
ZK402.6,0,0,0,0,0,0
W01C8.8,0,0,0,0,0,0
Y39D8C.2,0,0,1,1,0,0
F14D2.16,0,0,0,1,0,0
Y73B6BL.45,0,0,0,0,0,0
F49H12.7,14,15,10,9,7,9
Y119C1B.12,2,2,2,1,0,1
C32D5.14,0,1,1,0,0,1
F58F12.4,49,56,44,37,57,66
Y55F3BR.11,49,57,41,45,71,52
Y37H2A.12,368,416,412,483,604,544
T06E6.15,16,17,14,15,15,6
Y71H2AM.25,25,33,47,32,49,28
pals-19,29,46,29,28,30,27
ZK688.11,1214,1293,1450,1284,1665,1780
ZK688.12,2,4,3,4,9,2
W01A8.7,8,7,7,8,4,4
T23B7.3,97,91,65,71,64,85
M117.7,117,138,121,74,104,77
C17E4.12,1,2,2,2,2,1
C53C11.5,80,87,66,61,81,75
tmem-218,3,9,4,2,8,5
T23E7.6,460,437,441,218,445,390
C08A9.10,1161,1436,1253,1129,1685,1789
F16B3.3,54,60,46,58,69,61
ZK1290.15,0,0,0,0,0,0
T02B11.8,26,32,17,30,27,27
T02B11.9,1,0,0,0,3,0
K09C6.10,1,0,0,0,0,0
T10H9.8,132,118,99,98,115,121
F18E9.8,2,2,0,0,3,1
Y53H1A.6,0,0,0,0,0,0
F41D3.13,0,0,0,0,0,0
T26H5.10,137,143,121,138,178,175
F13H10.8,1620,1723,1528,1535,2185,1949
ZK1053.7,0,2,0,0,0,0
pals-36,9,10,13,11,16,14
ttr-38,19,28,19,18,24,29
T07A9.14,1356,1417,1552,1524,1890,1713
clec-224,7,14,7,18,19,15
bnc-1,5,8,4,1,2,6
F59C6.14,79,96,87,88,129,124
Y59A8B.25,455,553,547,508,622,655
C06H5.8,62,70,44,58,74,79
W03D8.11,6,9,4,11,11,16
F13E9.13,48,58,37,24,59,42
tbx-43,844,873,789,433,715,666
ZK686.6,9,7,5,14,6,2
C56A3.9,0,0,0,0,0,0
ZC262.9,0,1,2,1,3,1
ZC262.10,0,0,1,1,2,3
C02G6.3,2,11,7,4,4,5
ZK938.8,1,0,3,0,1,0
Y53C10A.15,0,0,0,0,2,2
T19H5.5,5,4,2,4,1,8
T19H5.6,6,9,5,7,7,3
Y39A1A.25,120,151,149,102,142,134
M04F3.6,561,543,626,625,802,733
Y37E3.19,2,4,1,1,5,3
F12E12.11,51,72,46,103,121,97
T10D4.14,0,0,0,0,0,0
T07C4.12,827,801,836,933,1159,1205
clec-257,0,0,0,0,0,0
Y71F9AR.4,281,253,268,297,362,340
R06A10.5,3,4,4,3,0,1
K12C11.5,0,0,1,1,0,0
M01D7.9,23,12,15,10,18,12
let-383,64,66,36,51,80,65
cnc-11,8,3,6,1,5,5
Y41G9A.10,158,221,186,120,161,193
Y19D10A.18,0,0,0,0,0,0
K03H1.13,225,239,215,176,210,255
T26E3.11,56,49,56,29,27,44
Y67A10A.11,3,0,0,2,1,2
K08E7.10,19,15,9,7,18,25
F38A1.15,14,27,13,12,16,22
C48D1.7,0,1,1,0,2,1
H38K22.6,1,1,0,0,1,1
H38K22.7,0,1,0,2,0,0
T11B7.6,0,0,0,0,0,0
F40F8.11,4342,4525,4955,4473,5623,3840
F40F8.12,6,7,5,1,5,4
F20G2.7,122,112,86,99,98,113
F53C11.9,76,91,82,97,108,132
Y43C5A.7,26,16,28,20,26,26
T27E4.10,0,3,4,0,2,1
M106.7,777,828,910,877,1166,1076
Y37E3.20,0,3,3,3,1,0
Y39G10AR.24,0,0,0,0,0,0
F32B5.9,1,0,0,1,1,1
Y71F9AM.7,0,0,0,0,0,0
R12E2.17,1,0,0,0,0,1
T19B4.8,0,0,1,0,0,0
Y37E3.21,2,2,2,0,5,0
Y37E3.22,0,1,3,2,3,1
ZK484.9,0,0,0,0,0,0
T27A3.9,0,0,0,0,0,0
T08B2.13,0,6,1,2,3,1
T24H7.6,0,0,2,1,1,0
ZK546.18,1,6,1,2,2,0
C27H5.9,0,0,0,0,0,0
B0412.7,1,4,3,3,7,4
H06I04.8,5,5,2,7,8,6
F54E7.10,9,8,5,10,11,6
F54E7.11,5,4,1,6,5,11
R151.12,5,0,3,2,3,2
R151.13,1,0,1,1,2,0
C07H6.10,0,1,3,2,0,1
C03B8.5,0,0,1,1,0,0
F32E10.10,0,0,0,0,0,0
K11H12.12,4,4,4,2,3,1
Y49A10A.2,493,533,532,392,505,546
2RSSE.3,73,80,77,54,86,90
Y24D9A.9,6,2,6,4,9,8
D2096.13,110,112,110,99,141,151
D2096.14,0,0,1,0,0,1
K07C11.11,1,2,2,2,2,3
K07C11.12,5,1,0,1,7,0
C08D8.3,0,0,0,0,0,0
ZK994.7,1,0,0,0,0,0
fbxa-173,0,0,2,0,0,0
F56A12.5,2,1,0,0,0,1
F28D1.13,1,1,1,0,3,2
K07C5.11,3,1,1,1,0,1
F22D6.16,1,1,2,3,5,5
smy-6,0,0,0,0,2,0
smy-12,0,0,0,0,1,2
smy-9,0,1,2,0,1,1
K10H10.11,0,0,0,0,0,0
T28D6.10,0,0,0,0,0,0
F38E11.14,0,0,0,0,0,0
C15H11.12,0,1,2,3,1,0
F35E12.11,1,0,1,2,3,0
F08G2.12,2,0,0,0,1,0
C27H6.5,0,0,0,0,0,0
F47G4.9,0,0,0,0,0,0
T26H2.10,186,221,203,128,199,149
F56C4.4,26,39,28,28,38,48
F58D2.3,14,10,7,9,9,8
Y41E3.19,50,32,36,25,35,34
B0399.3,0,0,1,0,0,0
D2013.11,0,3,2,1,1,0
C01A2.8,0,0,0,0,0,0
T04B2.9,0,0,0,0,0,0
C27C7.9,0,0,0,0,0,0
F37B12.5,0,0,0,0,0,0
C34E7.5,0,0,0,0,0,0
K07A1.17,1392,1464,1617,1699,2165,2129
W01A8.8,80,78,104,115,151,139
Y37A1B.17,2297,2065,2181,2043,2420,1591
T25B9.11,14,15,11,9,22,14
T25B9.12,14,14,11,17,18,19
Y105C5A.28,60,65,60,53,80,59
nspd-11,0,0,0,0,0,0
M199.9,43,13,61,39,72,98
Y41E3.20,0,0,0,0,0,0
F44D12.12,0,0,0,0,1,0
F38A1.16,0,0,0,0,0,0
R05A10.10,0,0,0,0,0,0
K01G12.4,0,0,0,0,1,1
M117.8,11,6,14,9,8,15
T27E7.11,0,0,0,0,0,0
K08F4.13,2,2,1,3,4,3
