external_gene_name,L4440_1,L4440_2,L4440_3,Y37A1B_5_1,Y37A1B_5_2,Y37A1B_5_3
F08A7.1,151,139,103,117,149,146
Y105C5A.30,0,0,0,0,2,0
F36H1.13,1,0,0,1,0,2
Y40H7A.14,0,0,0,0,0,0
Y37A1B.18,1,3,1,1,2,2
K04D7.7,0,0,0,0,0,0
C43F9.11,2,4,2,0,5,2
Y73F8A.39,0,2,0,0,0,0
Y7A9C.10,0,0,0,0,0,0
Y105C5A.31,0,2,1,1,2,1
C35D6.11,0,0,0,0,0,0
Y57G11C.54,0,0,0,0,0,0
K08E4.7,12,17,16,14,20,15
F38A1.17,0,0,0,0,1,0
ule-2,14612,15895,15339,15094,18616,19141
C35D6.12,0,0,1,0,0,0
Y116A8C.48,27,31,32,29,25,36
Y45F10B.17,0,2,0,1,1,0
Y64G10A.9,1,0,0,1,0,0
D1007.19,20,22,36,29,26,26
ZC15.10,6,11,4,10,16,9
K11H12.13,0,0,0,0,0,1
K12C11.6,130,125,123,125,194,186
K12C11.7,112,132,124,115,193,134
C16D9.11,1,0,0,0,0,0
F13H10.9,26,19,19,12,18,14
Y106G6G.7,3,0,0,1,3,0
gadr-5,351,388,396,224,414,284
Y45F10B.18,0,0,0,0,0,1
F55B11.7,5,5,4,9,8,5
Y57G11B.8,1,1,2,0,3,3
Y38H8A.8,71,95,82,68,84,49
Y37A1A.4,1099,1196,1326,1029,1289,900
Y40H7A.15,1,0,0,0,2,1
Y41E3.21,1,2,2,0,0,0
F07C6.6,16,21,13,22,20,14
C08F11.16,2,4,1,0,1,0
C08F11.17,2,1,1,0,0,2
T03F7.8,0,0,0,0,1,1
Y43F4B.11,0,0,0,1,2,1
R166.7,1,0,0,2,0,0
W04G5.12,1,0,0,0,0,2
W04G5.13,1,1,2,0,2,0
Y71A12B.18,246,296,253,135,212,178
C46C2.7,321,337,339,392,461,487
F46F11.12,1,1,4,3,4,3
C04G6.12,0,0,0,1,0,0
K11C4.6,1,0,0,0,0,0
Y24D9A.10,33,25,23,21,31,17
Y43B11AR.7,81,111,61,98,128,86
B0041.9,0,0,0,0,0,0
F48A11.7,6,2,3,0,1,0
C05H8.3,1,2,0,1,1,2
C27H5.10,0,0,0,0,0,0
C27H5.11,3,1,1,0,1,3
H06I04.9,5,6,5,5,12,6
Y23H5B.10,1,1,0,1,0,0
D1007.20,2,0,2,1,3,0
mrpr-1,3,0,2,0,1,2
K01A6.7,6,4,3,1,3,4
VY10G11R.2,0,5,8,1,4,3
VY10G11R.3,2,7,0,2,1,1
Y67A10A.13,1,0,0,1,0,0
K03D3.14,0,0,0,0,0,0
C35D6.13,1,1,0,0,1,3
F52B11.8,0,0,1,0,0,1
T09E11.12,0,0,0,0,0,0
C04G2.12,1,0,0,0,0,0
Y7A9C.11,0,0,1,0,0,0
Y7A9C.12,0,0,0,0,0,0
Y7A9C.13,0,0,0,0,0,0
H01G02.4,1,11,2,3,5,8
smy-2,1,0,0,0,1,0
K12D12.6,0,0,0,1,0,0
K12D12.7,0,1,1,0,1,0
K12D12.8,1,2,1,1,3,3
Y43F4B.12,2,3,0,0,3,1
W01C9.6,0,0,0,0,0,0
K02C4.7,0,0,2,0,0,1
C53D6.12,0,0,0,1,0,0
M163.12,0,0,1,0,1,0
T04A8.17,0,0,0,1,1,0
F08G2.13,0,1,1,0,0,0
Y43F8C.22,4,6,4,6,8,4
C46C2.8,0,2,0,0,2,1
F22B3.10,0,2,5,2,2,3
W01D2.7,1,0,0,0,0,0
C07A9.14,0,0,1,0,4,3
F54C9.12,2,2,1,0,0,2
C14C10.8,0,0,0,0,0,0
W03C9.9,0,0,0,0,0,0
Y116A8C.49,1,3,0,0,2,2
Y75B12B.12,0,1,0,0,0,1
F28C6.11,3,0,3,0,1,0
T04A11.14,0,0,1,1,0,1
ZK643.9,2,4,1,0,3,5
M163.13,0,1,0,0,0,0
K07C5.12,4,1,2,2,6,1
D1046.6,0,0,0,0,2,0
F56A12.6,0,0,0,0,0,1
F25H2.14,13,11,14,14,15,4
F01D5.12,1,0,0,0,0,0
T06C12.16,0,0,0,0,0,0
Y53F4B.47,0,2,0,0,2,0
Y53F4B.48,1,0,2,1,1,0
Y43D4A.8,2,1,0,2,0,0
Y64G10A.10,2,0,1,1,0,0
F10D2.13,1,1,0,1,2,3
Y41E3.22,30,30,21,29,30,36
T10B9.11,0,0,0,0,0,0
C06A1.8,1,0,2,1,3,3
W05B2.9,0,0,0,0,0,0
ZK265.10,0,0,0,0,0,0
F17C11.14,3,4,3,0,7,2
C06A1.9,2,1,0,1,0,0
F11A10.9,0,2,1,1,4,0
C10C6.8,2,0,2,2,0,0
Y116A8C.50,2,2,2,2,4,5
T02E1.9,1,0,0,1,0,0
K02C4.8,0,1,1,0,6,1
M163.14,0,0,0,0,1,0
smy-3,0,0,0,0,0,0
C41C4.11,0,0,0,0,0,1
lfor-2,0,0,0,0,0,0
F25H2.15,1,3,1,3,3,3
Y67A10A.14,2,2,3,0,3,3
F59C6.15,1,1,1,1,1,1
H38K22.8,0,0,0,0,0,0
F43A11.8,1,1,3,0,1,0
srpr-1.2,3,1,4,4,8,5
T19C4.11,0,0,0,0,0,0
T19C4.12,2,1,1,2,4,2
K09E9.5,3,1,2,1,0,1
K08E3.11,0,0,0,0,0,0
Y64G10A.12,0,0,1,0,2,0
C10C6.9,396,399,464,470,658,694
C53B7.8,0,0,0,0,0,0
T21D12.14,25,42,35,19,35,33
fipr-27,0,0,0,0,0,0
F01G10.11,0,0,0,0,0,0
K07F5.17,0,1,1,0,0,0
W01B6.10,0,0,0,0,0,0
T28C6.10,80,109,94,39,45,92
T23F6.7,1,0,1,0,1,1
VY10G11R.4,0,0,0,0,0,0
B0284.5,7,7,11,6,7,9
srpr-1.1,0,0,0,0,0,0
R01H2.8,15,15,22,10,17,16
aho-3,6116,5744,6518,6727,8615,7850
F53B2.10,2,1,1,0,1,3
smy-1,4,4,2,2,2,4
F53F4.17,10,8,9,9,9,7
C29F4.4,1,3,1,1,2,2
K10D11.7,2,4,3,3,4,4
smy-5,0,0,0,0,0,0
smy-4,0,0,0,0,0,0
smy-10,0,0,0,0,0,0
Y64G10A.13,3,0,0,2,0,1
smy-8,0,0,0,0,0,0
smy-11,0,0,0,0,0,0
smy-7,0,0,0,0,0,0
F13E9.14,11,11,5,4,5,3
F13E9.15,165,171,174,187,206,243
F13E9.16,0,0,0,0,0,0
C54D2.6,7,6,3,2,3,8
C18D11.9,0,1,0,1,0,1
Y110A7A.21,116,112,98,106,184,141
ceh-63,34,45,36,35,59,27
K08C9.8,95,78,69,56,85,70
Y26D4A.17,2,0,2,0,1,3
Y26D4A.18,2,2,1,0,0,0
Y26D4A.19,6,7,1,0,4,1
mrt-1,2114,2377,2385,2369,2991,2324
rpr-1,58,60,53,36,30,47
Y49E10.29,48,52,38,49,69,55
C05B5.11,2,3,3,0,2,2
ttr-34,390,401,370,354,507,525
C29E4.15,178,192,245,230,297,330
F54H12.8,18,33,28,9,20,18
ZK180.7,18,19,15,14,13,16
T07A9.15,302,276,303,276,391,430
Y73B6BL.47,10,8,3,3,4,8
F54F7.9,35,40,28,30,44,57
Y62H9A.15,17,14,18,19,29,31
F46C3.6,54,72,61,47,64,75
F33E2.8,6,4,8,4,7,3
nhr-146,127,137,146,122,157,142
H29C22.1,194,291,245,208,265,277
K10C2.8,120,126,169,170,235,200
ttr-42,195,281,227,252,339,341
F46G11.6,6,5,5,6,6,12
C04E7.5,16,17,17,14,28,22
F07G6.10,148,162,158,198,244,242
F59C12.4,130,184,171,93,166,173
C08A9.11,38,43,45,61,74,73
F18E3.12,17,28,22,27,24,28
F18E3.13,40,66,32,61,43,76
ZK742.6,16,19,18,15,21,19
B0513.11,0,0,0,2,0,0
B0513.12,148,147,165,159,242,229
Y116A8C.51,1,1,0,0,1,2
Y51H4A.33,0,0,0,0,0,0
Y57G11C.56,0,1,1,0,0,4
K08E4.8,1,1,0,0,0,1
C08F11.18,0,0,0,0,0,0
C08F11.19,0,0,0,0,0,0
C47A4.7,1,1,1,0,3,4
fbxa-169,67,63,83,61,69,77
Y102A5C.37,1,0,1,2,2,0
F23D12.10,248,256,279,259,318,292
fbxa-179,73,67,70,56,69,83
fbxa-175,20,24,16,22,22,30
H12I19.9,0,0,0,0,0,0
fbxa-222,12,9,7,1,3,4
fbxc-43,120,154,117,154,201,138
fbxc-12,85,97,82,61,65,65
fbxc-11,76,80,77,47,80,44
fbxc-10,84,68,75,62,75,52
fbxc-9,62,78,89,35,63,50
fbxc-30,52,74,38,24,51,36
Y27F2A.10,0,1,0,0,0,0
Y27F2A.11,14,12,11,10,16,8
ZC250.4,296,381,307,191,252,306
ZC250.5,0,1,2,1,3,1
C37H5.14,28,30,33,31,43,44
srg-52,2,0,2,0,1,0
Y57G11C.57,4,7,6,6,11,7
T27E7.12,2,0,0,1,0,0
Y39C12A.10,1,1,0,0,0,1
Y116A8C.52,1,0,1,0,0,2
C49F5.9,25,16,13,30,28,13
M04B2.8,1,1,3,1,2,2
Y43D4A.10,26,27,16,12,27,16
C09F9.7,97,89,111,86,111,71
C09G9.9,0,0,1,0,0,0
mir-787,0,0,0,0,0,0
mir-789.1,0,1,0,0,1,0
mir-789.2,0,0,0,0,0,0
mir-793,0,0,0,0,0,0
mir-794,0,0,0,0,0,0
mir-795,0,0,0,0,0,0
mir-798,0,0,0,0,0,0
F14D7.12,10,7,1,12,13,5
F14D7.13,0,0,0,0,0,0
R11D1.12,21,23,21,12,14,26
M01B2.12,2,2,1,0,2,3
M01B2.13,53,74,59,70,81,78
T10H4.13,6,4,4,2,4,6
T10G3.8,13,9,8,11,10,8
mir-784,0,0,0,0,0,0
mir-785,0,0,0,0,0,0
mir-786,0,0,0,0,0,0
Y43F8C.23,0,0,0,0,0,0
Y43F8C.24,0,0,0,0,0,0
C06H5.9,0,1,0,0,0,0
C14A6.9,2,4,0,1,1,2
C14A6.10,92,112,68,84,159,128
mir-788,0,0,0,0,0,0
mir-790,0,0,0,0,0,0
mir-791,0,0,0,0,0,0
mir-792,0,0,0,0,0,0
mir-796,1,0,0,0,0,0
D1086.17,4,2,5,4,13,7
T03E6.9,8,5,2,6,4,3
F13A7.14,1836,1795,1951,1974,2562,2417
mir-797,0,0,0,0,0,0
mir-799,0,0,0,0,0,0
mir-800,0,0,0,0,0,0
clec-253,0,2,0,0,0,1
F11D11.12,8,10,3,8,6,8
F11D11.13,0,0,0,0,0,0
clec-250,0,0,0,3,0,0
ZC449.7,19,12,23,27,30,23
Y17D7C.3,323,384,346,264,353,333
F17C11.15,1,2,4,2,5,1
T23G5.7,2,2,0,0,0,0
F26E4.14,0,0,0,0,0,0
ZK265.11,0,0,0,0,1,0
M163.15,0,1,2,0,0,0
W01D2.8,0,0,0,0,0,0
Y46G5A.40,1,1,1,0,2,0
B0393.10,1,0,1,0,0,0
C17D12.8,1,3,10,6,5,6
F25H5.9,2,2,1,0,3,5
F19H8.6,0,0,0,0,0,0
H04D03.5,0,0,0,0,1,0
C45B11.6,34,39,43,26,34,38
W06G6.15,0,0,0,0,0,0
F28B1.9,0,1,0,0,0,1
T05E12.8,15,19,10,10,20,20
lgc-24,4,6,4,4,7,10
nlp-76,15,19,16,8,19,17
K09H9.8,111,110,83,83,118,89
lfor-1,5,3,1,3,4,3
Y38F1A.11,0,0,0,0,0,0
C38C3.10,22,26,14,19,27,22
F52D4.1,2,1,4,1,1,2
F26D11.12,59,81,66,62,85,88
F26D11.13,14,6,7,8,13,6
ZK813.7,4503,5332,4571,4935,6249,5540
F09F9.5,7,8,5,4,4,4
ZC334.12,1,1,0,0,0,0
Y54G2A.52,160,146,149,194,251,198
Y71F9AM.8,0,2,1,2,1,0
Y47G6A.33,112,120,133,145,177,193
C54D10.13,115,119,111,100,138,125
eol-1,61,76,92,51,99,113
Y75B12B.13,0,0,0,0,0,0
K10H10.12,12,7,15,6,9,13
C06C3.11,29,28,32,26,40,34
D1086.18,58,58,47,41,46,42
D1086.19,59,44,53,47,63,85
T07D4.5,1375,1450,1650,1550,2063,2260
F31E9.8,0,2,1,1,2,1
E01G4.7,233,247,195,177,280,232
C25F9.11,71,79,82,54,77,75
C25F9.12,11,15,15,10,20,16
C25F9.13,0,0,2,1,0,2
T19H5.7,27,28,26,33,40,35
Y43F8B.15,19,23,22,16,24,32
Y37H2A.14,1197,1176,1413,1090,1459,1284
Y37H2A.13,268,332,363,391,455,537
F15B9.10,3301,3141,3744,3733,4400,4329
lsy-12,4083,4273,4414,3872,4870,3386
F49D11.10,736,854,956,689,967,791
Y95D11A.3,1894,1948,1982,2061,2661,2718
F26G1.11,2,2,4,1,2,2
C10A4.9,31,41,50,34,48,35
F33H12.7,668,714,776,660,752,777
F17B5.8,10,10,10,18,26,18
Y59A8B.26,1,0,1,0,1,1
C15C8.8,0,2,1,1,1,3
C25F9.14,66,89,68,77,76,65
F08A8.8,39,53,38,52,49,52
F30A10.14,328,384,349,365,429,464
C49G9.2,43,37,27,15,48,38
T07A5.7,37,26,36,33,38,35
F14F3.5,9,9,7,10,8,14
M153.5,1,1,0,0,0,4
T03F6.9,11,12,14,13,12,17
oxy-5,2569,2730,3045,3188,4087,4305
F34D10.9,79,82,76,71,84,97
K05F6.12,126,122,119,85,110,127
C08E8.7,2,2,2,1,1,1
F57B1.9,33,54,62,71,79,117
F14D7.14,2,3,6,4,1,6
F14D7.15,0,0,0,0,0,0
ZK218.14,0,0,0,0,0,1
F55G7.4,4,4,3,6,4,2
ZK662.6,1,5,2,3,5,4
F11C1.7,118,127,123,108,139,127
C08E8.8,0,0,1,2,0,0
K03A11.6,4,2,2,1,4,4
F56F4.8,335,327,300,272,329,343
T05E12.9,1,1,2,0,1,4
Y6G8.8,1,1,3,2,2,2
F49H6.14,0,0,0,0,0,0
F57G4.10,0,0,0,0,0,0
F10A3.17,496,598,626,611,750,824
D1081.10,0,3,2,2,1,1
T07D10.8,211,230,184,193,273,226
F11A5.17,0,2,5,2,9,7
F11A5.18,32,32,27,39,35,27
F14H3.14,0,0,0,0,1,0
ZK1037.12,0,0,0,0,0,1
ZK1037.13,1,1,0,0,1,0
F43D2.7,33,37,26,30,42,30
R11D1.13,20,19,17,13,23,23
21ur-5153,0,0,0,0,0,0
21ur-4348,0,0,0,0,0,0
21ur-3279,0,0,0,0,0,0
21ur-4491,0,0,0,0,0,0
21ur-1293,0,0,0,0,0,0
21ur-4900,0,0,0,0,0,0
21ur-2872,0,0,0,0,0,0
21ur-4886,0,0,0,0,0,0
21ur-3726,0,0,0,0,0,0
21ur-3449,0,0,0,0,0,0
21ur-4318,0,0,0,0,0,0
21ur-3987,0,0,0,0,0,0
21ur-770,0,0,0,0,0,0
21ur-3262,0,0,0,0,0,0
21ur-116,0,0,0,0,0,0
21ur-338,0,0,0,0,0,0
21ur-248,0,0,0,0,0,0
21ur-2337,0,0,0,0,0,0
21ur-2148,0,0,0,0,0,0
21ur-3280,0,0,0,0,0,0
21ur-783,0,0,0,0,0,0
21ur-2502,0,0,0,0,0,0
21ur-2533,0,0,0,0,0,0
21ur-2515,0,0,0,0,0,1
21ur-194,0,0,0,0,0,0
21ur-1754,0,0,0,0,0,0
21ur-3162,0,0,0,0,0,0
21ur-4859,0,0,0,0,0,0
21ur-3313,0,0,0,0,0,0
21ur-2522,0,0,0,0,0,0
21ur-2768,0,0,0,0,0,0
21ur-4660,0,0,0,0,0,0
21ur-380,0,0,0,0,0,0
21ur-127,0,0,0,0,0,0
21ur-3009,0,0,0,0,0,0
21ur-4396,0,0,0,0,0,0
21ur-3929,0,0,0,0,0,0
21ur-4158,0,0,0,0,0,0
21ur-972,0,0,0,0,0,0
21ur-4509,0,0,0,0,0,0
21ur-4358,0,0,0,0,0,0
21ur-4032,0,0,0,0,0,0
21ur-3396,0,0,0,0,0,0
21ur-4184,0,0,0,0,0,0
21ur-231,0,0,0,0,0,0
21ur-4606,0,0,0,0,0,0
21ur-4026,0,0,0,0,0,0
21ur-1557,0,0,0,0,0,0
21ur-4925,0,0,0,0,0,0
21ur-4269,0,0,0,0,0,0
21ur-3115,0,0,0,0,0,0
21ur-4858,0,0,0,0,0,0
21ur-422,0,0,0,0,0,0
21ur-3283,0,0,0,0,0,0
21ur-66,0,0,0,0,0,0
21ur-3960,0,0,0,0,0,0
21ur-3455,0,0,0,0,0,0
21ur-3399,0,0,0,0,0,0
21ur-1907,0,0,0,0,0,0
21ur-341,0,0,0,0,0,0
21ur-4400,0,0,0,0,0,0
21ur-213,0,0,0,0,0,0
21ur-3922,0,0,0,0,0,0
21ur-3683,0,0,0,0,0,0
21ur-3176,0,0,0,0,0,0
21ur-4174,0,0,0,0,0,0
21ur-4213,0,0,0,0,0,0
21ur-687,0,0,0,0,0,0
21ur-5133,0,0,0,0,0,0
21ur-4538,0,0,0,0,0,0
21ur-4731,0,0,0,0,0,0
21ur-1571,0,0,0,0,0,0
21ur-5440,0,0,0,0,0,0
21ur-3641,0,0,0,0,0,0
21ur-4673,0,0,0,0,0,0
21ur-2000,0,0,0,0,0,0
21ur-2563,0,0,0,0,0,0
21ur-676,0,0,0,0,0,0
21ur-5434,0,0,0,0,0,0
21ur-2918,0,0,0,0,0,0
21ur-3144,0,0,0,0,0,0
21ur-3790,0,0,0,0,0,0
21ur-3069,0,0,0,0,0,0
21ur-1104,0,0,0,0,0,0
21ur-4930,0,0,0,0,1,0
21ur-5393,0,0,0,0,0,0
21ur-4121,0,0,0,0,0,0
21ur-1446,0,0,0,0,0,0
21ur-4963,0,0,0,0,0,0
21ur-3239,0,0,0,0,0,0
21ur-4548,0,0,0,0,0,0
21ur-2932,0,0,0,0,0,0
21ur-1584,0,0,0,0,0,0
21ur-620,0,0,0,0,0,0
21ur-5367,0,0,0,0,0,0
21ur-2568,0,0,0,0,0,0
21ur-2293,0,0,0,0,0,0
21ur-310,0,0,0,0,0,0
21ur-344,0,0,0,0,0,0
21ur-5229,0,0,0,0,0,0
21ur-3525,0,0,0,0,0,0
21ur-5354,1,0,0,0,0,0
21ur-2363,0,0,0,0,0,0
21ur-5452,0,0,0,0,0,0
21ur-2954,0,0,0,0,0,0
21ur-3951,0,0,0,0,0,0
21ur-3736,0,0,0,0,0,0
21ur-419,0,0,0,0,0,0
21ur-5135,0,0,0,0,0,0
21ur-4966,0,0,0,0,0,0
21ur-3440,0,0,0,0,0,0
21ur-2914,0,0,0,0,0,0
21ur-2195,0,0,0,0,0,0
21ur-4580,0,0,0,0,0,0
21ur-2136,0,0,0,0,0,0
21ur-5345,0,0,0,0,0,0
21ur-3163,0,0,0,0,0,0
21ur-98,0,0,0,1,0,0
21ur-629,0,0,0,0,0,0
21ur-3513,0,0,0,1,0,0
21ur-4117,0,0,0,0,0,0
21ur-1324,0,0,0,0,0,0
21ur-2876,0,1,0,0,1,0
21ur-4617,0,0,0,0,0,0
21ur-3810,0,0,0,0,0,0
21ur-2772,0,0,0,0,0,0
21ur-3853,0,0,0,0,0,0
21ur-1572,2,3,1,0,1,1
21ur-4784,0,0,0,0,0,0
21ur-101,0,0,0,0,0,0
21ur-4235,0,0,0,0,0,0
21ur-198,0,0,0,0,0,0
21ur-2547,0,0,0,0,0,0
21ur-1325,0,0,0,0,0,0
21ur-378,0,0,0,0,0,0
21ur-1257,0,0,0,0,0,0
21ur-3621,0,0,0,0,0,0
21ur-2179,0,0,0,0,0,0
21ur-2373,0,0,0,0,0,0
21ur-4637,0,0,0,0,0,0
21ur-5357,0,0,0,0,0,0
21ur-1723,0,0,0,0,0,0
21ur-5403,0,0,0,0,0,0
21ur-780,0,0,0,0,0,0
21ur-4553,0,0,0,0,0,0
21ur-5087,0,0,0,0,0,0
21ur-553,0,0,0,0,0,0
21ur-3191,0,0,0,0,0,0
21ur-3306,0,0,0,0,0,0
21ur-22,0,0,0,0,0,0
21ur-1242,0,0,0,0,0,0
21ur-1303,0,0,0,0,0,0
21ur-2441,0,0,0,0,0,0
21ur-1935,0,0,0,0,0,0
21ur-2786,0,0,0,0,0,0
21ur-3453,0,0,0,0,0,0
21ur-4693,0,0,0,0,0,0
21ur-2281,0,0,0,0,0,0
21ur-2712,0,0,0,0,0,0
21ur-5214,0,0,0,0,0,0
21ur-1078,0,0,0,0,0,0
21ur-3510,0,0,0,0,0,0
21ur-4163,0,0,0,0,0,0
21ur-5291,0,0,0,0,0,0
21ur-527,0,0,0,0,0,0
21ur-5312,0,0,0,0,0,0
21ur-5385,0,0,0,0,0,0
21ur-1986,0,0,0,0,0,0
21ur-3553,0,0,0,0,0,0
21ur-1049,0,0,0,0,0,0
21ur-4041,0,0,0,0,0,0
21ur-3409,0,0,0,0,0,0
21ur-5085,0,0,0,0,0,0
21ur-4812,0,0,0,0,0,0
21ur-946,0,0,0,0,0,0
21ur-2392,0,0,0,0,0,0
21ur-5223,0,0,0,0,0,0
21ur-4519,0,0,0,0,0,0
21ur-2704,0,0,0,0,0,0
21ur-481,0,0,0,0,0,0
21ur-5244,0,0,0,0,0,0
21ur-5080,0,0,0,0,0,0
21ur-1137,0,0,0,0,0,0
21ur-1580,0,0,0,0,0,0
21ur-1740,0,0,0,0,0,0
21ur-457,0,0,0,0,0,0
21ur-3053,0,0,0,0,0,0
21ur-3074,0,0,0,0,0,0
21ur-163,0,0,0,0,0,0
21ur-1530,0,0,0,0,0,0
21ur-3591,0,0,0,0,0,0
21ur-5427,0,0,0,0,0,0
21ur-2758,0,0,0,0,0,0
21ur-2189,0,0,0,0,0,0
21ur-877,0,0,0,0,0,0
21ur-2188,0,0,0,0,0,0
21ur-895,0,0,0,0,0,0
21ur-764,0,0,0,0,0,0
21ur-2080,0,0,0,0,0,0
21ur-3347,0,0,0,0,0,0
21ur-1995,0,0,0,0,0,0
21ur-927,0,0,0,1,0,0
21ur-1318,0,0,0,0,0,0
21ur-1126,0,0,0,0,0,0
21ur-4997,0,0,0,0,0,0
21ur-368,0,0,0,0,0,0
21ur-1377,0,0,0,0,0,0
21ur-4839,0,0,0,0,0,0
21ur-4151,1,0,0,0,0,0
21ur-719,0,0,0,0,0,0
21ur-2397,0,2,2,0,0,0
21ur-4447,0,0,0,0,0,0
21ur-1475,0,0,0,0,0,0
21ur-2329,0,0,0,0,0,0
21ur-4317,0,0,0,0,0,0
21ur-4254,0,0,0,0,0,0
21ur-3918,0,0,0,0,0,0
21ur-3996,0,0,0,0,0,0
21ur-1612,0,0,0,0,0,0
21ur-3619,0,0,0,0,0,0
21ur-4550,0,0,0,0,0,0
21ur-5063,0,0,0,0,0,0
21ur-4575,0,0,0,0,0,0
21ur-157,0,0,0,0,0,0
21ur-5073,0,0,0,0,0,0
21ur-26,0,0,0,0,0,0
21ur-805,0,0,0,0,0,0
21ur-1219,0,0,0,0,0,0
21ur-4706,0,0,0,0,0,0
21ur-4832,0,0,0,0,0,0
21ur-2613,0,0,0,0,0,0
21ur-3704,0,0,0,0,0,0
21ur-2649,0,0,0,0,0,0
21ur-909,0,0,0,0,0,0
21ur-2356,0,0,0,0,0,0
21ur-3041,0,0,0,0,0,0
21ur-506,0,0,0,0,0,0
21ur-4821,0,0,0,0,0,0
21ur-4437,0,0,0,0,0,0
21ur-133,0,0,0,0,0,0
21ur-5218,0,0,0,0,0,0
21ur-4478,0,0,1,0,0,0
21ur-3127,0,0,0,0,0,0
21ur-1620,0,0,0,0,0,0
21ur-3601,0,0,0,0,0,0
21ur-2085,0,0,0,0,0,0
21ur-4567,0,0,0,0,0,0
21ur-279,0,0,0,0,0,0
21ur-2961,0,0,0,0,0,0
21ur-5176,0,0,0,0,0,0
21ur-1922,0,0,0,0,0,0
21ur-5265,0,0,0,0,0,0
21ur-237,0,0,0,0,0,0
21ur-4898,0,0,0,0,0,0
21ur-5304,0,0,0,0,0,0
21ur-4765,0,0,0,0,0,0
21ur-710,0,0,0,0,0,0
21ur-3475,0,0,0,0,0,0
21ur-3137,0,0,0,0,0,0
21ur-1912,0,0,0,0,0,0
21ur-3112,0,0,0,0,0,0
21ur-1878,0,0,0,0,0,0
21ur-2913,0,0,0,0,0,0
21ur-4300,0,0,0,0,0,0
21ur-447,0,0,0,0,0,0
21ur-1,0,0,0,0,0,0
21ur-520,0,0,0,0,0,0
21ur-1018,0,0,0,0,0,0
21ur-3818,0,0,0,0,0,0
21ur-3836,0,0,0,0,0,0
21ur-5257,0,0,0,0,0,0
21ur-4773,0,0,0,0,0,0
21ur-1977,0,0,0,0,0,0
21ur-1072,0,0,0,0,0,0
21ur-3911,0,0,0,0,0,0
21ur-1550,0,0,0,0,0,0
21ur-289,0,0,0,1,0,0
21ur-3106,0,0,0,0,0,0
21ur-2624,0,0,0,0,0,0
21ur-5413,0,0,0,0,0,0
21ur-2826,0,0,0,0,0,0
21ur-986,0,0,0,0,0,0
21ur-1539,0,0,0,0,0,0
21ur-1687,0,0,0,0,0,0
21ur-1769,0,0,1,0,0,0
21ur-1354,0,0,0,0,0,0
21ur-3767,0,0,0,0,0,0
21ur-1413,0,0,0,0,0,0
21ur-2250,0,0,0,0,0,0
21ur-1627,0,0,0,0,0,0
21ur-630,0,0,0,0,0,0
21ur-3054,0,0,0,0,0,0
21ur-1502,0,0,0,0,0,0
21ur-3808,0,0,0,0,0,0
21ur-3942,0,0,0,0,0,0
21ur-5079,0,0,0,0,1,0
21ur-1284,0,0,0,0,0,0
21ur-73,0,0,0,0,0,0
21ur-4793,0,0,0,0,0,0
21ur-3584,0,0,0,0,0,0
21ur-5261,0,0,0,0,0,0
21ur-2113,0,0,0,0,0,0
21ur-3060,0,0,0,0,0,0
21ur-4192,1,0,0,0,0,0
21ur-1895,0,0,0,0,0,0
21ur-4351,0,0,0,0,0,0
21ur-2587,0,0,0,0,0,0
21ur-1680,0,0,0,0,0,0
21ur-1481,0,0,0,0,0,0
21ur-5116,0,0,0,0,0,0
21ur-2034,0,0,0,0,0,0
21ur-4950,0,0,0,0,0,0
21ur-646,0,0,0,0,0,0
21ur-1037,0,0,0,0,0,0
21ur-4327,0,0,0,0,0,0
21ur-552,0,0,0,0,0,0
21ur-1249,0,0,0,0,0,0
21ur-678,0,0,0,0,0,0
21ur-155,0,0,0,0,0,0
21ur-2719,0,0,0,0,0,0
21ur-4954,0,0,0,0,0,0
21ur-2725,0,0,0,0,0,0
21ur-436,0,0,0,0,0,0
21ur-1438,0,0,0,0,0,0
21ur-4160,0,0,0,0,0,0
21ur-1456,0,0,0,0,0,0
21ur-1701,0,0,0,0,0,0
21ur-4985,0,0,0,0,0,0
21ur-4756,0,0,0,0,0,0
21ur-2018,0,0,0,0,0,0
21ur-5274,0,0,0,0,0,0
21ur-2286,0,0,0,0,0,0
21ur-3316,0,0,0,0,0,0
21ur-4338,0,0,0,0,0,0
21ur-1220,0,0,0,0,0,0
21ur-2975,0,0,0,0,0,0
21ur-4682,0,0,0,0,0,0
21ur-3638,0,0,0,0,0,0
21ur-2386,0,0,0,0,0,0
21ur-5146,0,0,0,0,0,0
21ur-5253,0,0,0,0,0,0
21ur-31,0,0,0,0,0,0
21ur-1147,0,0,0,0,0,0
21ur-5013,0,0,0,0,0,0
21ur-1894,0,0,0,0,0,0
21ur-5172,0,0,0,0,0,0
21ur-768,0,0,0,0,0,0
21ur-3690,0,0,0,0,0,0
21ur-880,0,0,0,0,0,0
21ur-2141,0,0,0,0,0,0
21ur-178,0,0,0,0,0,0
21ur-2728,0,0,0,0,0,0
21ur-4340,0,0,0,0,0,0
21ur-906,0,0,0,0,0,0
21ur-2345,0,0,0,0,0,0
21ur-754,0,0,0,0,0,0
21ur-58,0,0,0,0,0,0
21ur-4409,0,0,0,0,0,0
21ur-2707,0,0,0,0,0,0
21ur-4669,0,0,0,0,0,0
21ur-4724,0,0,0,0,0,0
21ur-3842,0,0,0,0,0,0
