wormbase_gene,S01,S02,S03,S04,S05,S06,S07,S08
WBGene00022658,0,0,0,0,0,0,0,0
WBGene00022660,0,0,0,0,0,0,0,0
WBGene00022661,1,4,2,1,1,1,3,2
WBGene00022662,1,0,0,0,0,0,0,0
WBGene00022663,314,493,354,550,327,430,579,521
WBGene00022664,166,254,224,286,218,233,247,245
WBGene00022665,3,5,4,6,4,13,10,10
WBGene00022666,127,191,170,179,130,172,193,154
WBGene00022667,437,728,503,695,423,597,714,619
WBGene00022668,88,194,136,187,140,166,181,154
WBGene00022669,382,576,398,540,363,456,536,454
WBGene00022670,2,2,6,9,2,4,5,5
WBGene00022671,0,1,1,2,0,0,1,1
WBGene00022672,877,1116,644,1123,634,861,1371,1101
WBGene00022673,1436,2181,1238,2210,1185,1720,2141,2002
WBGene00022674,0,7,1,1,1,1,0,3
WBGene00022675,73,100,84,96,79,90,96,114
WBGene00022677,329,471,273,477,234,276,604,463
WBGene00022678,2171,3500,2830,3746,2322,2867,3593,3167
WBGene00022679,1,66,17,25,60,59,51,27
WBGene00022680,3,26,16,7,35,26,42,11
WBGene00022681,236,400,282,407,227,298,323,239
WBGene00022682,18,22,17,26,9,23,28,32
WBGene00022683,74,144,92,129,75,105,166,164
WBGene00022685,3,9,3,9,2,6,7,4
WBGene00022688,1,1,0,0,0,0,0,0
WBGene00022689,1,1,0,2,1,0,1,0
WBGene00022690,12,22,21,16,18,15,27,16
WBGene00022691,0,1,0,0,0,0,0,0
WBGene00022692,4,0,0,0,0,0,0,0
WBGene00022693,0,1,1,0,2,2,1,3
WBGene00022694,1008,1635,934,1640,870,1267,1620,1323
WBGene00022695,38,67,36,52,33,36,56,51
WBGene00022696,6,8,2,6,4,3,10,4
WBGene00022697,736,1108,816,1112,680,893,1101,966
WBGene00022698,3,5,3,5,1,3,4,5
WBGene00022699,0,0,0,1,5,1,1,0
WBGene00022700,2,2,0,3,1,2,2,4
WBGene00022702,771,1259,836,1274,780,1070,1124,1011
WBGene00022703,1954,2843,1991,2918,1797,2213,2900,2671
WBGene00022704,395,593,422,689,340,503,627,543
WBGene00022705,8,23,26,19,29,36,25,23
WBGene00022706,8,18,10,17,16,22,12,10
WBGene00022707,2,11,5,4,7,1,7,5
WBGene00022708,1,4,3,2,5,5,7,18
WBGene00022709,2,10,10,7,8,6,7,18
WBGene00022710,0,0,0,0,0,0,2,0
WBGene00022711,0,0,0,0,0,0,0,1
WBGene00022712,270,456,380,475,280,329,379,407
WBGene00022713,0,0,0,0,0,0,0,0
WBGene00022714,0,0,0,0,0,0,0,0
WBGene00022715,0,1,0,0,0,0,0,0
WBGene00022716,0,0,1,0,0,0,0,1
WBGene00022717,1771,2571,1917,2800,1573,2126,2814,2318
WBGene00022718,3280,5269,3448,5431,3288,4171,4823,4481
WBGene00022719,978,1319,905,1385,717,1004,1523,1257
WBGene00022720,15,21,11,19,9,11,30,18
WBGene00022721,289,337,173,356,216,274,428,344
WBGene00022722,1393,2179,1472,2242,1212,1680,2128,1820
WBGene00022723,0,0,0,0,0,0,1,0
WBGene00022724,2,1,3,3,0,0,2,2
WBGene00022725,0,0,0,0,0,0,1,1
WBGene00022726,1,2,2,0,2,0,1,2
WBGene00022727,21,29,19,23,17,30,28,29
WBGene00022728,18,15,10,14,14,16,35,18
WBGene00022729,5,3,3,5,2,3,3,0
WBGene00022730,0,8,3,0,5,4,8,15
WBGene00022731,4,4,0,2,2,8,4,2
WBGene00022732,0,4,1,1,2,2,2,7
WBGene00022733,0,0,1,0,0,0,0,0
WBGene00022734,1173,1897,1208,1948,1128,1420,1770,1586
WBGene00022735,3,5,4,8,8,7,29,12
WBGene00022736,16,29,24,40,18,22,44,37
WBGene00022737,415,659,516,677,364,540,618,531
WBGene00022738,1922,3139,2829,3316,2242,2719,2810,2724
WBGene00022739,1442,2126,1453,2294,1429,1808,2133,2110
WBGene00022741,32,55,32,57,28,43,61,42
WBGene00022742,772,1369,1047,1403,797,1094,1289,1180
WBGene00022743,436,642,380,617,388,464,687,625
WBGene00022744,1,0,3,0,1,0,0,1
WBGene00022745,410,721,551,715,376,557,655,642
WBGene00022746,1,0,0,0,0,0,0,1
WBGene00022747,2,3,4,0,1,1,4,1
WBGene00022748,3285,5169,4243,5626,3907,4419,5521,5288
WBGene00022749,1110,1995,1850,2048,1423,1591,1765,1381
WBGene00022750,2354,3601,2473,3796,2106,2814,3476,3140
WBGene00022751,39,96,61,48,116,114,148,137
WBGene00022752,10,11,18,20,12,14,12,15
WBGene00022753,1,3,1,2,7,10,10,10
WBGene00022754,42,86,64,55,113,93,135,140
WBGene00022755,1,4,1,0,1,1,2,2
WBGene00022756,0,0,0,0,0,0,0,0
WBGene00022757,0,0,0,0,0,0,0,0
WBGene00022758,0,0,0,0,0,0,0,0
WBGene00022759,1230,1869,1346,1950,1204,1427,2277,1782
WBGene00022760,3,5,6,3,10,4,6,4
WBGene00022761,3,7,5,4,11,10,6,4
WBGene00022762,632,981,586,968,512,806,945,829
WBGene00022763,0,2,1,1,2,2,0,0
WBGene00022765,1972,3308,2737,3288,2118,2814,2915,2652
WBGene00022766,571,866,643,959,535,724,821,807
WBGene00022767,9,11,12,13,7,14,21,13
WBGene00022769,149,293,168,295,181,217,229,213
WBGene00022770,50,64,50,74,54,58,86,84
WBGene00022771,9,23,9,16,13,9,23,19
WBGene00022772,44,66,34,54,44,41,69,69
WBGene00022773,160,294,171,283,197,209,232,191
WBGene00022774,1346,2175,1618,2211,1366,1809,1938,1742
WBGene00022775,782,1276,1216,1304,905,1090,1357,1073
WBGene00022776,1209,1929,1346,2008,1211,1585,1749,1674
WBGene00022778,1,4,1,2,1,0,1,5
WBGene00022780,1,6,2,0,4,7,5,7
WBGene00022781,3427,5913,4049,5850,3736,5048,5773,5120
WBGene00022782,35,53,34,50,30,40,57,47
WBGene00022783,456,739,580,691,433,592,617,617
WBGene00022785,935,1455,1093,1539,882,1199,1307,1299
WBGene00022786,40,89,58,59,38,52,70,52
WBGene00022787,910,1450,838,1495,714,1064,1528,1203
WBGene00022788,159,270,117,248,130,193,285,245
WBGene00022789,3,6,7,8,4,2,8,8
WBGene00022790,0,2,1,0,2,4,3,2
WBGene00022791,681,1068,718,1110,629,845,1113,1036
WBGene00022792,1151,1803,1190,1752,983,1378,1804,1572
WBGene00022793,2370,3991,2401,3963,2148,2971,3602,3061
WBGene00022794,665,1099,952,1160,793,951,1010,856
WBGene00022795,0,1,1,2,0,3,3,1
WBGene00022796,0,0,0,1,2,3,0,2
WBGene00022797,160,217,165,223,133,175,299,219
WBGene00022798,284,504,234,458,264,319,442,428
WBGene00022799,0,0,0,0,0,0,1,0
WBGene00022800,2655,3547,3395,4498,2587,3182,3399,3727
WBGene00022801,362,523,342,514,299,448,575,506
WBGene00022802,97,146,99,132,99,128,133,109
WBGene00022803,601,959,724,1007,588,729,859,773
WBGene00022804,0,0,0,0,0,0,0,0
WBGene00022805,108,190,178,206,130,206,200,204
WBGene00022806,0,0,0,0,0,0,0,0
WBGene00022807,0,1,0,0,0,0,1,0
WBGene00022808,0,0,0,1,0,1,0,0
WBGene00022809,1,3,1,1,0,2,1,1
WBGene00022810,6,5,10,14,5,12,12,7
WBGene00022811,5,3,3,7,2,4,3,3
WBGene00022812,597,863,555,879,503,668,872,774
WBGene00022813,64,116,65,115,64,89,126,122
WBGene00022814,26,62,33,43,28,45,50,63
WBGene00022815,9,7,10,12,8,6,16,14
WBGene00022816,53,68,56,70,68,105,116,109
WBGene00022817,1037,1801,1239,1820,1234,1511,1481,1455
WBGene00022818,1,0,1,2,0,0,0,1
WBGene00022819,0,0,0,1,0,1,0,0
WBGene00022820,3361,6513,6029,6626,4808,5144,5239,4999
WBGene00022821,894,1421,1043,1466,890,1131,1372,1292
WBGene00022822,2677,4600,4008,4615,3327,3932,4224,3994
WBGene00022823,22,52,26,43,20,37,44,44
WBGene00022824,2,4,4,9,7,3,5,1
WBGene00022825,2,8,1,5,1,3,9,9
WBGene00022826,0,0,0,0,0,0,0,0
WBGene00022827,0,0,1,1,0,0,0,0
WBGene00022829,0,2,2,2,0,0,1,0
WBGene00022830,3325,5083,3147,5229,2757,3771,4759,4294
WBGene00022831,1885,2827,2100,2986,1752,2414,2534,2405
WBGene00022832,1411,2437,1872,2457,1589,1804,2075,2017
WBGene00022833,0,0,1,0,2,2,0,4
WBGene00022834,23,27,39,46,37,43,34,37
WBGene00022835,752,1340,1017,1332,848,1021,1084,1002
WBGene00022836,742,1060,651,1041,617,828,1055,939
WBGene00022837,3,9,5,8,4,7,9,8
WBGene00022838,2,1,1,1,1,3,2,0
WBGene00022840,0,0,0,0,0,0,0,0
WBGene00022842,2,4,2,3,1,0,4,1
WBGene00022843,1,0,3,1,2,1,2,6
WBGene00022845,2,0,1,1,0,1,3,0
WBGene00022846,2,2,0,1,0,2,3,1
WBGene00022847,85,283,25,313,54,206,364,192
WBGene00022848,140,275,156,231,160,197,271,261
WBGene00022849,16,19,20,18,20,29,27,34
WBGene00022850,573,996,880,1017,609,802,942,852
WBGene00022851,652,1004,867,1096,713,858,1172,881
WBGene00022852,430,631,347,676,370,524,673,592
WBGene00022853,803,1168,814,1296,719,1025,1185,1075
WBGene00022854,848,1444,1128,1478,828,1219,1301,1260
WBGene00022855,3119,4870,4308,5206,3235,4087,4322,4152
WBGene00022856,2297,3402,1600,3225,1614,2409,4020,3467
WBGene00022857,121,147,123,155,95,134,238,158
WBGene00022858,366,565,373,607,364,427,629,532
WBGene00022859,72,129,98,131,96,91,155,123
WBGene00022860,39,95,67,97,73,71,98,75
WBGene00022861,104,167,168,290,165,136,186,202
WBGene00022862,424,714,451,686,416,578,682,647
WBGene00022864,370,529,473,621,387,523,538,546
WBGene00022865,1039,1675,1316,1843,1090,1459,1626,1510
WBGene00022866,1,1,1,3,2,0,1,0
WBGene00022867,47,87,65,88,47,65,85,78
WBGene00022868,72,99,103,101,62,94,144,86
WBGene00022869,0,0,0,0,0,0,1,0
WBGene00022870,7,14,5,14,9,13,19,8
WBGene00022871,1,0,0,1,0,1,0,0
WBGene00022872,1,0,0,0,0,0,2,2
WBGene00022873,35,63,49,55,52,40,49,48
WBGene00022874,6,0,0,1,3,4,5,2
WBGene00022875,0,1,0,0,2,0,2,3
WBGene00022876,0,2,4,0,3,2,8,7
WBGene00022877,5,2,2,2,1,1,2,1
WBGene00022880,1956,3363,2185,3436,1859,2626,3062,2706
WBGene00022881,521,885,570,844,466,628,770,686
WBGene00022882,817,1051,571,1026,473,803,1335,1076
WBGene00022883,840,1205,784,1292,558,816,1113,1004
WBGene00022884,0,0,0,1,0,0,0,1
WBGene00022885,112,142,57,129,55,69,178,138
WBGene00022886,0,0,0,0,0,0,0,2
WBGene00022887,74,166,61,154,77,93,178,166
WBGene00022888,1,11,0,1,5,3,10,9
WBGene00022889,0,1,0,0,0,0,0,0
WBGene00022890,0,1,0,0,0,0,4,4
WBGene00022891,6,7,6,1,7,6,8,6
WBGene00022892,0,0,0,1,0,0,0,0
WBGene00022893,36,66,47,61,47,48,73,55
WBGene00022895,3,4,0,9,4,3,4,5
WBGene00022896,0,0,0,0,0,0,0,0
WBGene00022898,0,0,0,0,0,0,0,0
WBGene00022899,0,0,0,0,0,0,0,0
WBGene00022904,0,3,4,1,5,3,1,2
WBGene00022907,0,0,0,0,0,0,0,0
WBGene00022908,0,0,0,0,0,0,0,0
WBGene00022910,98,151,110,161,85,140,186,128
WBGene00022911,0,0,0,0,0,0,0,0
WBGene00022916,0,0,0,0,0,0,0,0
WBGene00022917,0,0,0,0,0,0,0,0
WBGene00022918,0,0,0,0,0,0,0,0
WBGene00022919,0,0,0,0,0,0,0,0
WBGene00022922,0,1,0,0,0,0,0,0
WBGene00022925,0,0,0,0,0,0,0,0
WBGene00022926,0,0,0,0,0,0,0,0
WBGene00022928,0,0,0,0,0,0,0,0
WBGene00022929,1,2,0,0,0,0,0,1
WBGene00022931,0,0,0,0,0,0,0,0
WBGene00022932,0,0,0,0,0,0,0,0
WBGene00022935,0,0,0,0,0,0,0,0
WBGene00022936,0,0,0,0,0,0,0,0
WBGene00022938,0,0,0,0,0,0,0,0
WBGene00022940,1,0,0,0,0,0,0,0
WBGene00022946,0,0,0,0,0,0,0,0
WBGene00022948,0,0,0,0,0,0,0,0
WBGene00022949,0,0,0,0,0,0,0,0
WBGene00022951,800,1249,740,1411,694,995,1085,997
WBGene00022953,0,0,0,0,0,0,0,0
WBGene00022954,0,0,0,0,0,0,0,0
WBGene00022955,0,0,0,0,0,0,0,0
WBGene00022956,0,0,0,0,0,0,0,0
WBGene00022959,0,0,0,0,0,0,0,0
WBGene00022960,0,0,0,0,0,0,0,0
WBGene00022966,0,0,0,0,0,0,0,0
WBGene00022968,0,3,0,1,1,0,0,0
WBGene00022970,138,230,216,247,178,178,182,169
WBGene00022971,0,0,0,0,0,0,0,0
WBGene00022981,0,0,0,0,0,0,0,0
WBGene00022982,0,0,0,0,0,1,0,0
WBGene00022983,0,0,0,0,0,0,0,0
WBGene00022984,0,0,0,0,0,0,0,0
WBGene00022990,0,0,0,0,0,0,0,0
WBGene00022995,0,0,0,0,0,0,0,0
WBGene00022996,0,0,0,0,0,0,0,0
WBGene00022997,0,0,0,0,0,0,0,0
WBGene00023002,0,0,0,0,0,0,0,0
WBGene00023007,0,0,0,0,0,0,0,0
WBGene00023015,0,0,0,0,0,0,0,0
WBGene00023019,0,0,0,0,0,0,0,0
WBGene00023020,7,7,3,8,1,4,5,4
WBGene00023021,48,83,54,88,39,78,95,75
WBGene00023022,1,0,0,0,0,0,0,1
WBGene00023023,0,0,0,0,0,0,0,0
WBGene00023024,0,0,0,0,0,0,0,0
WBGene00023025,0,0,0,0,0,0,0,0
WBGene00023026,0,0,0,0,0,0,0,0
WBGene00023027,1,0,0,0,2,4,8,2
WBGene00023028,0,0,0,0,0,0,0,0
WBGene00023030,0,0,0,0,0,0,0,0
WBGene00023031,0,0,0,0,0,0,0,0
WBGene00023036,35,63,52,72,47,58,48,60
WBGene00023039,9,9,7,11,9,11,21,12
WBGene00023043,0,0,0,0,0,0,0,0
WBGene00023045,0,0,0,0,0,0,0,0
WBGene00023049,0,0,0,0,0,0,0,0
WBGene00023053,0,0,0,0,0,0,0,0
WBGene00023054,0,0,0,0,0,0,0,0
WBGene00023055,0,0,0,0,0,0,0,0
WBGene00023059,0,0,0,0,0,0,0,0
WBGene00023061,0,0,0,0,0,0,0,0
WBGene00023065,10,18,38,10,22,22,30,35
WBGene00023066,0,2,0,0,0,0,0,0
WBGene00023067,1340,2225,1588,2199,1268,1598,2098,1780
WBGene00023068,25750,42652,29505,40949,26049,32201,38647,35266
WBGene00023069,199,328,310,352,226,234,289,212
WBGene00023071,0,3,4,4,1,4,1,0
WBGene00023072,0,0,0,0,0,0,0,0
WBGene00023073,0,0,0,0,0,0,0,0
WBGene00023079,0,0,0,0,0,0,0,0
WBGene00023083,0,0,0,0,1,0,0,0
WBGene00023084,0,0,0,0,1,0,0,0
WBGene00023087,0,0,0,0,0,0,0,0
WBGene00023093,0,0,0,0,0,0,0,0
WBGene00023103,0,0,0,0,0,0,0,0
WBGene00023104,1,0,0,2,0,1,3,1
WBGene00023105,0,0,0,0,0,0,0,0
WBGene00023106,0,1,1,0,2,1,0,0
WBGene00023107,0,0,0,0,0,0,0,0
WBGene00023112,0,0,0,0,0,0,0,0
WBGene00023113,0,0,0,0,1,0,0,0
WBGene00023116,0,0,0,0,0,0,0,0
WBGene00023118,0,0,0,0,0,0,0,0
WBGene00023125,0,0,0,0,0,0,0,0
WBGene00023127,0,0,0,0,0,0,0,0
WBGene00023131,0,0,0,0,0,0,0,0
WBGene00023136,0,0,0,0,0,0,0,0
WBGene00023137,0,0,0,0,0,0,0,0
WBGene00023138,0,0,0,0,0,0,0,0
WBGene00023142,0,0,0,0,0,0,0,0
WBGene00023145,0,0,0,0,0,0,0,0
WBGene00023146,0,0,0,0,0,0,0,0
WBGene00023148,0,0,0,0,0,0,0,0
WBGene00023151,0,0,0,0,0,0,0,0
WBGene00023155,0,0,0,0,0,0,0,0
WBGene00023156,0,0,0,0,0,0,0,0
WBGene00023159,1268,1779,1451,2080,1470,1403,2360,1814
WBGene00023160,0,0,1,0,0,0,0,0
WBGene00023162,0,0,0,0,0,0,0,0
WBGene00023163,2,2,0,0,2,0,2,3
WBGene00023166,0,0,0,0,0,0,0,0
WBGene00023168,0,0,0,0,0,0,0,0
WBGene00023169,0,0,0,0,0,0,0,0
WBGene00023172,10,15,9,9,21,16,9,17
WBGene00023176,0,0,0,0,0,0,0,0
WBGene00023177,0,0,0,0,0,0,0,0
WBGene00023178,2,0,0,0,0,0,0,0
WBGene00023179,0,0,0,0,0,0,0,0
WBGene00023180,0,0,0,0,0,0,0,0
WBGene00023181,0,0,0,0,0,0,0,0
WBGene00023183,0,0,0,0,0,1,0,0
WBGene00023186,0,0,0,0,0,1,0,0
WBGene00023187,0,0,0,0,0,2,1,0
WBGene00023188,0,0,0,0,0,0,1,0
WBGene00023189,0,0,0,0,0,0,0,0
WBGene00023191,12,16,16,15,15,2,6,12
WBGene00023192,0,0,0,0,0,0,0,0
WBGene00023193,17,33,41,17,33,31,35,27
WBGene00023194,0,0,0,0,0,0,0,0
WBGene00023199,0,0,0,0,0,0,0,0
WBGene00023200,0,0,0,0,0,0,0,0
WBGene00023201,0,0,0,0,0,0,0,1
WBGene00023205,0,0,0,0,0,0,0,1
WBGene00023207,0,0,0,0,0,0,0,0
WBGene00023209,1604,2722,1995,2756,1794,2182,2536,2528
WBGene00023210,0,0,0,0,0,0,0,0
WBGene00023215,0,0,0,0,0,0,0,0
WBGene00023219,0,0,0,0,0,0,0,0
WBGene00023223,2,1,1,1,0,1,5,1
WBGene00023224,11,0,0,9,0,0,17,19
WBGene00023225,0,0,0,0,0,0,0,0
WBGene00023226,14,17,27,24,35,19,47,24
WBGene00023227,0,0,0,0,0,0,0,0
WBGene00023228,0,0,0,0,0,0,0,0
WBGene00023229,0,0,0,0,0,0,0,0
WBGene00023230,0,0,0,0,0,0,0,0
WBGene00023231,0,0,0,0,0,0,0,0
WBGene00023232,0,0,0,0,0,0,0,0
WBGene00023233,1,0,0,0,0,0,0,0
WBGene00023235,0,0,0,0,0,0,0,0
WBGene00023236,0,0,0,0,0,0,0,0
WBGene00023237,0,0,0,0,0,2,1,0
WBGene00023238,0,1,0,3,0,0,0,2
WBGene00023239,0,0,5,3,0,0,0,4
WBGene00023240,1,2,0,0,0,1,1,1
WBGene00023241,12,11,11,14,10,8,32,15
WBGene00023242,0,1,0,1,0,2,3,1
WBGene00023243,1,0,0,0,0,0,0,0
WBGene00023244,0,2,2,1,2,0,6,0
WBGene00023245,8,20,7,15,4,17,30,11
WBGene00023246,75,135,103,120,99,96,93,82
WBGene00023247,0,1,1,2,0,0,5,3
WBGene00023248,0,0,1,0,0,2,0,1
WBGene00023249,0,0,0,0,0,0,0,0
WBGene00023251,0,0,0,0,0,0,0,0
WBGene00023252,9,7,10,15,3,9,18,11
WBGene00023253,0,0,0,0,0,0,0,0
WBGene00023254,0,0,0,0,0,0,0,0
WBGene00023255,0,0,0,0,0,0,0,0
WBGene00023256,0,0,0,0,0,0,0,0
WBGene00023257,0,0,1,0,1,0,1,0
WBGene00023259,2,5,1,4,3,1,1,3
WBGene00023260,0,0,0,0,1,0,0,0
WBGene00023262,0,0,1,1,1,0,0,1
WBGene00023263,8,12,18,18,13,10,20,14
WBGene00023264,0,0,0,0,0,0,0,0
WBGene00023265,0,0,0,0,0,0,0,0
WBGene00023266,0,0,1,1,0,0,1,0
WBGene00023267,1,1,1,0,0,2,0,1
WBGene00023268,0,0,0,0,1,0,0,0
WBGene00023269,0,0,0,0,0,0,0,0
WBGene00023270,0,0,0,0,0,0,0,0
WBGene00023271,1,5,0,3,1,4,4,4
WBGene00023272,0,0,0,0,0,0,0,0
WBGene00023273,0,0,1,0,0,0,0,0
WBGene00023274,0,0,0,0,0,0,0,0
WBGene00023276,11,16,12,31,18,19,33,16
WBGene00023277,1,2,0,0,1,3,1,1
WBGene00023278,0,2,0,0,0,0,0,0
WBGene00023279,0,0,0,0,0,0,0,0
WBGene00023281,0,0,1,0,0,0,1,0
WBGene00023282,0,0,0,0,0,0,2,0
WBGene00023283,0,0,0,0,0,0,0,0
WBGene00023284,11,18,13,24,11,17,11,10
WBGene00023285,0,0,0,0,0,0,0,0
WBGene00023286,0,1,0,0,1,0,1,1
WBGene00023287,0,1,1,0,2,0,1,0
WBGene00023288,1,2,2,1,1,0,1,1
WBGene00023289,1,0,0,0,0,0,0,0
WBGene00023290,0,0,0,0,0,0,0,0
WBGene00023291,2,13,9,10,10,5,6,6
WBGene00023293,0,0,0,0,0,0,0,0
WBGene00023294,0,0,0,0,0,0,0,0
WBGene00023295,1,0,2,1,3,1,1,1
WBGene00023296,0,0,0,0,0,0,0,0
WBGene00023297,0,0,0,0,0,0,0,0
WBGene00023298,0,0,0,0,0,0,0,0
WBGene00023299,0,0,0,0,0,0,0,0
WBGene00023300,0,0,0,0,0,0,0,0
WBGene00023301,0,0,0,0,0,0,0,0
WBGene00023302,0,0,0,0,0,0,0,0
WBGene00023303,1,0,1,0,1,0,1,0
WBGene00023304,0,0,0,0,0,0,0,0
WBGene00023305,0,0,0,0,0,0,0,0
WBGene00023306,0,0,0,1,0,0,0,0
WBGene00023307,0,0,0,0,0,0,0,0
WBGene00023308,0,1,0,0,1,0,1,0
WBGene00023309,0,0,0,0,0,0,0,0
WBGene00023310,0,0,0,0,0,0,0,0
WBGene00023311,0,0,0,0,0,0,0,0
WBGene00023312,0,0,0,0,0,0,0,0
WBGene00023313,42,71,69,34,43,50,82,74
WBGene00023314,4,8,1,3,4,3,4,1
WBGene00023315,0,1,0,0,0,1,0,1
WBGene00023316,0,0,0,0,0,0,0,0
WBGene00023317,0,0,0,0,0,0,0,0
WBGene00023318,45,66,68,70,45,41,52,70
WBGene00023319,0,0,0,1,0,0,0,0
WBGene00023320,2,1,0,0,0,1,1,0
WBGene00023321,0,0,0,0,0,0,0,0
WBGene00023322,1,7,6,4,4,4,7,6
WBGene00023323,113,214,193,183,145,163,161,172
WBGene00023324,0,0,0,0,0,0,0,0
WBGene00023325,0,1,0,2,0,0,0,1
WBGene00023326,3,0,0,4,4,0,0,0
WBGene00023327,0,0,0,0,0,0,0,0
WBGene00023330,0,0,0,0,0,1,0,0
WBGene00023331,0,0,0,3,0,0,1,0
WBGene00023332,0,0,0,0,0,0,0,0
WBGene00023333,0,0,0,0,0,0,0,0
WBGene00023334,0,0,0,0,0,0,0,0
WBGene00023335,0,0,0,0,0,0,0,0
WBGene00023336,0,0,0,0,0,0,0,0
WBGene00023337,0,0,0,0,0,0,0,0
WBGene00023338,0,0,0,0,0,0,0,0
WBGene00023339,0,0,0,0,0,0,0,0
WBGene00023340,0,0,0,0,0,0,0,0
WBGene00023341,0,1,0,0,1,1,0,0
WBGene00023343,12,17,13,33,15,18,16,25
WBGene00023344,0,0,0,0,0,0,0,0
WBGene00023345,0,2,1,0,2,1,2,6
WBGene00023346,0,0,0,0,0,0,1,0
WBGene00023348,0,0,0,0,0,0,0,0
WBGene00023349,0,0,0,0,0,0,0,0
WBGene00023351,5,5,3,0,0,5,5,2
WBGene00023353,0,0,0,0,0,0,0,0
WBGene00023354,0,0,0,0,0,0,0,0
WBGene00023355,29,51,50,73,28,42,55,58
WBGene00023356,0,0,0,0,0,0,0,0
WBGene00023357,0,0,0,0,0,0,0,0
WBGene00023358,0,0,0,0,0,0,0,0
WBGene00023360,0,0,0,0,0,0,0,0
WBGene00023361,0,0,0,0,0,0,0,0
WBGene00023362,0,0,0,0,0,0,0,0
WBGene00023363,0,0,0,0,0,0,0,0
WBGene00023364,0,0,0,0,0,0,0,0
WBGene00023366,0,1,0,0,0,0,0,0
WBGene00023370,0,0,0,0,0,0,0,0
WBGene00023373,0,0,0,0,0,0,0,0
WBGene00023375,0,0,0,0,0,0,0,0
WBGene00023376,0,0,0,0,0,0,0,0
WBGene00023377,0,0,0,0,0,0,0,0
WBGene00023378,0,0,0,0,0,0,0,0
WBGene00023379,0,0,0,0,0,0,0,0
WBGene00023380,0,0,0,0,0,0,0,0
WBGene00023381,0,0,0,0,0,0,0,0
WBGene00023382,72,116,71,124,85,86,102,73
WBGene00023383,0,0,0,0,0,0,0,0
WBGene00023384,0,0,0,0,0,1,0,0
WBGene00023385,0,0,0,0,0,0,0,0
WBGene00023386,0,0,0,1,0,0,0,0
WBGene00023387,0,0,0,0,0,0,0,0
WBGene00023388,0,0,0,0,1,0,0,0
WBGene00023389,0,0,0,0,0,0,0,0
WBGene00023390,0,0,0,0,0,0,0,0
WBGene00023391,3,6,0,6,5,3,6,2
WBGene00023392,0,0,0,0,0,0,0,0
WBGene00023393,0,0,0,0,0,0,0,0
WBGene00023394,0,0,0,0,0,0,0,0
WBGene00023395,3,4,2,3,1,1,0,5
WBGene00023396,4,13,13,12,5,17,11,15
WBGene00023397,0,0,0,0,0,0,0,0
WBGene00023398,0,0,0,0,0,0,0,0
WBGene00023399,13,19,21,8,9,26,32,31
WBGene00023400,0,0,0,2,0,1,0,0
WBGene00023401,61,84,103,66,66,82,41,48
WBGene00023402,0,1,0,0,0,1,1,1
WBGene00023404,92,153,137,139,92,112,185,130
WBGene00023405,489,832,567,805,492,593,814,647
WBGene00023407,44,79,45,96,67,64,70,80
WBGene00023408,41,78,50,71,48,62,71,74
WBGene00023409,449,717,491,702,436,498,623,600
WBGene00023410,0,0,0,0,0,0,0,0
WBGene00023411,0,0,0,0,0,0,0,0
WBGene00023413,0,0,0,0,0,0,1,0
WBGene00023414,15,32,21,33,11,22,46,38
WBGene00023415,19,28,19,32,21,24,30,32
WBGene00023416,4,5,5,10,2,3,7,3
WBGene00023417,117,221,117,222,102,204,241,209
WBGene00023418,673,1131,885,1198,736,947,1101,932
WBGene00023419,210,314,173,306,157,228,324,299
WBGene00023420,6,8,4,4,5,6,4,8
WBGene00023421,530,881,747,892,620,677,786,673
WBGene00023422,398,696,349,679,353,554,597,576
WBGene00023423,1,0,1,1,1,1,4,4
WBGene00023424,5,6,3,3,10,9,12,5
WBGene00023425,2,1,3,1,4,3,3,3
WBGene00023427,161,242,151,247,116,138,299,275
WBGene00023428,0,0,1,0,1,0,0,0
WBGene00023429,7,18,25,13,30,13,9,8
WBGene00023430,3,1,0,1,0,2,1,0
WBGene00023431,1,3,2,4,2,4,3,4
WBGene00023432,28,46,61,64,41,49,52,51
WBGene00023450,196,348,302,379,262,296,316,289
WBGene00023451,232,371,272,361,272,268,346,316
WBGene00023452,1,1,0,1,0,0,1,1
WBGene00023453,0,0,0,0,0,0,0,0
WBGene00023454,0,0,0,1,0,0,0,0
WBGene00023455,0,1,0,0,0,0,0,0
WBGene00023456,0,0,0,0,0,0,0,0
WBGene00023457,0,0,0,0,0,0,0,0
WBGene00023458,26,56,55,60,29,56,45,40
WBGene00023459,0,0,0,0,0,0,0,0
WBGene00023460,1,5,1,2,0,2,6,5
WBGene00023461,2,1,0,1,0,1,1,0
WBGene00023462,0,0,1,0,0,1,0,0
WBGene00023463,0,0,0,0,0,0,0,0
WBGene00023464,0,1,0,0,0,0,2,0
WBGene00023465,0,0,0,0,0,0,0,0
WBGene00023466,3,8,2,0,0,4,7,2
WBGene00023467,8,9,11,9,7,6,4,2
WBGene00023468,0,0,1,0,0,1,0,0
WBGene00023469,1,6,1,7,3,4,6,3
WBGene00023470,0,0,0,1,0,0,0,1
WBGene00023471,0,0,0,0,0,1,0,0
WBGene00023472,3,0,2,4,4,2,7,4
WBGene00023474,0,0,0,0,0,0,0,0
WBGene00023475,0,0,0,0,0,0,0,0
WBGene00023476,0,0,0,0,0,0,0,0
